id,final_position,steps
0,338,+++++++--++++++++++++++++++++--+++++++++-++++++-++++++++++++++++-+++-+-+++--++-+++++-++++-+--+-++++-+++++++-++-+++++++--++++-+++-++++++-+-+---+--++++++++++-+-+++++++++++++++-+++++++++++-++++++-+--+-+++++-+++-+++++++++++++++++++++++++++++++-+-+++-++++++++++++--+-++++++++++-++++++++++-++++++++++++-+++++++++-+-+++++-+-+++++++++++--+++++++++++++--+-++-++++++++++++-++-+++++-++++++-+++++++++++++++-++-++++++-+++-+++++++++++-+++++++-+++++-+++++++++-++++-++--+-+++++++++++++++++-+++++++++++++-++-++-+++++-
1,356,++++++++++-+-++++-+++++-+++-+++++++++++++++-++++-+++++-++-+++-++-++-++++++++++++++-++-++--++++-++++++-+++++++++++++++-+-++++++++++++++++-+++-+++++++++-++++++--++++++++++++-+++++++++++++++++++-+++++++++++++++++++++++++++++++++++++++++++++-+++++++-++++++-+--+++++-+++++++-++++++++++-+++++---++++-++++++-+-+++++-++++++++-+-++-+++++++++++++-+++++++++-++-+++++-++++++++-++-++++++++-++-+++-+++-+++++++++++++-++++++-+++++-+++++++++-+++++---++-++++++++-++-+++-+++-+++++-++++++-++-+++-++++++-+++++++++++++++++
2,344,-++++++-+++-++-+-+++++++-++++--+-+++++-++++++++++-++++++++++-++-+++-+-++-++++-+++-++++++++++-+++++++++++++++-+-+++-+-+-+++++++++++++++++++++++++++-+++++++-++-+++++++++-+++++-+++-++++++++-++++++++++++++-+---++++++-++++++-++++++++-+++-++++-+++++++++++-++-+++++-++++++++++-+-+++++++++-+++++++++-++-+++-++-+-++++++++++++-+++++++++++-+--++++-+++++++++-++++++-+++++++++-+++++++++++++++++++++++-++-+--++++-++++++++++++-++++++++++++-+++-++++++++++++++-+++++++++++-+++++-+-+-++++++++++++++-+++-+++++++++-+--+-
3,366,+++-++-++-++--++-+++++++++++++++++++++---+++++++-+++++++++++-+++++-+++++++++++++++++++-+++++++--+++++++++++++---+-+++++++++-++++++++++++++++-++-+++-++++-+++++++++++--+++-++++++++-+++---+++++++--+-+-++++-+++-+-++++++++++++-+++++++++++-++++-+++--++-++++-+++++++++++++++++++-+++++++++++++++-+++-++++++++++++++++-++++++++++++-++++++++++-++++++++++++++++++++++-+++++++++++++++-+++++++++++++-++++++-++++++++-++++++++++++++++++++-+-++++++++++++++-+++++++++-+++-+++++++--+++++-++++++++++-++++++++++-++++-++++
4,334,-+++++-++++++++++++++++++-++++++--++-++-++++-+-+++++++-+++-+++-+--+++++---+++++++-++-++-+++++--++++++++++++++++-+++++-+++++++-++++++-++++++++-+++++++++++-++++-+++++++--+++-+-+++++++++++++++-+-++++-+++++++++++++++-+-+++++-+++-++-+++-++++++++++++++-+++++-++++++++-++++-++++-+-+++++++++++++++++++-+++++++++++++++-++++-++++-+-+++++++++++-+-+++-+++++-++++-+++++-+-++-++++++-++-++++++-+-++-+-+++++++++++-+++-+-++++++++++-+--+++++++++++++++++++++++++++++-++++++-+-+-++++++++++++++++-++++--+++++-++-++-++++++
5,346,+++++++++++++++++++-+-++++++++++-+++++++++++++-++++-+++++++++++++-++++++++++++-++-+++-++++++++-+++-+++-++++++-+++++++++++-++++-++++++++++--+-++-++++++++++-+-+++++-++++-++++++++++++++++++++++-++-++++++++++++++++-+++++-++++-+++++-+++++++-+++-++-+-++-++-+++-++++++-+++++-+++++-+++-++++++++++--++++++++++++++--+++++++++++-+++++++++++++-+-+++++++++++-+-++++++++--+-++++-+++++-+--+-+++++++++++-++++++++++-++-+++++-+++++--++-+-++++++-+++++++++++++++++-+++++-+-+++-+--++++++-+++-++++++++++++++++++++-+++-+++-
6,374,-+++++--++++-++++-++++++++++++++++-+++++++++++++-++++-++++-++++-+++++++++-++++++-++++++-++++++++++++++++-+++++++++--++++--++-++++++++-+++++++++++++-+++++++++++-+++++++++++++--+++++-+++++++-+++++++++++++++-++-++++-+-++-++++++++++++++++++++++++++++--+++++-++++-+++++++++-+++++++++++++++++++++-++++++++-++-+++-++++-+-+++++-+++++++-+++-++++++--+++++++++++++-++++++++++++++++-++++++++-++++++++++++++++++++-++++-+++++++++++-+-++++-+++++++++++-+-+++++++++++++++++-+++++++-++++++++++-+++++-++++-+++++++++-+++
7,306,-++-++-++++--++-+---++++++++-+-++++++++++++++-++--++++-+++-+++++++-++++-++++++++++++++++++--+++++++++-++++-++-++++--++--+++-+-++-++++++++-+++--+++++++-+++++++++-+-++++++++-++++-++++++++++-+++++++++-++++++++-+++++-+++-++-+++++-+++++++-+++++++-++++-+-++--++-++++++++-++++-+-++-++++-++++++-++-+++-+++++++++++-+++-+-++++-+-+++++++++++++++++++--++++++-+++++++++++--++++++++-+-+-+++-++++-+++-++++++++++--++--+++--++++++++--++-++++++++-+-++++++++++++-++++++++----+-+++++-++++++-++++++++++++-++++++++-+++++++
8,350,++--+++++++-++++++++--+-+++-++++-++++++++++++++-++++++-+--++++++++++-++++++--+++++--+++++++++++++++++++-++++-+++++++++-+-+++++++++--++-+++-++++++++-+-++++-+++++++-+-+-++++++--+++-++-++--++++++++++++++---++++++++++++++++++++++++++++++++-+++++++++-++++++++++++-+++++++++-+++++-++-++++++++-+-+-++++++++++++++-+-++++--++++-++++-+++++++++++++++++++++++++++++-++-+++++-+++++++--++++++-++++++++++++-+++--+++++++++++-++++++++++-++-+-+++++++++++++++++++++++-++-+++++-++++++++-++++++++++++++++--+++++++++++-+++
9,362,++++-++-++++++-++++-+++++-++-++++++++++-+-++++++++++-+-+-++++-+++-+++-+++++++++-++++++++++++++++++-+++++++-++++++++--+-++++++++++++++++-+--++++++++++-++-+++++++++-+-+++++++++++++++++++++--+++++++++++-+++-++++++++-+-+++++++++-++++++++++++++++++++++++-++++-++-++++++++++++-+++++++++++-+++++++++++-+++++++-+-++++++++++++-++++++++++++++++++++-++--+-+-++++++-++++++++++-+++++---++++++-++++++++++++--+-+++++++++++++++-++++++++-++++++-++++++-+++--+++-+++-++++++++++++++-+++-+++++++++++-++++++++++++++-++++++
10,348,++-+++++++++++++-+-+++++++-++++++-+++++++++++++++-+++++++++++++++++--++++++++----++++++-+-+-++++--++++-+-+++++++-++++++++++++--+-++-+++-+++-+++++++-+++++-+++++++++-++++++++++++++++++++-++++++--+++++-+++-+++++++-+++--+-+-++-++++++-+++++++-+++++++++++++++++++++++++++-+-+-++-+++++-+++++--++++++++++-++-+++-+-+++++++--++++++++++-+++++++-+++-++++++++-++++-++++++-+++++++++-+++++++++++++++++++++++++++++++++--++-+++++++-++++--++++--++++++++-++++++++++++++++++++++-++++++++-+++++++++-+++++++++-+++++++++++-
11,320,-++-+++++-++++-++++-+++-++++++--++++-++++++++++++++-+++++++++++++++++-++++-++-++-+++++++++--+++-+-++-++-++++++++++-+--+++++++++++++++++++++-+++++-+-++++++++--+++++++++-+++-++++-+-++++++++-+-+++++-+++++++++++++++++++++-+++-+++++++++++++++-+-++++++++++---++++++++++++++-+--++++++++++++-+-+++++--+-++++-+-+++-++++-+-+++++++++++-++-+-++++++-++++++++++++++++++++-++--+--+--+++-++++---+++++++-++-+++++++++++++-++++--+++--++++++++++++-++++++---+++++++++++++-++-+++++++++++++++-++++++++++-+-++-+++-++++++-+-+
12,364,++-++++++++++++-+-+-++++++++++++++++++++++-+++-++++++++++-++++++--+++++++++++++++++++-++++--++-++++++++-+++++---+++-+++++-+++++++++++++++++++-+++++++++++++++-+-++++-++++-+-+-++++++-++++++-+++-+++++++++-++++++++-+++-+++++++-++-+++++++++++-+++++++++++++++++--++++++---+-++-+--++++++++-++++++-+++++++++++++++++++++-++++++++-+++++++++++++++-++++-+++--+++-+++-++-++++-+++++++-++++++--++++-+++++-+++++++++++-++++++++++++++++++++++++++++++++++++-++++++++++-++++++++++++++++++++++++++++-++-+-++++++++++++-+++
13,358,++++++++-+++++-+++++-+++++++-++-++++++++++++-+-++++++-+++++++--+++++++++-+++++++-++++++++++++++-++++++-+++-++++++++++-+++++--+++++-+-+++++++++++++++-+-+++++++++++-+--++++++++++++-++++++++++++++++++++++++-++++-++++++-+++-++++++++++-+++++-+++-+++-+++++++-++++-++++-++-++++++-+-+--+-+-++++++++++++-+++++-+++-+++++++++++++-+++++--+++++++++++++-++++-+++++++++++++++++++++++-+++--+++++++++++++++++++++++++++++++++++++--++--+--+++++++++-+++++++-+++++++++++++++-++-+++-++++++++++-+-+++++++-++-++++++++-++++++
