id,final_position,steps
0,-6,---++---++-+--++-+++-+++-++-+++-+--++-+-++++--+++-++--+---+-+++--+-+--++---+-+-+-+-+--+--++---+++---+-+-+--+-+--+--++--+--+--++-+++++++----+-+--+--+-+-+---+--+-++-+-+----+-+++-+-+-+-+++-+---++-++---+++-+--+--++-+++-+-+--++-+-++---------++++-+++-++---+-+++++---+--+---+-+-+---++--+-----++----++-+-+-+++-++-+-++++-+----+++--++++-+--+-+-----+++-++---+-+++++---+-+++-+-+-+-++++-+---+--++--+-+-++++--+----+----+-+---+++++-++---++-+-+-+--+-++++-+--++-++-++++-++-----++-++-+-+--+-+----+-+--++++---++--+-+-+-
1,22,+--+++---+-----+---+++-+---++++-+-+++-++--++-+--+-+--+-+-+++-+------++--++-+-+++++-++--+-++---+++++-+++-+-++++---+-+---+-+-----+-+++++--+---+++--+++++---+++-+--+++++---+-+--++-++-+--++++-+-+----++-++-+++--+--++++++---++++-+-+--+-+--+-++-+++++-+-+-+-++++++++--+-+-+-+-----++-++++++-------++---+-+++-+-+-+++-+--+-++--++-++--+--+--+++++-+--+-+--+++-+++----++---+--++++-+++-----+-+--+-+-----++-+-++-+++---++--++++-+-+--+++++-+--+------++-----++-+--+-+++-++---+-++--+++-+----+++--++++---+++--+---++++++--+
2,20,+-++++--+++++-+++---+++++------+--+++--+-+++++++++--+-++++---------++++-++-----++++-++-+-+--++++------+-++-+-+-++---+--+-+-+++---+----+-+-++--+-+-+-++-+-+-+-----+--+-+-+-++++--+---++-+-----+--+++--++++--+-+++-++-++-++++----+----++-+++-+---+----+--+--+++--+-+--++++++---------++-+---+--++++++++-++----+++-+----+-+++++++--++-+-+--++--+++++++-----+--+---+----+-++-+-+--++--+-++---+++--+++-+--++------+-+++++--+--+++++--++++--+-+---++-++--+-++-++++++++----++++++++--++--+--++++-++++-++-+--+++-+-++-+++--+
3,-10,-+-+--++-----+-++-++--++-+--+-++-++--+++-++-++++--+-+-+--++-+++-+-+-+-+-------+++++--+++--+++-+-+--+-------+-++----++++--++-++--+---+-++---+++--++---++----++-+-+++++-----++-+--+-++-+-----+-+-+---+-++--++-+-+----+++---+--+++----++----++--++---+-+-++---+---++-+-+--++--+---+----+++++---+++++-+++-+++-+++-+++-+-+++--++-+-+-+-+--++--+++++++---+-+-----+--+---+-+-++-++-+++-++--++++--++-+++-+---+--+++++-+-+--+-++-------+-+---++-+---++-+----+--+-+---+---+++-+++-----+++++--+++-++--++---++++---+-++-++++-+-+
4,4,++-+-++++---+-+++-+++++--++++-+-++----++++-+-+++--+--+--++-+-++--++-+--+-++--++++++-++-+----++-++-+-----+-+-++++++-+-++-++----++++-+--++++++----+-+++--+--++--++--+---+-+++++-+----+--+++----+++-+++-++--++--+---+++++-+++++-+-----+--+-----++--+------+--+-+---+--+---+-+----+-+--+-+-+++-+++-+--+-+++++++--+-++++-+--++--+---+--++--++-++-+-+++---+--+--++-+---+-++++-----++--+---++-+---++++----+-----++--+--+----++++++-+++-++--+--++-+-----+-+-++-++++-++++---+---+--+++-++-++-+-++--+-+---+----+-+---+++-+-+++
5,4,+++--+-+-++++---+-+---+-+-++++--+---+-----++++++-+++-+---+-++++++++-+++-++---+-------++-+--+--+---++-++++-++-+++--+---+--++-+--++------+-+++-+-+-++---+--+++-+-+-++-++++-++-+++++---++-+-+---+++-+---++-++++-+-++-++--+--++--+-+-++++-----+-+++++--------+++++++-++-++-+-+-++++++++-++++-----++++--++++++-++-++++--+-+-+------+---+++-+--+--+--+--+---++-+---+-+--++++--+---+--+++-+--++-++-++---+---+---+---++--++++--++----++---+----++++++--+-+---+------------+-++--+++++--+---++-+--++-+--++--+--++++-+++-++---
6,-4,-++---++++++-++-+++-+-++-++++-+-+++-----+---+-++---+-+--++--+++--+-+++-+++--+++---+-----+--+++-+++-----+-+++++-++--+--+++---+-+-+-+++--+--++++++--++-+-+++---+++---++-++++--+--+--++++++-++-+----++----------+----+++--+++++----++++-------++++---++++--++--+++++--++-----+-+--+----+------++-++++-+---+++-++----+---+--+--+-------+-++-+++++---+-+--++--+++-+--+++-+---++--+++----++++++--+++---+---+-++-+--++--++----+++++--++----+-++-+-----+++--++++--+----++-+++++-+++-++++++++-+---+-----+--+-+----+--++++-+-+
7,-10,+--+----+---+-++-+--+++--++--+---+-+++----+-+-+++++--++-+-+-+-+-+-+++--++-+---++----++---+---+-++++++-++--+-+--+--+----+-+-+--++++--+-++-+++-+-++---+-++----+--+--++++-+-+-+--+-+--+-++-+--++---+-+--------+-+---++-++---++--++-----+-++-++-++++--++-++-+-+-+++++++-++-+-+++++-+-++++---+---+++--------+-+--++--+-+++-------+-+-+++-++-+---------+-++-++-+--++--+-+++-+--+---++-+-+--+++----+--+-++++---+---+++++-+--++-+-+++--++++-++-+++-+-+--++--+--+++-+++---+-+----+++++++---+--+++----+++++++++---+--++----++-
8,10,---+-+---++-+++-----+--++-----+++-+++-+-++++---+-+-+-++--+++-+-+-++-++++++-+----+--+-++++-+--++++-++-++---++-++++----+----+---+-+++-+--++++++-+--+---++-+-+++++++-+++-+--+++--+++++-+--++-+---+---++++-+--+--++-+-+-++++---+++--++------+-----+++---+-+++------+-+-+++++-----+++++-+-++--+--++------+--+-+-+++--++-+-+++--+++-++-+++--+-++---++++++---+-+++---+-+-+++++-+---++-+++---++----+---++--+--+-++-+-+---++-+----+++-----+-----+--++++-+++----+-+-+-++++++++++-+++--+-+-++--+-+++---+-++----+-+-++++--+---+-
9,6,+------+--+++-++++-++----+++-+--++--+--+-+-+++++--+++-+-+++--+-+----++-----++---+-+-++-----+++++--+++-+-+--++---+-+-+-++-+-+++-----------+---+-++++-+-+++-+-++++-++-+--+-+++-+++---++-+-+--+++-++++--+-++-+++++-+--+++--------++-++--+-+---++-+-+++--++--++-+++++-++++-+++-++--+-+--++--++++--+++--+++-+-+---+-------+----+-++++-+-++----++---+++-------+----+--+++-+-+---+-+++-----++-++--+++-++-++-+--------+++-++++-+-+-++-+---+++-++-+-+--+---+++++++-+-+--+-+-++++-+-+-+++-+---+-+--+----+-++++++--+++-+-++--+-
10,8,+++---+----+--+-++-+------+-+--+-+-++++--++---++---++-+++-++---+-+++--+-+++---+-++--+++-+--+++++-++-+++-++++++-++--+-++-+-++-++++++++-+---+---+-+-----+++-+----+-++-----++++++-++-----+-+--+--+----+-+-++-+++----+++----+++-----+++-+++-++-+-+-----++--++-+--+-+-++++--++-++----++-++-++++-+--+++------+-++---+--++--++---+++--+---++++-+-+---+---++---+--++--++++++++--++-++--+----+--+-+++-+--+-+++-++---+--+++-++---+++-+++-+--+-+++---++--+-+-++++----+-++----+-++-+-+-++++-+-+--++++--+-++-++++---+--+-+-++++--
11,0,++++++----+--+--++-+----++++-+++-++++++++-+--+++-+--++++------+-++------++-+-++++--+---++-++-++++-+--+-+--+-+++++-++----+-----++-++-+-++--+-+++-+---++-+-++++---+--++--+---+--++++++-+++-+---+++--++-+-++--++++++---++--+--+++----+-+++---+-+--------+-+-+++-+--+-++-+--+-+-++++++----+-+-----+-++-----+++++-++++--+---++-+-+++--+----+-++---++-++----+++++--+--+++-+-+--+---+-+---++--+----+--++---++++-+-+-+--+--+-+-+---++-++-----++-+-+-+++++-+-+++---+++-++--+-+-+----+-++----+--+-----+++++++-+++-+-++---+++--
12,0,-+-+--+---+++--+++-++-+--+-----+++-+++-+----++-+++------+-+--+-+-++----++--++-+--+-+-++-++-+-+++++++++-+--+-+-+--+-++++--++++-+----++-+++-+-----+++-+-+-+-+++-++-+-------+++++--++----+-++-+-+-+++-++-++-++++---+-+--+-++++++----++---+---++++---+-++--+--+--+-+------+--++---+-+++-+-+--+-+++---++--+--++---++--+-+---++-----+---+++++++-++++-+++---+-+--+++-++++---+-+---+++-++++-+----+-+-+-+--++-+-+--+-++--+-+---++++---+---++----++-+--++--+++---++-++++-++-+++-+-+-+++-+--+--+++-++---++--+--++++---++---+--+
13,-16,--+++++-++-++++--+++---+-++--+++--+++-++++-++---++--++----++---+--++--+++-++-+---+---+-++----++-++-++-+--+-++-+-+----++++++--+--+-+-----+-+-++-+---+---+--++--+--+-+-+++--+---+++++-+-+-+---++-+-++++++++-+--+------++--++++-++++--++-+---+---+-+++-+-+++-+++++-++--+--+----+----++--+-+--++----+-++++--+--+++-+++--+-+--+++---+++++--+----+----+---+-+-+-+++++-----+++-------++-+----+-+++++-----+++-++-++---+---++++--++----+++-+---++-++-+----+--+-----+--+++++++----++-+---+++---++------++-+--++-+++--+---+--++
14,0,++-----+++-+-+-+---+++++--++-+++--++-+++--++++-+-+-+-+-+++--+++--++++-+-+-+-+-++++++++--++++--+-+-++---++---+----+-------++-+--++-+++---+-+---+-+--++--+---+---+-++--+-++--++-+-+-+-++------++--+-++-+---+-+-++-+--+----+-----+-+-+-++++++---+++--++++-+++++--+-+-+---+-++--+------++----++++-+++++--+++-+--++--++---+---++---+--++--+++-+-+-+--+----+-+++--++-+--+++--++-+---++--++++--+--++++++---+----+++--+++++-+-+----++++--++-+---+--+++--+---+-++--+--+-++--+++--+++++-+--++++------+-+--++-++--+++--+-+-++-+
15,-32,++------+-+-++++----+++--+--++--++-++----++++++--+--+-+---++-+--++-+-+--+--++-+++----+-++-+++---+++-++-+--+---++--+---+++++-+-++--+++-+++-++-+++--------+----++-++----++-+---+--++-++++-----+---++---+-+++--+--+---+-+++++++--------+-+++----+++++-----++----+-+-+--++-+++--+-++-+-----+-+----++++----+-++---++---++-+-+-+---+++++--+-++++-++--++++-+++-+------++-+-----++++---+---+---++++--++--+-+-++-+-+----+-+--++-+--++++-+-++-+-+-+-++-----+++------++-++-+--++---+-++-+++--+++-++--+-+--+---+-------+++---++-
16,20,++++--+-+------++++-+--+-+++++---+---+-++-+++-+-+-++++--+---++++-++++--+++++--+--++-+++--++-++--++------+++-+-+++---+++--+-+++--++-----++++--+-+-++--+++-++-+-+--+--+-+-+--+++-+--+-+----++--+++++-++--++++--+++++-++-+---++-++--++-+----++++++-+++++---+-++++-+--+--+--++++----+-+-+-+-+------+++++--+----+++--+----++++-------++-++++++--+++++-+--+-++-++++----+--+-+++--+++---+---+--++---+-+-+------++--++---++-+---++-+-+-+-+-+++-+-+----+-+--++-+-+-+-+---+++----+-++-++---++---+--+++-++-----++++-+++++++++++
17,-6,+-+-+-+++--+++---+-+++-+-+--++----++-+---+---+-++--+---++-+--++-+-+-+--+----++++-+-------+-++++--+-+-+--+--++-++-+---+---+-+--+--+---+-+-++-++++-+++--++-++--++-++++-++-+++--+--++-+-+-+--+++--++-++++----++-++++-+-----++--++-+---+-----+--+-++-+-+-+--++---++--+--+---++++-+----+++---+++-++--+-+-----+++---+-----+++++++++++++--+-++-++++-+++-+-+--+--++--+--+-+++-------+++--+---++---++--+--++++-+-+-+++-++-+--++-++-++----+-++--++---++-+----++++--++++-++-++---+---++----++-+++--+++++--+++---++----+++---+-+
18,26,--++--++++-+++-+-+-----+++++--+--+---++----+--+--+------++++++-+-++++-++++++---+---+++--+--++-----+++---++-++++--+-++---+-+++++-+---++-+--------++---+-+---+++-+++-+++----+--+++----++-+-+--+++--++-++--++-+++----++-+-++++--+--+-++-+++-++++--+++++--++-+++++++++-----++---+-+-------+-++++--++---+-+-+-----+--+--+++++-+--++++-++++-+-++-++++++++-+---++-+----++-++-+--++-+++-+--+---+++++++--+-++++-+-+++++-++-++--+--++-+++---++--+-+++--+--+-++++++++-+---++--+--+-++-+-+------+--++--+-+++-+-+-+-++--++--+-+-+
19,36,+-++-+--++-+---+-+++-+-++-+--+++++--+++---++-+--++--++--++-++-+-++++++++++--+--++-+++++--+-----+-+--+-+--+-++-+-+-++----+-+++-+---+---++-++-++-++-+--++--+-++-++-++-+++++-++++-+--+-++--++-+-+--+----++++++-+-+-++--++----++-++--++--+-+--++-++++++-+++---+-+-+-+-+--+-+++++++-+-++----+++-+--+-+++++-+-+---+-+-++--+-+-++++-+-++-+-+++-+-+-+++--+----+--+-+----+-+-+-+-+++-----+-+--+-+++++--+-+-+--+++--+++++----+---+-++----++-+-+--+--+-+-+-+++-------+++++--+--+++++-++--+---++-+-++--++++++++++-++-------+++-+
20,26,++++---++----++----+++--+--+++++-+-+--+--++-++++++-+++++----+--+--+--+++---+++-+++++------+++-------++--+-++-+++-++-++------+--+-+-+--++-+-++-+-+-+++--+-+-+----+-----+++-+-++++++++-++----+---++--++--+++--+-++--+-+-+++--+++-+------++-++++------+-++++++++-+--+++--++++----+++-++++-+--++++-+----++++++++-+++-+------+-+--+-+---+++-------+++++++++--+---+-+++---+-------+++-+++--++-+++--+++--+++++++-+++++++-+-+-+--+-++++--+----+--+++-+++--++-++--+-+-------+++++----++-++++--+-+++-++++++--+++++----+--+-+--
