id,final_position,steps
0,70,+++++++++++++--+++-++++-+++++++-+-+++++++++++++++++-+++-++++++++++++++++++++-++-+++++--++++-++++-++-
1,70,-+-++++++++++++-++++++-++++++++++++++++-++++++-+-+++++++++-+++++-+++-+--+++++++-+++++-+++-++++++++++
2,70,++-++++++++-++++-++-+++-+++-+++++++-+-++++-+-++-++++++++++++++++++++++++++++++++-++++--++++-++++++++
3,74,+++++++-++++++++++++-++++++++++++++++-++++-+++-+++++++++-++++++++-++++++++-++++-+++-++++++-+++-++++-
4,80,++++++++++++++++++-+++++++-++-+++--+++++-++++++++++++++++++++++++++++++++-+++-++++++++++++-+-+++++++
5,78,++++++++++-+++++-+++++-++++++++-+++++++++++++++-+++++++++++++++++++++-+++++++++-++++++-++++--++++-++
6,74,+++++++-+++-+++++++-+++++++++++++++++-++++++--++++++++-+++-+-++++++-++++++++++++++-++++++-++-+++++++
7,72,++++-+++++++++++++++++++++++++++++++++++-++-++++-+++++-++++++--++++--+++++++++++++++++-+-+++-+++--++
8,78,++++++++-+--++++++++-++++++++++++++++-+++++++++++++++++++++-++++-+++-++++++++-++++++++++++++-+-+++++
9,70,+++++++++++--+++-++++++++++++++++++++++++-+++++--+-++-++++++++++-+++++++++++-++++-+++-+--++++++-++++
10,70,+-+++++++----++++-+++++++++++--+++++++++++++++++++++++++--++++++++++-++++++++++-+-+++-+++++++++-++++
11,70,++++++-+++-++-+++++-+++++-++-+-+++-++-+++++-+-++++-++++++++++++-+-+++++++++++++-++++++++++++++++++++
12,60,-+--+-+++++-+++++++++++++++++-++++-+++++++++++-+++++++++-++++--+++-+--+++++++++--+++++++--++++-+++-+
13,76,++-++++-++++++-+-++++++++-+++++++-+++-++++++++++++++++++-++++++++++++++-+++++-+++-++++++++++-+++++++
14,66,-++-++++--+++-+++++-+--++++++++-++--++-+++++++++++++-+++++-+++++-+-+++++++++++++++++++++-+++++++++++
15,74,+++-+++-++++++-++++++-+++++++---+++++++++++++--+++++-+++-++++++-+++++++++++++++++++++-++++++++++++++
16,66,++++-++-+++---+-++++++-+++-+++++++-+--+++++++++++++-++--+++++++++++-+++++++++++-+++++-++++++++++++++
17,56,-+++++++--+-+++++-++-+-++++-++++++++++--+++++-++-++-++++++-+-+-++-+++-++-++++++-++++++++++++++++-++-
18,52,++++--+-++++++++++++-+--++++++++++++++--++-++-+-+++--++++++-++-----++-+++-+++-+++++++++-+++++++-++++
19,78,-++++++++--+++-++++++++++++++-++++++++++++++++--++++++-+++++++++++++++++++++++++++++-++++++++--+++++
20,82,++++-+++++++-++++++-+++++-++++++++++++++++++++++++++-+++++-++++++++++++++++-+++++++++++-++++++++++-+
21,56,+++++++--++-++-+++++-+++--++-++++-++++++++++++++-++++-++++++++++----+++-+++++++++++-++-+-++++++-++--
22,64,++++-++++++++--++-+--+++++++++-+++++-+++--+-++++++++++++++++-++++++++-+-++++-++-++++-+++++++++++-+++
23,70,+++-++++--+-+++++++-++-+++-+++++-+++++++-++++-++-+++++++++++++++++++++++-++++++--++++++++++++++++++-
24,74,++--++++++++++++++++-+--++++++++-++++++-++++++++++-+++++++++-+++++++++++++++++-+-+++++++++++-++-++++
25,68,++++-++++-++++++++++++++++-+++++++++++++++--++++++++++++++++-++++-+++++---+-+++++++++++++--+--+++-++
26,58,++++++-++++++++-+++++-++++-+-++++-+-+++++++++++++++-+++++-+++++--+++++-+++-+--++-++-+-++++++---+++++
27,62,+++++++-+++++-+++-++++++-+++-+++++-++++++-+++-+++++++-+++++-++++++-+++-+-+-++++++++-+-+--++++++++++-
28,80,+++++++++++++++++++++++++++++++++++++--+++++++++-+++++-++-+++++++++--++++-++++++++++++++++++-++++-++
