id,final_position,steps
0,280,++++++++++++-+++++++++++++++++++++++++++++++++-+++++++++++++++++++++++++++++++++++++++++++++++++++++++++-+++++++++++++++-+++++++++++-++++++++++++-+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-+++++++++++++++++++++++++++++++++++++++++++++++++++++-++-+++++++++++++++++-+++++++++
1,274,+-+++++-+++---+++++++++++++++++-++++++++++++++++++++++++++++++-++-+++++++++++++-++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-++-+++++++++++++++++++++++++++++++++++++++++++++-+++++++++++++++++
2,272,+++++++++++++++++++-++++++++-++++++++++++++++++++++++++++-+++++-++++++++-++++++++-++++++++++++--+++++++++++++++++++++++++++++++++++++++++++++++++++++++-+++++++++++++-++++++++++++++++++++++++++++-+++++++++++++++++++++++++++++++-++++++++++++++++++++++++++++++-+++++++++++++++++++++++++++-++++++++++++++
3,268,+++++++++++++++++++-++++++++++++++++++++-+++++++++++++-+++++++++++++++++++++++++++++++++++++++++++++++++-++++++++++++-++++++++++++++++++++++++-+++++++-++++++++++-+++++++++++++++++++++++++++++++++++-++++++++++++++--++++++++++++++++++++++++++++++-+++++++++++-++-++++++++++++++++-++++++-++++++++++++++++
4,272,-++++-+++++++++++++++-+++++++++++++++++++++++++++-+++++++++-++++++-+++++++++-+++++++-+++-++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-++++++++++++++++++++++++++++++++++++++++++++++++-+++++++++++-++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-+++++++-++++++
5,268,+++++++++++++++++++++++++++++++--+++++++++++-+++-+++++++-+++++++++++++++++++++++++++++++++++++++++++++++++++++--++-++++++++++++++++++++++++-+++++++++++++++++++++++++++++++++++++++++++++++++-++++++-+++++-++-++++++++++-++++++++++++++++++++++++++++++++++++++++++++++-+++++++++++++++++++++++++++++++-++++
6,250,+++++++++++++-++++-++++++++++++++++++++++++++++++++++++-++++++++++++++++++++++++-+-++++++++++++++++++++++++++-++++++++++++++++++++++-++++++++++++++++++++++-++-+-++-++++++++++-++++++++++-+++++-++-++++++++++++++++++++++++++++++++++++++-+-+++++++++++++++++-+-++++++++-+++++-+++++-+--+++++-++++++++++++++
7,260,+++++++++++++++++++++-++++++++++++++++-+++++++++-++++++++++++++++-++++++-++++++++++++++--++++++-+++++-+++++++-+++-+++++++++++++++++-++++++++++++++++++++++-+++++-+++++-++++++++++++++++++++++++++++++++++++++++++-++++++++++++++++++++-++++++++++++++++++++++++++++++++-+++++++++++++++-++++++++++++++-+++++
8,266,-+++++++++++++++++++++++-++++++++++++++++++++++++++++++++++++-++++++++++++-++-++++++++++++-+++++++++++++--++++++++++++++++++++++++++++++++-++++++++++-++++++++++-++++++++++++++++++++++++++++++++++++++++++++++-++++++++++++++++++++++++-++++++++++++++++-++++-++++++++++++++++++++++++++++-++++++++++-+++++
9,280,++++++++++++++-++++++++++++++++++-++++++++++++++++++++++-++++++++++++-++++++++++++++++++++++++-+++++++++++++++++-++++++++++++++++++++++++++++++++++++++++++++++-+++++++++++++++++++++++++++++++++++++++-++++++++++++++++++++++++++++++++++++++++++-++++++++++++++++++++++++++-++++++++++++++++++++++++++++++
10,272,++-++-++++++++++++++++++++++++++-++++-++++++++++++++++++++++++++++++++++-++++++++++++++++++++++-++-++++++++++++++++++++++++++++++++++-+++++++++++++++++++++++-+++++++++-++++++++++++++++-++++++++++++++++++++++++++++++++++++++++++++-++++++-++++++++++++++++++++-++++++++++++++++++++++++++++++++++++++++++
11,270,+++-++++++++++++++++++++++++++++++++++++++++++++++++-+++++++++++++++++++-++-+++++++++++++-+-++++++++++++++++++++++++++++++++++++++++++++++++-++++++++++++++++-++++++++++++++++++++++++-+++++++++++++++-+++-+++++++++++++++++++++++++++++++++++++++++++++++++-++-+++++++++++++++++++++++++++++++++--+++++++++
12,266,+++++++++++++++++++++++++++-++++++++++++-+++++++++++++++++++-++++++++-++++++++-++++++++++++++++++++++++++-++++++-+++++++++++-+++++++++++++++++++++-+++++++++++++++++++++++++++++++++--+++++++++++-+++++++++++++++++++++++++++++++++++++++++++-++++++++++++++++++++-++-++++++-+++++++++++++++++++++++++++++-+
13,270,++++++++++++++++++++++++-++++++++++++++++++++++-++++++-++++++++++++++++++++++++++++++++-+++++++++++++++++++++++++-++++++++++++++++++++-+++++++++++++-+++++++++-++++++++++++-+++++++++++++++++++-++++++++++-+-++-++++++++++++++++++++++-++++++++++++++++++++++++++++++++++++++++++++++++++++++-++++++++++++++
14,262,++++++++++++++++++++++-++++++++++++++++++-+++++-+++++++++++++++-++++++++++++-++++++++++++++++++++++++++++++++++-+++++++++++++++++++++++++++-++++++-+++++-+++++++++++-+++++++++++++++++++++++++++++++-++++-+++++++-+++++++-+++++++++++-++-+-++++++++++++++++++++++++++++-+++++++++++++++++++++-++++++++++++++
15,264,-+++++++++++++++++-+++++++++++++++++++++++++++++++++++++++++++++++++-+++++++++++++++++++++++-+++++++++++++++++++++--++++++++++++-++++++++++++++++-+++++++++++++++++++++++++++++++++-+++++++++++++++++-++++++++++++-++++++++++++++++++-++++++++++-++++++++++-+++++++++++++++++-+++++++++++++++-++++++++++++--
