id,final_position,steps
0,404,++++++++++++++++++++++++++++-++++++++++-+--+-++++-++++++++++++++++++++-++++-++-+++++++++++-++++++++++++++++++++-+++++++++++++++++++++-++++++++++-++-++++++++-++++++++++++-+++++++++++-+++-+++++-++++++++++++++++++-+++++++++++++-++++++++++-++++++++-+++++++++++-++++++-++++++++-++++++++++++++++++++++++-+++-+++++++++++-++++++++++++--+++++++++++++++-+-+++-+++++++++++++++++++++++-++++++++++-++++++++-+++++++++++++++++++++++++++-++++++++++++++-+++-+++++-++-++++++++++-++++++++++++++++-+++++++-++++-++++++-+-
1,398,++++++++++-++++++++++++--+++++++++++++-+++++-+++++++++++++++++++++--+++++++++++++-+++++-+++++++-++++++++-+++++++++++++++++-++-+++++++++++++++--++++++++++++-+++++++++++-++++-++-++++++++++++++++++++-++++++++++++-++++++++--++++++++-++++++++++++-++++++++++++++--+++++++++++++-+++++++++++-+++++++++-+++++++++++++-+-++++++++++++++++-++++++++++++-++++++++++-++++++++++-+-++-++++-++++-++++++++-+-++++++++++++++++++++++++++++-+++++-+-+++-+++++++-+-++++++++++++++++++++++-+++++++-+++-++++++++++++++++++++++++++
2,384,++++++++-++++++++++++++++++++--+++++++-++++-+++++++-++++++-+++++++++++-+-+-++++-++-+++++++++++++++--+++-+-+++++-++++++++++-++++++++++++-++++++++++-++-++++++++++++++++++++++++++-+++++--++++++-++-++++++++++-++-++-+-+++++++++++++++++++++++++++-+++++++++++-+++++++++++++-+++++++++++-+++-++++-+++++++++++++++++++++++-++++++++-+++++++--+++++++++-++-+++-+++++++++++++++++++++++-+++++++++++++++++++++-+-+++++++-++++-++++-+++-+++++++++-+++++++-++++++++++++-++++++++++++++-++++++++++++++-+++++++-+++--+++++++++
3,418,++++++++++-+++++++++++-++-+++++++++++++++++++++++-+++++++++++++++++++++++++++++++++++++-+-++++++++++-++++++-++++++++++++++++++++++++++++++--++++++++++++++-+-++++++++++++++-+++++++++++++++++++-+-+++++++++++++-+++++++-++++++++++++++-+++++++++++-+++++++++++++++-+++++++-+++++++++-++++++-+++++++++++++-++++-+++++++++-+++++++++++-++++++++++--++++++++++++++++++++++++++++++++++++++++++++++++++-+++++++-+++++++-++++++++++-+++++++++-+++++++-++++++-++++++++++++++++++-++-+++++++++++-++-++++-++++++++++++++++++
4,402,+++++++++++++++++++-+++++++++++++++++++++++++-+++++++++++++++++-++-+++++++++++++++++++++++++++-+++++++++++++++++-+++-++-+++-+-++++++++++-++++-+++++-++++++++++++++++++++++++++++++++++++++++-+-+++++++++-++++++++-+++++++++--+++-+++++++++++--+++++++++++++++++--++++++++-+-+++-+-+++++++++++++-+++++++++++++++++++++++-+++++++++-+++++++++-+++++++++-++-++++++++++++++++++++++++++++++++++++++++++-++-++++++++++++++++++-+++++++++++-+++++-++++++++++++++++--+++++++++++++++-+++++-++++--++++++-+--++++++++++++-+++
5,378,+++++++++++++++++-++++++++++++++++++++++++++++--++++++++++++--++++-++-+++++++++++++++++-++--++-++++++++++++++++++++-++++++++++++++++++-++-++++-++-+++++-++++++++++++++++-+-+++++++++++-+++++++++++++++-++++++++++++++++++++++++++++++--+--++++++++++-++++++++++++-+++-+++++-+++++++-+++++++-+++++++++++--+-+++++-++++++++++++++-+--++-++-++++++++++--++-+++-+++-+++++++++++++++++++-++++++++++-+++++++++++++++++++++++++-+-+++++++-+++-+++++++++++-++-+-+++++++-+-+++-+++++-+++++++-++-+++++++++++++++++-+++++++++++
6,400,++++++-+++++++++++++-+++++++++--++++-++++++++++++++-++++++++-+++++-+++++++++-+++++++++++--++++++++++-++++++++++++++++++++++++++-++++++-+-++++++++++++++++++++++++-+++++++++++-+++-++++++++++++++++--+++-+++++-+++++++-+-++++++++-++-+++++++++++++++++++++++++++++++-++++-+++++++-++++++++++++++-+++++++++++++++++++++--++++++++++++++++++++++++++++++++++-++++++++-++++++++-+-+++++++++++++++++++++++++++++++++++-++++++++++-++++++-+-++++-+++-++++++++++++++-++++++-++++++++++++-+++++-++++++++-+++++++++-+--++++++
7,418,+++-+++++++++++++++++++++++++-+++++++++++++++++++++-+++++++++++++++++-+-+++++++++-+++++++++++++-+++++++++++++++++++++-+++++++++++++++++++++++-+++++-+++++++++++++++++--++++-++++++++++++++++-++++++++++++++++++-+---+++++++++++--++++++++++++++++++-+-+++++++++-+-++++++++++++++++++++++-+++++-+-++++++++++++++++++++++-++++++++++++++++++-+++++-+++-+-++++++++++++++++-+++++++++++-+-++-+++-+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-++++++++++++++++++++++++++-+++++++++--+++++
8,388,+++++++++--+-++-+++++++-++++++++++++++++++++++++++-++++++++++++-+++++++++++++++++++++++++-+-+++-+++-+-++++-+++++++++++-+++++++++++++++++++++++++++++++++-+++-++++++++++-+-++-+++++-+++++++++++++++++++-++++-+++-+++++++++++++++++++++++++-+++++++--+++++++++++++++++--++-++-++-+-+++++++++-+++++++++++-++++++++++++++++++++-+++-+++++-+++++++++++++-++++-+++++++++-++++-++++++++++-+++++++++++++++++++-+++++++++++++-+++-++-+++++-+++--++++++++++++++++++-++++++++++++-+++-++++-+--+++++++++-+++++++++++++++++++++++
9,406,++++-+++++++++++++++++++++++++++++-+++++++--+++-++-++--++++++++++++++++++++-+++++++++-+++-+++++++++-++++++-+++++-++++++++++++++++++++++-+--+++++++++--+-++++++++-+++++++-++++-++-+++++++++++++++++++++++++-++++++-++-++++++++++++++++-+++++++++++++++++++++++++++++-+++++++++-++++++++++++++-+++++++++++++++++++++++++++++++++++++++++++++++++++-+++++++++++++-+-+++++++++++-++++++-+++++-++++++++++++-+++++++++++--+-++++-++++++++++++++++++++++++++-+++++-++++++++++++++-+++++++++++++++++++++++++-++++++-++++++++
