id,final_position,steps
0,74,+-++++++++++++-+--+++-++++++++++++++++++++++-+++++++++++-+++++++++++++-+--+-+++++++++++-+-++++++++++
1,76,+++++++++++++++++++++++-+++++--++++--++-++--++++++++++++-++++++++-++++++++-+++++-+++++++++++++++++++
2,72,++++++-++--++++++-+++-++++-+-++++++++-++++++++++++++++++++++++++++-+++++-++++-++++++++++--+++-++++++
3,66,+++++++-+++++++-+++-++++-+--+-++++++++-++++++++++--++++++++++-+++++++-++-+++++-+++-++++-++++-+++++++
4,74,++++++--+++-++--+--++++++--++++++++++++-+++-+++++++++++++++++++++++++++++++-++++-+++++++++++++++++++
5,84,+++-+++++++++++-+++++++++++++++++-++++++++++++++-+---+++++++++++++-+++++++++++++++++++++++++++++++++
6,86,++++-+++++++-++-+++++++++-++++++++++++++++++++-++++++++++++++++++++++++++++++-+++++++-++++++++++++++
7,74,++-++-++++++++-++++++++++++++++++-+++++++++++++++-+-++++++++++-+-++++-+-+++++++++++++--+++++++-+++++
8,76,++++++++++++-++++++++++++++++-++++++++-++++++-++++++++++++--++++-+++++-+++++++++++++-+++--+++-++++++
9,76,++++++++++++++++-+++++--++++++++++++++++++++++++++-+++++++-+--+-++++--+++++++++++-+++++++-++++++++++
10,84,++-++-+++++++++++++++++++++++++++++++-++++++++++++++++++++-++++++++++++++++-+-+++++++++++++-+++-++++
11,88,+++++++-+++++++++++++++++-++++++++++++++++++++++-+++++++++--+++++++++++++++++++++-++++++++++++++++++
12,72,++++++-+++++++++++++++++++++---+++++++++-+-++-+++++++++-+++++++++++++++++-++++++++++++++++-++++-+---
13,84,++++++++++++-+++++++++++++++++++++++++++--+++-+++++++++++-+-+++++++++-+++++++++++++++++++-++++++++++
14,82,+++++++++++++++++++++++-+-+++++++-++++++++++++++++++++++++++++-+++++++++++++++++++++-+++-+++++-+-+-+
15,76,+++++++++++++++++++++++++++-+++++++++++++-++++++++++-++++++++++++++-+--++++++++++-++++-+--++--++++++
16,86,++++++++++++++++++++++++++++++++-++++++++++++--++++++++-++++-++++-+++++++++++++++++++++++++++++++++-
17,82,+++++++++-++++++++++++-+++++++-+++++-+++++++-+++++++-++++++++++++++++++++-++++++++++++++-++++++-++++
18,76,++++++++++++++++++++++++++++++++++--++++++++-++++-++++++++-+++++-+-++++-++++++-++++++++++++++-+-+++-
19,84,+++++++++++++++++++-++++++++++++++++++++++++++++-+++-++++++++++++++++--++++++++++++-++-++++++++-++++
20,80,++++++-++++++++++++-+++++++-++++++++++++-+++++++++++++-++++-++++-++++++-++++++++++-+++-+++++++++++++
21,78,+++++-+++++++-++++--+++++++++++++++++++-++++++++++++++++++-+++++++++++++-++++++-+-+++-++++++++-+++++
22,90,+++++++++++++++++-++++++++++++++++++++++++++++++++++-++++++++++++++++++-+++-++++++-+++++++++++++++++
23,72,++++++++-++++++-++-++++++++++-++++++++-+--+-+-++++-+++++++++++-++++++-+++-+-++++++++++++++++++++++++
24,88,+++++++++++-+++++-++++-+++++++++++++++++++++++++++++++++++++++++++++++++++-++++++++++++++++++-+-++++
25,86,++++++++++++++++++-+-+++++++++++++++-++++++++++++++++-+-+++++++++++++++++++++++--+++++++++++++++++++
26,78,+++-++++++++++++++++++--++++++++-+++++-++++++++++++--+++++++-+++++++-+++-++-++++++++++++++++++++++++
27,78,+++++--+++++++++++-++++++++-+++++++++-+++++++++++++--+++-++++++++++++-+++++++++++-+-++++++++++++++++
28,84,+++++++++++++++-++++++++++-+++++++++++++-+-++++++-++++-++++-+++++++++++++++++++++++++++++++++++++++-
29,74,++-++++++++++++++++++--+++++++++++++++++-++++++++--++--++++++++++++++++-+++++++++++++-+-+++++-++-+++
30,78,++++++++++-++++++++++++++-++++++++++++++++++++++-++--+++++++++-++++++--++++++++++++-++++++-+-+++++++
31,74,+++++++-+++++-++++-++-+++-+++++++++++++-+-++++++++++-+++-++++-++++++++++++++++-+++-+++++++++-+++++++
32,88,++++++++-++++++++++++-++++++++++++++++-+++++++++++++++++++++++++++++-++++++++-++++++++++++++++-+++++
33,74,+++-++++++++++-++++++++++++++++-++++++++++++++++-+--+++++++--+-+++-++++++++-++-++++++++++++-++++++++
34,92,++++++++-+++++++++++++++++++-++++++++++++++++++++++++++++++++++++++++++-+-++++++++++++++++++++++++++
35,76,+++-++--+-+++++++-+++++-+++++++--++++-+++++++-++++++++++++++++++++-+++-+++++++++++++++++++++++++++++
36,84,+++++++++++++++-+++++++++++++-++++++++++++++++++++-++-+++-++++++++-+++++++-++++++++++++++++++-++++++
37,76,+++--+++++--+++++++++++++++++++++-+-++++-++++++++++++++++-++++++++++--++++++-+++++++++++++++++++-+++
38,74,++--++-+++++++++++-+-+++-++++++++++++-+++++++++++--++++++++++++++++++++-+++++++++++++++-++++-++-++++
39,90,+++++++++++++++-++++++++++++++++++++++++++++++++++++-+++++++++++++++++++++-++++-+++++++++++++++++++-
40,74,++-+++++-+++--++-++++++++-++++++++++++-++-+-+++++++++++++++++++++++++-+-++++++++-+++++++-+++++++++++
41,84,++++++++++++++++++++++++-++-++++++++-+++++++++++++++++++++-+++-++++-+++++++++++++++-+++++++++++-++++
42,88,++++++++++++++-++++++++++++++++++++++++++++++-++++++--+++++++++++++++++++++++++++++++++++++++-+-++++
43,78,-+++++-+-+-++--++++++++++++-+-+++++++++-++++++++++++-++++++++++++++++++++++++++++++++++++-++++++++++
44,68,++++++-+++-+-+++++++-+-++--++++++++++++++++-+--++++--+++++-++++++++++++++++++++-++++++-+++++++++-+++
45,76,++++++++-+--+++++++++++-++++++++++++-++++++++++++-+-+++++-+++++-+++++++++++++++-++++++++++++++-++++-
46,82,+++++++++++++++-++++++++++-++++++++++++++++++++++++++++++-++++++++-++++++++++-+++++-+++-+++++++++--+
47,70,+++++++++++++--++++-++++-+++++++++++++++-+-++++-+++++++++++++++++++-+++-++++-++++++-+++-+++++-+-++-+
48,70,-+++-++++++++++-+++-++-+-+-++++-+++++++++++++-+++++++-++++++++++++++++++++++--++++++++-+++++++++--++
49,82,-++++++++++++++++++++++++++++++++-++++-++++++++++-+++++++++++++++-++++++++++++++++++++++++++++---++-
50,66,++++++-++-+--+++-+++++-+++++++++++++++++-+++++++++-+++++++-++++-+-+++++++++++-+++-+-++-+++++-+++-+++
51,78,++-++++++++-++++++++-++-++++-+++++++++++-++++++++++++++++++++++-++++-++++-+++++++++-++++++++++-+++++
52,78,++-++++++++++-++++++++++++++++++--+-+++++++++++++++-+++++++--++++++++++++++++++++++-+++++-++-+++++++
53,82,++++-++++++++++++++++++++++++++++++++++++++-++++-++++++++++++++-+++++-++++++++++++-+++-++++-+++++++-
54,66,+-++++++++++++++++-+-++++-+-+---+++++++++++++++++++-+++++-+++-+++++-+-++++++-++-+++++++++-+++-++++++
55,82,+++++++++++++++++++++++++++++++++-+++++++++-++++++-++++++++++++++++--++++++++-++++-++++++++++-++-+++
56,86,++--++++++++++++++++++++++++++++++++-+++++++-+++++-++++++++++-++++++++++++++++++++-+++++++++++++++++
57,82,+++++++++--+++++++++-+-+-+++++++++++++++++++++++++++-++++++++++++-+++++++--+++++++++++++++++++++++++
58,92,++++++++++++++++-+++++++++-+++++++++++++++++++++++++-+++++++++++++++++++++++++++++++++++++++++-+++++
59,82,+++++++-+++-++++++++-++++++++-+-+++-+++++++++++++++++++++++++++++++++++++++++-+-++++++++++++++++-+++
60,76,++++++++++++++-+-+++++++++++++++++++++-+++++-+++++++-++++++-++++++++++++++-++-++++++++-++++++-++++--
61,88,++++++++++++++++++-++-+++++++++++++++-+++-+++++++++++++++++-+++++++++++++++++++++++++++++++++++++-++
62,82,+++++++-++-++++++-++++++++++++++++++++++---+++++++++++++++++++++++++-++++++++++++++++++-+++++++++-++
63,78,+++++++++++++--++-++++-++++-++--+++++-+++-++++++++++++++++++++++++-++++++++++-++++++++++++++++++++++
64,84,++-+--+++++-+++++++++++++++++++++++++++++++++++++++++++++++++++++++-++-++++-+++++++++++++++++++++-++
65,78,++++++++++++++++++++++++++-+++++++-+++++++++++++-++++-++++++++++++++++++--++-+++++-++++++++++++-++--
66,74,++++-+++++++-++++++-++-+++++-+++-+++-+++-++++++-++++++++++++++-++-++++++++++++-++++++++-++++++++++++
67,84,-++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++--+++++++++-+-++++-+--+++++++++++
68,70,+++++-++-++++++++++++++++++-++++++-++++++-+-++++++++++++++++-+-+++++++++-+++++-+++--++-++-++++++-+++
69,82,+++--++++++-+++++++++++++++-++++++-+++++-++++++++++-++++++++++++++++++++-++++++++++++++++++++++-++++
70,80,+++++++++-++++++++-++++++++++++++++++++++++++++++++-+++++++++++-+++++-+-+++-++++++++-++++++++--+++++
71,72,++-+++++++-+++++++-+++++++++++-++++++-+++-++++++++++++++++--++++++++++++++-++++++-+++++--++-++++-+++
72,74,+-++++++-++++++++++++++++++++-+--++++++++++++++++++++-++-++++++++++++++++++++++--++++++++-+++-++-++-
73,84,+-+++++++++++++++++++++++++-++-++++++++++++++++++++++++++++++-+++++-+++++++++++++++-+-++++++++++++-+
74,90,+++++++++++++++++++++++++++++++++++++++++++++++++-+-++++++++++++++++++++++++-++++++++++++-++-+++++++
75,84,+-+++++++-+++++++++++++++++++++++++++++++++++++++--++++++++++-+++++++++++++++++++++++++++-++++++++--
76,80,+++++++++++-+++++++++-++-+-++-++++-++++-+++-+++++-+++++++++++++++++++++-++++++++++++++++++++++++++++
77,66,++-+++++++++-+++++++-+++++-+++++-+++-+++++++++-++-+++++++++++++++--+++++++++-++--++++++-+-+-+-++++++
78,78,+++++++-+-+-++++++++++-++++++++++++++-+++++-++++++++++++++++-+-+-++++++++++++++++++-+++++++++++++++-
79,68,++++++++++++++++-+++++-+++++++++-++++-+++++++-++-++-+-+-++-+-++++-++++++++++++++++-+-++++++--+++++++
80,82,+++++++-+++++++++-++++++++++++++++-++++++++++++++++++++++++++-+++++++++++++-+++++-++-++++++++++-+-++
81,72,+++++++++++++++++++-++-+++++++++++++-+++++++-+-+++++++++++-+++++++++---++++-++++++++++--+++++-+++-++
82,80,+++++++-+++++++++++++++++++++-++++++-+-++++++++++++++++++++++-++++++++-+++-+++++++++-+-+++++++-+++++
83,82,++-+++++-+++++++++++-++++++++++++++++++++++++++++++++++-++++-+++++++++++++++++++++++++++++-++++-++--
84,84,++++++++++++++++-++++++++++++++++++++++++++++-++++++++++++++-++-++++-+++++++-+++++++++++++-++-++++++
85,80,+++-+++++++++++++++++-++++++++--++++++++++++-++-++-++++++++++++--+++++++++++++++++++++++++++++-+++++
