id,final_position,steps
0,56,-+++++++++++++++++-+-++++++-+++++++++++++-+++++++++-++-++-++++++-+++-++--+-+--+++++-+-+-+--++-++-+++
1,54,++++-+--++-++-+++--++++-+++++++-++-++++++++++-++---+++++++++++++-+++-+-++-++++++++-+-+++-+++-++++-++
2,62,++++--+++++-+++++++++++-+++-+--+-+-++++++++-+-+++++-++++++-+++--++-++++++++++++-++++++-+++++-+++++++
3,76,+++++++++++-++++++++-+++++++++-+++-++++++-++++++-++++-++++-+++++++++++++++--++++++++++++-++++++-++++
4,42,-+--++-++-+++++++-++--+-++++-+++--++++++++++++++++---+-++-++++++++-++-+--+++-+-+++++++---++++--++++-
5,56,-++++-++-+++++-++++++++++-+++++++-+-+++-++++-+++++-+-++++++++++++-+-+-++++-++-+++--+++++-+-++++++-+-
6,54,+++++++++-+++++++++-++++++++-++++-+-+-+-++---++++++-++++++--+-++--+++-++--+-++++++++++++-+++-+++++-+
7,60,+-+-+++-++++--+++++-+++++-+--+++++++-+++-+++++++++++++++++-+++-+++-++++++++-+-+++++-+--+++++-+++++++
8,54,++++++++-+++++++++++++-+++-++++-++++++++-++-++-+-++-++-++++++---++++++-++++--++---+-+-+--+++++++++++
9,62,++-+++++++-+++++++++++-++-+-+-+++-++++--+++-++++--++++-+-+++++++-++++++++++++++++-++++++-++++-+++++-
10,52,+++-++++++++++++++++++++++-++-+---+++++++++------+-+++-+++-+-+++-+++--+-+-+++++++--++++++++++-++++++
11,62,+++++++++++-++++-+++-+++++++++++++-+++-++++-++-+-+++-++++++++--++-++++-++++++++++-+-++--++-+++-+++++
12,58,-+++++++-++-+++++-+++++-++++++--++++-+++++++++--++++--+-+++++-++++-++-++--++++++++++++++++-+-+++-+++
13,52,+++++-++++++++++++-+--++-+++-+-++-++-+-++-+-+++-+-++++++-+-++-++++-+-++++++++-++++++++-+++--+-++++++
14,56,++++-++-++-++--+++-++++++++++++++++++++-++++--+++-+-+-+++-+++++++--++++-++-+-++++++-+-+++++++-+-++++
15,64,+++-+++++++---++++-++++++++++++++++++++++++++++++++-+++++-++---++++++++-++++-+++++-+-++++-+++--+-+++
16,80,+++++-++++++++++++++++++++++++-+-++++-+++++++-++++++++++++-+++++++++++++++-++++-++++++-++++++++-++++
17,66,++-+-+++++++++-+++++++++++++++-++++-+++--+++++++-++-+++++++-+-++++++++--++++++++-++++++-+++-+-++++++
18,70,+++++-++++++++++++++++++++-+--+++++-+++++++-++++++-+++++++++++--+-+-+++++-++++-++++++++++++++-+++-++
19,62,+++-++-++-+++-++++++++-++-+-++---++++++++-++++-++++++-+++++++++++-++++++++++++--++++++++++-+++++--++
20,70,++++++-++++++++++-+-++++++--+++-++++-++-+++-+++-+++++++++++++--+-+++++++++++-+++++++++-+++++++++++++
21,62,-+++++++-++++--+++++-+++++-+++----++++++++++++++++++++++++--+++--+++++++++++-++-+++-+++--+++++++++++
22,60,++++++++++++-++++-+++++-++++-++++++++-+++---+++-+++++-+-++-+-++-+-+++++++++-+++++-++-++++++++++++--+
23,60,++++-++-++++++++-+++++++++++++++-++++-++-+-++++-++-+-+++++-++++++++++-+-+++++-+++++-++--++-++--+++++
24,68,++++++++-+++++-+++++++-+++++++++++++-+++++++++++++++++++-+-++++++-+++++----+-++++++++-+-++-++++-++++
25,64,++++++-+++++++++-+++++-++-+-+++-+-++++++++++++-++++-+++++-+++++++-+++-+++++--++-+-+++++++++++++++-+-
26,58,+++++++-+-++++--+-+++++-+-++--++++++++-+++-+-+++++++++-+-++-+++++++++++++++++-+----++++++++++++++-++
27,66,++-++++++++++++++++-+++++++++++-+-+++++++-+++++++++---+++++--++++-+-++++++++++-+++++-++++-+++--+++++
28,56,-+++++++--++-+++-++-++++----+-+++--+++--++++++++++-+++++++++++++++--++++++++-++++++++++++--++++-++++
29,54,++++++++++++-+++--+--+++--+-++-+-++++-+++++-+++++++++++-+++----+++++-+++++-++++-++++-++++++-+++++++-
30,54,-++++++++++++-+-++++-+++-++++-+++++-++--+-+-++++++-+-++++-+++-++++++--++-+++++-+++-+++-++++++++-+-++
31,72,++-+++-+--++++++-+++-++++++++-+++--+++-+++++++++++++++++++-++++-++++-+++++++++++-+++++++++++++++++++
32,68,++-++-++++++++++++-+++++-++++++++-+++++++-++++++++++-++++++++-++++-++-+++-+--+++++++++-++++-+++-++++
33,60,+++-+++++-+--+-+++++-++-++++++++++--+++-+++++-++++-+++++--++++++++-+++-++-+++++++++++-+++-+++++-++++
34,50,+-++++++++++++--+-+++-++-++--+--++-++-+-++-+++++++---+++++++++++++++++-++-+++++-+-++++-++-+++++-++-+
35,64,+++++-+++++++++++-++++-+++++++-+++++++-+++++++++++++++--+++-+++-+---++-+++++-+++++++-+--++++++++-+++
36,64,++++++++-++++++++++++-+-+++++--+++++-+--++++++++--+++++-++++--++-++++--+++++-++++++++-++++++++++++++
37,56,++-++++-+++++++++++-++++++++-+++++++++--++-+++-++++-+-++++++--++-++++-+++++---++-+-+-+++-++++++++-++
38,58,++++-+++++-++++-+++++--+++++++-++++++++-++++++-++-++--+++++++++-+-++-+--++-+-++++-+++++++++-+-++++++
39,50,+++++++-++++-+-+-+-+++-++-++-+-++-++-++--++++++++++++-+++-+-++++-+++++++++-++-+++++++-+++++-+-++--+-
40,62,++-++++-++-+-+++++-+--+-+++++++++++++++++-++++++++-+++++++++++-++-+-++++++++-++--+++-+++++++++++--++
41,50,+-+++++++++--+-+-+-+++++++-++--+-+-+++-+++++--+-+++++++-++++++---++++++++++--+++-+++-+++++++-++-++++
42,78,+-++++++-+++++++++++++-+++++++++++++-+++++--++++++++++-++-+++++++-++-++++++-++++++++++++++++++++++++
43,50,++++-++++++++-+-----++-++-++++++-+++++-++-++++-++++++++-+-+++++++++++++---+++--+++++-++++-++-+-++++-
44,74,+++++++++++++-+++++-+++-+++++++++++++++--++-++++++++++-+++++++++-++++++++-++++++--++++-++++++++++-++
45,48,+++-++--++-+++++++++++++-++--+-+++-+++++++++--++++++-+++++++++++++-++++-++++--++--+-+++--+-+-+++-+--
46,66,++-+++-+--++-+++-++++++++-+++++++++++++++++++-++++++-+-+++++++++-+++--+++++-++++++++++-+++++-+++++-+
47,60,++++++++++++++++++++-+-++-+++++-+++-+++-+-+++++-+--+-++++++-+++++++--++++++++-+-++++-+++++++-+++++--
48,66,++++-++++-++++++++++-+++-+++++++--+++++++++++++-++++++-+++-+-+--++++++++++-+++++-++++-+++++-++++++-+
49,66,++++++++++++++++++-++-++++++++++-+++++---+++++-+++++++++++++++++-+++++++--+-+-++++-+++--++++++-++-++
50,66,++-++++-+++++++-++++-++++++-+++-+-++++++-+-++-+++++++++++++++-++-++++++++++++++-++++++-+++-+++++--++
51,62,++++++++++--++-++++++++++-+-++-+++-+++-++-++++-+-++++++++++++--+-++++-++-++++-+++++-+++-++++++++++++
52,56,++-++++++++-+++++--+++++-++-+--+++++--+++++-++++-++-+++-++++--++++++--++++++++-++++--++++++++++-++++
53,62,++++-+--++++++++++++-+++++++++++-++++++++++++-++++++++++---+++-+++-+++-+++--+++-++++-+-+-++-++++++++
54,66,++++++++++++++++++++-+-++++++---+++++++++++++++-++++-+++++++++++-+--+++-+++++++++++--++++++++----+++
55,54,--++++-+-+++++++++-++-++++++-+++++++-++++++++++-++++++-+--++++++++-++-+-+----++--+++++++++++-+++-+++
56,48,---++--++++++-++-+++++++++++-+++++++++-+-+-+++++-++-+++-++-++++-++++++-+++--++++++++-+++-+--+-++-+-+
57,60,+---++-++++++++++++++++++++++--++-++++--++++++-+-++++++-+-++++++++++++++-++++++-+++++-++-+-+-++-++++
58,58,++--++-+-+++++---+++++++++++-+++++-+-++-++++--++++++-++++++++--++++++++++-+++-+-++++++++-++++++-++++
59,68,+++++-++++++++-++-++++++-+++++++++++-++-+++++++++++++++-++-++-++++++++++-++++++--+++-++-++++++++--++
60,54,++++-++++-+++++++-+++++-++++--+-++++--+--+-++--++++++--+-+++++-+++-+-+++++++++++-++++-+++++++++-++++
61,52,+++++++-++-++-+++++-+++++++++--+-++---+-++++++--++++++-+-+---++++++-+++++++++-+-+--++++++++++-++++++
62,44,+++-++-+++++--++++-++++-++++-++-+--+++++++++++++++-++-+-+++-++-++++-++++-+++--++----+++-+-+-+-+++++-
63,62,+++-++++--+-++-++++++++-+++-+++++++++++++-+++-++--+++++++++++++-++++-+++---++++++-+-++++++-+++++++++
64,70,++++++-+-+++++++++++-+++++++-+++-+++--+++++++++++++--++++-+++++++-+++++-+-++-+++++++++++++-+++++++++
65,66,--+++-+++++++-+++-+-+++++-++++++-++++++++++-+++++++++---+++++-++++-+-+++++++++++++++-+++++++-+++++++
66,52,+++---+++-+++-++-++--+++-++-+-+++-++-++++++++++-+++-+-+++-+++++++++++-+++++-++-+-+++++-++-+++++++-++
67,70,++++++++++++-+++++++++++++-+++-++++++-+++++++-++++++++-++++++++++++++++++++-++++-+-++++--+--++++--++
68,72,++++--+-+++++-++++++-+++++++++++++++++--+++++++--+++++-++++++++++++++++++++++++-++-++++-+++++++++-++
69,46,+++-+++++-+-+-+++-++++++-+++-+---+++++-+-+-++-++-+--+++--++++++-+++++++++++++++-+-+-++--+++-+++-++++
70,68,++++++-++++-++++++++++-++++-+++++-++++++++++-+++-++++++-+-+++-++++++--++++++++--+++-+++++++++++-++++
71,60,++-+++++++-+-+++++++++++++-+++++-+-++++++-++++++-+-+++++++++-+++-++---+-+-+++++++-+++++++++---++++++
