id,final_position,steps
0,2,--+++++-++++-+-+-++-++++-++++--+-+-+++--++++-++-+--++-+----+--++-+--+-+++-+--+++++-++--+++--++--+--+++--++-+-+--+-++--+---+++-++-++++-+-+---+-+---+----+------++-+-+--+-------++------+++-+-+-++-++-+---
1,0,+++++--++--++---++-+----+--+-++++++-+-++++-+---+--++---+-------+++----+-++--+--++-++-++---++-+--++++-+-+-++-----+++++-+-+++-+++++---++--++++---+-+---++-----+--++-++----------++-+++-+-----++++-+++++-++
2,14,++-++-+-+++--+--+--+--++-+-+-++++-+++-++-+-+--+----++--++--+++-+-+-+++++++-++++-+--++--+++-+-+--++--++---++--+--++++-++-+-+++++----++----+-----+++-+++-+--+-++---++----+-+-+--+--+++--+-+++++-+++++-----
3,6,+++-+-++++-+++-++-+++-+-+-+--+--+-------++--+--+-++--+++---++-+++----++-+++++++++-+-------++----++--++-+--+--++++-+---++++++----+++---+-+++++--+-+-++-+++++-++----+-+++-+-+--+----+---+--++--+++-++--+--
4,-12,-+--+---+-+++++++--+-++-++-+-++------------+-+-+---+-++--+++++-++---++-+--++-+--++-+---+-+---+---+-+----++--++-++-+++++++---++++--+----+-+-+--++-+-+++--+++++-+--+-+--+--+++---+--++-------++-+++--+-+--
5,-12,+-+---++++++----+--+--+++-----+-+-+--+-+--++----+-++-+++-----++----+++-+++--+---+-+++--+--+---+-++++--++++++----+-++-++-++++-+++-+-----++--++-++-+----++--+----+--+--+-+-++---+++-+--+-----++--+-+-++-++
6,10,--+++-++-+---+++++-+++--++-+-++-+-++-+-+--+--+-+-+++++++-----+---+-++-----+---++++-+-++++---+++-++-+-+-----++-++++++-+-+++++++--+++-+-----+++++--+-++++---+--+-+-+++-+++-----+--+--+--------++-+++-+--++
7,6,+-++++--+--+-+++-+++---++++--+++-+-+----++---+++++--++---++-++----+++--++---+-++--+-++-++--+++-+++-+-----+--++--+-----++--++-+-++-+-+--+--+-++-++++++++-+---++++--+---+---------++-+++-+-+-+-++++++--+-+
8,12,-+-++++---+-+--+--++++-++++-+++-+-++-+-+---+---+++-++--++-+---++++++++-+-+--+--+-+++++++-++++-++++-+------++---+++-+++---+-----+++---+--+---+++-+++-+-+-+-+----+----++++-++++++--+-----+---++-++-++-+-+-
9,16,--++-+-++++-++++-+--+--++---+-++---++-+---++----+-+++-++--+---+-+++++-+--+-++++-+----+-+--+-+-+--+--++-++---++--+-+----+++-+--+-+++++++-+-++-++---+---+--+-++-+-+-++-++--++-++--+-+++++-+-+++++-+-++++++
10,6,-----+---+-+--+++-+++-++-+-+-++++-+-++-++++--++++------+++-+-++++-+-+++-+++--+++-++---+-+--+-+-+-+--+-++--++---+++++++-++-+-+-+-+++-+----+++-+--++--+--++++---+-+-+-++----+----+-++-+++-+--++--+----+---
11,-2,+++-----+-++++-+---++-++-+++-+-++++++---++--+----+-+-+++--++-+--++--++----+---+---++++-+-+++--++-+-+-++++-+-+-++++++-+---++--+-++++--+++-+---------++--++-+---+---+++-+-+-+-----+++-+-+----++-+---+---++
12,2,---++--++++--+------+-----+-++-++++++-++-+-++++--+----+---+-++------++---+-----+++--+-+++-+--+++-+-++++--+++--++-+++----+-+-+++++-++-+-+--+++++-+-----++-+-+++----+++++---+++----+++--++--+-+++--++++--+
13,-14,++++-+----+---+---+-++--++--+++++-+---+---+-----+-+--++++-+--++--+-++-+-++++++-+-++++++++--++++-++-----------++----+++-+---++++---+------+++---+---+--+++--+--+---++--+---+--++-++---+--++-+-++++----++-
14,10,---+--+-++++--+-++---+--+++--++--+++++--++-++-+++-++-----++-++-+-+-+-+---+-++++++++--+---+--+--++-++-++-+-+--+-+++--++--+-++--+--+++++--+-+++--++++--+--+---+-++-+-++++++++---+----+-+-----+-++-++--+-++
15,12,+++----+-+-+-+----++-+++--+-+-+--+-++---+--+-+--+-+++++-+---+++++-++++-++-++++-+-+-++-+++--+----+++++++----++++--+--++--+-++---++-------++---+-+++++-++-------+-++-+--+-++-++++-++++-+-++++++---+---+-++
16,-8,++++++--+-----+--++++---+++-+-+++++++--++-+-++++--++--+++--++++++------+-+++--+-+-+--+-+--+-+--+---++--+-----+---++-+-++---------+++-+-+++--++--++++----+--++++++--+-++--+++---++-+----+----+---++--+---
17,16,--+++--+-++---+++++--+------+-----++++--+-+-++-+++++-+----+-+-++-+++-+++++-++++++--+----++-+-+++-++++---+++-++----+-+--+-++-----+-++++-+++-+++++-+++--+++-++--+---+++--+++++-+-+--++-+---++--+-++--+---+
18,-8,+-+-++--+++++--+++---+-+--+-+--++---+++---+---+-++---+-+-+++-++++---+++-+-+-++++-+--+-+--+-+-----++---+++-++++-++-++---++++----++++--++--++--+++-+-+--+-+-+----+-----+---++---+-------+----+++++-++++---
19,6,-+-++-+----+++--+--+-+--++----+-+-++++++----+++--+-+--+-+++--+---++--++---+-+--------++---+-++-+-++-+-+---++-+-+-+------+++-+--+++--+--+++-++--+--+--++--++++++-++++++++++--+---+++++--+--+++-+++-++++++
20,0,+---+--++++++++--++++---+--+++-+---+-+--++-++-+-+-++-+-++-++------+++-+-++++++--+++----++--+++-----++++-+-++--++--++-+-+++--+++++-+-+++--+----++-+-+-------+++----+-++--+---+++--------+--++-+-++-+--+-+
21,-2,++---++--+-+--+++-++++---+++--+-+++-----+---++--+-+++--+--+++---+-+++--+--+++------+-+-+-++++++-+------+++-+++-+----+++----+-+-+-+--+++++--+-+++---++++--++--+-++++--++++-++++++-------+--+-+-------+-++
22,8,+++++-+++--+-+-++---+--++-+++-++--+-+-+-++--+---+--+-++-+-----+-+-++-+--++---++-++++----+-+-+++-+-+-+-+--+--++-+++-++++-+++++++------+++-+-++--++--++-----+-++-++-+++---++--+-+-+-+--++--++-+--+--++--++
23,-32,-+-+--+---+---+--+--+-+----+-++----+-------+-++-+-+--+++--++++--+----++-+-++++-++--------+---+-++-+------+-+-++--+--+-+----++--+++-++----++----+--+-++---+++-+-++++++-----+---+----+++-+-----+++-++++++-
24,26,--+++++-+--++++---++-++++---++++++-+-+-+-+--+--++-+++++-+-+++-+--+--+-++++++++-+--+----++-++-++++++++-++--+++++-+++----+-+--+++-+++++-++--+++-+--+-----++-+-+---+--+++++--+-+--++--++--+---+--++----+++-
25,2,-+++--+++++++--+++---+-++------+-+----++-+---+++++++--+----+-+-++-++-+-+-+---+++++-++--++--+++-++-+++-+++-+--+-+++-++++-+-+++-------+-+-+----+--++-+-+++++-+++-+--+------++---+-+--++++---++---+----++--
26,-18,+++-++-+-+--+++--+-+-+-+-+++++----+-+-++-+-+---+-+-+--++-+---------+-++-+++++++---+-++-+++++--+--+----++-+++-+-+++-++------++-+-+-+-+--++----------+++--++-++--+-+----+---+--+---------+---++++---+-+-++
27,18,----++++--+-----+-++-+-+---+-++++++-++-++-+++-++----+++---+-++-+-+--++-+-+-+--+-+-++-+-+-+++-+-++++++++-++-+--++++---++++--++++---+-+---++-+----+--++--+++-+-++-+--+--+-++-+-+-+--+-+++-+++-+-++-+++++--
28,2,++++++-++-+-+++++++-+--+++---+-+--++-+++++++--+--+--++--+-+--+-++----+--+++-----++-++--+-++-+++-+-+++---+--++-++------+++---------++++--+-+++++---+---++----+--+---+++++-+-+-+--+--++-+----+++-+-+++-+--
29,12,-++++-+-+-+--+--+---+-+-+-+--++---++-+-+----++--++++-----+++++++-+-+--++-+-++--+++--++++----+---+---+-++++--+++++-++-+++---++-+-+++-+---++-+++--+++++--++-++-++++-+--+++-++--++--++++-+---+++------++---
30,-12,+-++-+---------+++-+-++----+++++++-++-+-+-+-++--+++--+++---+--+-+++-+++---------++--++-+----+++++---++-++--++++----+----+++---++-+--+++--+---++++++--++---+--+-+---+--++-+-++-+-----+--++--++++---+--+--
31,4,++++-+-+-+---++--+--++--+-++++-+-++--+-++++++-+-+--++--+-+++++-----+-+--++-+-++-+---++-+-+---+-+-+++-+-+++++++----++--+--+--++-++-+-+-+---+-++-+-----+---++----+--+-+++-+----+-+++-+-+++--+++--+++---+-+
32,12,+---+-+--+-++--++-++--++-+-++---+++++++--++-++--+---+-+++-+-++-+-+++----+--+-++++-++---++++----+++-++--++++--+++--+--+++--++-+--+--+++--++++-+--+-++--+--+-+-++++-+++----++-++-++++--+----++----+----+++
33,-20,--+-+++---+---+++--+-----++++-++-++-++--++++-+-+--+---+-+-+---+++----+++--++-+-++---+-++--++-++--++----+---+-+-++-+---+++--+-+---+++----+---+-+-+-----++--+-+--+-++-------+----+-+++++++-+---+-++-+-+--+
34,2,-------+++-++----+++++++++-++-+-----+----+---+---+-+--+-++-+++++-+--++--++++-+++--------+-+--+--+--++++++-+-++++-+--++---+-++---+-----+++--+-++-+-+--+++++++-+--++-+++++++-+----+----+--+++--++-++-++-++
35,6,+-+--+++++++-+-+-++-++--+++++-++--+----++-++-++----+++--+-+---+-+++----+---++++--+-+++-+---++-+----+-+-+-++++++---++-+--+-+++---+++---+----+++----+---++++--+-+---+-+-+----++-++++++-+-+--+-+++---+++++-
36,-4,+----+-++-++-+--+-+-++-+--++---+-++----+++-+---+-++++-++---++--+--+----+-+-++--+++-+-+++-+-++---++-++++---++-++++--+---+++++-+-++-++--+++--+---+++-+--+---+-+--+-+++++-----+----+-++----+--++--+++-+---+
37,24,--+++---++++--+-+--+--+--+-+-----+++-++-+-++-+-+++-+++--+++--+---+--+--++-+---+++--++-+++++++-+--+++--+++++-+-+-+++---+--++-+----+++++-+++++++-++++-------+--++++-+-++++-++---++-+++-+-+-++++-++----++++
