id,final_position,steps
0,6,---++-+-++-------+-+++-++-++-+-+-+++-+++-----+-++-+--++---+--+-+++-++---+++--+++-+--++-++-++-+++-+++
1,10,+-++-++----++--+++-+--++++--+----++---+--++--+++++-++-++-+++++--+-++-++---++--+-+-++++-+--++-++-+--+
2,6,+--++--+++-+---+++---+-++-++-+++++-+---++---++++-+-++--++--+++++-+-++----+-+---++-+---+--+++--+-+-++
3,0,--+-+----+-+--++++--+++--+---+++---+-+++-++--+++--++--++++-+---++-++--+-+---+-++-+-+++-----+++-++-+-
4,-16,+------+++----++-+--+--++----+--++++---+-+---+++-----+---+--++--+++--++-++-++---+------+++-+--++++--
5,-4,--+----+++-+--+--+++--+-+++--+-+-+-+++-+-++--+++----------+-+-+--+-+++++------++-+++-++++++-++--+---
6,-6,+--+---++-----+++-++-++-++++-++-----+---+++++-----++++-----+--++++-+---++-++++--++-+-----+---+-+--++
7,30,-+---+---+++++++---+-+---++-+++-++-++++--++++++-++-++--++++++-+-+++++++++-++-+----+--+++++-+-+++++++
8,-16,++-+-----+--++-+---+---+----+--++----+-++-+-+--++++---+++++-------+-+-+--+-+-+--+-++---+--+--++--+++
9,-4,+--++-++-+-+++-+--++--++--+++--+++----+--+-+-----+++----+---+++-+---+-++---+++++--++-+-+-+--++----++
10,-22,----+-----+-----+-++--+----+-+++---+-+-+-----+--+--+--+-++++-+-+++--+++-+-+----+--+--+---+-+--+--+++
11,-20,--+-----+-+--+----+-+-+-++--++-+++-+-++--+---+---------+-++--+----+---++-++-----+-+++-++++-++--+--+-
12,10,+-+++-+++++-++--++---++-++-++-++----+--+++++-++--+-------++++++--++--++--+-+-+--+-+++-+++---+++-+-+-
13,6,+-+-++++-+--+++-++-+++-+-+-+++-----++++--+---++--+--++++-++-+-----+-++-++++---++++--+-+-++----+-+--+
14,-4,-+++-+++-+--+---++++--+++---+-++----++-+---+-+----++++++++++-+--+++-----+++------++--+-+-+--+---+--+
15,-6,+--++-+--+-++-++++---+-----+++++----++---+++--++--+--+-+----++-+++-+-----++-+--+++++----++-++----+-+
16,14,+++-+++-++-++-+-++-+++++-++++-++++-+++---++---+---+-++++++----++--++-+-+-+-++--------++++-----++-+++
17,-6,---+----+--+----+++-+-+-+---+--++--+-+-++-++++-+-++---++-+++--++--+----+-+--+++--++++--++-+-++-+---+
18,6,++++++++-+---++++++---+--+++++--+-+-++--++-+-+-++-++----++--+----+++-+++-----+--+----+--++--++++-++-
19,-8,++--+-+-+-+--------++-+--++++-------++++-+++----+--+---++--+-+-+--+-++-++--+--+-+-+++--+-+-++-+++--+
20,12,-++++-+---++-+-+-++++-------++-+-++++--++--++++-++++++-----+-+--++-+++--++-++++++-++-+++-+--+----++-
21,-12,--+-+-+--+-+--+-+--++-----+-++-+++--++-+-+-+++-+++++---+--++++---+---++++-+-+------+-+-+-+--------+-
22,-6,+---++----++-+++--++-++++-++-+-+-----+------+-+--+---+-++-+-+++-+-+--++-++---+-++-+++-+------+-+++-+
23,10,+-+-+++-+++--+++++---++-+-+-+++---+-+-+++++--+-+-+-++---++--++--++++++--++-++---++--+--+--+++---+--+
24,-4,+--+-----++--+-+----+-+++-+----++--+--++-+---+++-++-+--+--++++++-++-+-++--++-+-++-++--+---+-+---+-++
25,-2,--------+++++--+-++-+--++-+++-++-+---++-+-++-+++++---+---+--+-+---+-+++++++++++---+-------++----++-+
26,8,+-+---++-++--+-+-+--+++--++------+++---+-++--++-+++--++-++-+---+-+++-+-++--+--++--+++-+--+++++++-+++
27,0,+++--++-+---+-++-+-+--+---++-+++++-++-+-+--++++++-+++-+-+--+------++-+----+-----++-+--+--++++-+++---
28,-22,---++-++--+-+-++--++-++-+----+-++-+-------++--+----+-++-+-+--------+++-+--++-++-+---------++--+-+--+
29,-4,-++--+---++-+-+-----+--+--+++++-+-+--------+-++-++----++++-+++--+--++-++-+++-+---+--++++---+++++-+--
30,10,+++++++++-+--++++---+---+++++++++-+++-+-------+++++-+--+-+++--+---++---++---+----+++-+-++--++--+--++
31,-10,--+-+-+-+--+++-+-+--+---+-+----+-+--+---+++++-+--++---++--+-++++++++---+----++-++-+---++-----+--+-+-
32,-4,-++-----+-+--++--+-+--+++-++---+--++++-+--+------+-+++--++--+-+---+++-+++--+---+++++-+-++-++---+++--
33,-10,-+-+--+-+--+----+++-+--+--+---++-++-+--++----++----+-----++---++--+++-++++-++------+-++--+-+++--++++
34,2,-+---+-+-----+++----++-++--+-+---+++++++++++++++++-++------+++-++---+------+---+--++-++-++---+++++-+
35,-8,+--++---+++++-+--+++-----++-+---+-+-+++----+++--+-++--++---+--++++-+++---+--+-----++-++-+--+-+-----+
36,22,+-++++----++----------+-+--+-++++++++++-++++--+++++++-++++--+-+--++++---+-+-++++-+++++-++++-+++--+-+
37,22,++-+++-+++--+-+++-+--+++++++++--+-++-+-+-+++-+++++--+--+------+--++-+-+--+++-+++++-++-+++++-+++----+
38,10,++-+++---+-++-+----++--++++-+++-+-++-+++--++---+-+++++-+---+-++++--+-+-++--+----+-+----+-++++-+++++-
39,-10,---++++++-+++++--+-----+-+-++-+--+----+-+---++-----++-+-++----++--+-++-+++-++-+-+-----+++++--------+
40,-6,-++++-+++----++--+-+--++-+--+--+-+--+-+---+---+----+--+-+--++---++-++---+++-+---++--++++-+-++++--+-+
41,-2,-+++-++-+++-+++--+++--+++----++--++++--+++-+-------+---++---+++-++--+-+-+-+-++-++-+----+------+++--+
42,14,-+-+++------+-+-+++++++-++++++-+++--+-++++-+-++-+-+-+-+-+++-++--++++--+-++--++----+--++---+-+++-++--
43,0,---+----++-++-++----++++--+-++-+-++-++--+----++---+--++-+++-+-+++--------+-++---+++-+++-+++++-+-+++-
44,-6,---+--+++++-+---+-++--++--+-++-++--+-+--++---+--+-++----+--+++--+++++-++++----++-+-----++-+---++-+--
45,0,+-+-+++---+-+++-++-++++++-++-+-----++-+-+-+---+---+--+--+----++-+-+--++-+---+++-+++---+---+-++-+-+++
46,-4,+++-----++++------+-++-+++---+++--+++-+-+++++--++++-+++-+---+-++++-----++-+-+++-+------------++-+---
47,0,+---+++++----+++---++--+++--++--++--++--+---+-++----++++--++-+-----+-----+-+-+++-+-++++--+--++++++-+
48,14,-+--+++++++++---+++----+---+---+++---+++---+-+-+-++++-+++++-+--+++++++-+---+-++-+++-++++---+-++-++--
49,4,-++-+-+-+-++-++-+--+++++-+-++-+-+-++---++++-+---++-+---+-+-+++---+-+--++---++---+--+-+-++++-+-+++---
50,-6,--++-++--+---+---+--+-+-++++++-+---+--+--+++-+-+-------++-+++--+++-----++-+++-++-+---+++--++-++----+
51,18,++++++-++-+---+++----+--++++--++++--++--++++++++-+++-------------++-+-+-++++-++++-+-++++++++---++-++
52,-6,--+--+-+----+++--++-+---++++++---++-++------+-++--+++------++-+-++++--+--++--++++++--++--+--+-++----
53,-4,++---+--+++--+---+---++++----++++-++-----+-+----+++++++-+---+++-+-+---++++-+---+-++--+--+--+++----++
54,10,++-----+-+-+-+----+--+-----+-+--++--+++-++-+-++-+++--+++-++-++-++-+++----+++++-++++--++++++-+--+++-+
55,18,+-+++++-+++----+-++--++-+---+-+-+++++-+-+++++-+----+-+++-++-+---+-+--+++-++---+-++-++++++--++++-++-+
56,6,-+---+++-++--++++-++-+--++++-+++-------+++-++++-+-+--------+--+-+-+++-+++++-++-+-+++-+-+++---+--++--
57,-16,+-++-++----++-+++-+-++-------+++-++-+-+++++-+-+++--+-+--------+-+-+---++---+--+---------++-+---+-+--
58,-14,-+--------+-+-----+-++-----++-++-+--++----+-----+-++-+-++-+--+--+-++---+++++-+-++-+-++++--++----+-++
59,-14,+--++-++---+-----+---+++--++--++-+--+---+-++--++----+-+++---++-+++-++-+-+-+-----+--++--+-+---+---++-
60,14,+--+-++-++++++-+--------+-+---++---++--+++-------++++++-+++--+++++++-+--+++-++-++++++++--+--++-++++-
61,14,+-+--+-----+--+---+-++++++-++-+--++++-+++++---++++++++++-+-+--+-+-+++-+--+-+--+---++++---+--++-+++++
62,-2,+--++--++------++++-+-+-++-+--+-+---+-+-++-+-+--+-+-----+-+-+++++--+--++--++-+-+----+-+-+++-++++--++
63,-4,--+---+-+++-++-++----++-+-+-++-+---++++-+-+--+---++++--++++-+++---++-++-++-+-+--+-----+-+-+-++------
64,-2,-----+--+-++--+-++++--+--++--++-+-+---+++-++-+---++-+----+-----+-+--++-+++++++-+-++-+--++-++-+--++-+
