id,final_position,steps
0,58,++++-+-+-+++--++--+++--+--+++-++-+-++-+++-+-+++----++++--++--+--+-++-++++---++--++---+----++-+++++-++++-++-+-+++-+-++-++++--+++-++++++---+++---++-+++-+++-+++++++++++-++-+-+-++---++-++--+--+--++-++-+--+--+-+++++-----+-+--++-+++---++--++-+++-++-+-+-+-+-++--+-+-++++-++++-----+++++--+-+++++++---+-+-++++
1,64,+++++--+-++--++++-++++---+-+++++-+++++-+++-+++----+--+++-++++++--++++++++-+------++++---+-++--+++-++---+--+-++--++++-+-+++++-+++-+--++--+++-+--++++++-+-+------+++-++-+-++++++-++--+---++++-+---++---++++++++++-+--++-++-+-+++-+++++++++---++++------+-+++-+----+-+--+----++-+-+++-+-+++-+++++-+++--++++++--
2,60,----+-++-++++++++-+++-+-+---++---+-+--+++-++++---++--++++-+++-+-+++--+++++-++-+---++++++++++----+-+-----+---+-+--+++--++-+--+-++--+---+--++--++++-++++-+-++-+-+-+--+----+++---++++++-+---++++--++-++-+++++---+-++-++--+--++-++++-+++--++++-++++++++-+++++-++----+-+++--+--++++++-+-+++++++++++-++---+++++-++
3,56,++-+-+++-+-+++---+++-+--+++-+-+-++-+-++-++-+++--+-++----+------++++--+++-+-+-+-++++-+--+-++----+++--++--+-++---++++++-++--++++--++++++---+++-+++-+--+++--+++++-+-+++-+-+---+++-+++--++++-+-++--++++++--+++++---+-+-++---++++-++-+++--+-++++++----+++-++++++++--+-+-+-----+-++++-+-+++--+++---++-+-++--++-+++
4,78,+--+++-+-++++++-++++++++++--+++++++++------+-+-+++-+---++++--++-+++-+++++-++-+-+--+++--++++-++----+-+++---++++++-+-++++--+--+++-+-+++-++-+-++-+---+-+++++++-+++--++++-+-++---+++-+-+++-+-++++-+++-++++--+-++-+-+-++++--+-+-+++++++++-++++-++--+++-+--+--+-++++++++++----+---++---+++----++----++++-+++-+-++-
5,42,+--++--+-++++++-+++-+++--+++++++-+++--+------+--+-++--+-++++--+-+-++++++--++++++-+++--+++++-++-+++--+--+++--+----+-+++--+--+++---+--+----+---+-+-+--++++++--++++++++-+++---+-+++-----++++++++-+++++-++--+-+-----++-+++-+--+--+-+-----++++++-+--++++-++----+--+-+++--+++++---+++-++-+---++-+-++--+++-+-++++--
6,46,++++++-+--+-+-+----++++++-+-+-----+-++++----+--+---+-++++---++----++-++++-+++-++++++++++--+-+-+++++--+--+++---++++-+--+--+-+++-++-++++++++++-++++-++-+-++-+++--------+++--+++--++++++--++-+++-+-+-++-+----++--++++-+++-+-+---+-+++++++--+++-+---++-+-+--+++--++++--+++-----+++-+-+-+-+--++++---++++-+-----++
7,44,-++--+---+++++++-+++--+-+++-+--++++-----++-+++++++++--+++--+++---+-+-+++++-+-+++----++-+-++------+----+-+++++----+-++--++-+----+-+-+--+-++++++-++-++++-+--+--+-++++-+-+-+-++-+-+-++---+++++++-+-+++-++-+++--++--++++---+--+--+++--+++-+-+++--+-++++++--++-+-+-+-++++-++--+++---++++-+++-+--+--+-++--++++---+
8,78,+--+-++-++++++++++--+-++++++-++--+--++++-+++++++++----+++++++++-+-+--+--++-+-+++++-+-+++++++-+++---+++-++-+---+++++------++---++-+++----+++--+-+---+++---+-+-++--++++++++-+-++---+++--+--++-++-++-++-+++-++++--+++++--+-+-++---++-++--+-+++-++--+-++-+-+--+-++++++-++++++++++-+-+++++--+-+-+++++---+-++++-++
9,86,++++++++--+-++++--+++-+-++++++-++-++-++-++++---+++++++++++-----+++++--++-+-++--+---+-+++++-+++--++--+++++++++-+++++++-++++++----+---++-++---++--+++++-+++-+-++++-++++-++++++++-++++-+-+-++--+++++--+++++-+-+++++-+++-----+-++------++-+-++-++--+++++--+++++------++-+-++-++---+++-+++-++--++----+++-+++-++-+
10,58,+-++++++++--+----+++--+----+--++++----++-+++--++++-+-++-+-++-++-+--++++---+--+++------++++++++++++-++-+++-+-------+++++-++++--+-+----++++-++-+--+++++++-++-++++-+++--+-+--+++-+--++--+++--++-+-+-++-+++++-+-+++++++-++-+++-++-++--+---++-++++++-++-++++++++---+++-+++--++++---++-+-+-++-++-+------+++-++----
11,74,-+++---+--++-+-+--+++-+++--++-+-+-++++++-++++++++--++-++++----+++++-+-----++++-+-+-+++-++++-+++++--+-+++++---++++-+--++-+++--+-+++--++++--+-+-+-+++-+++-+-+++-++-++++++--+--++-+-+++++-+++++++-++-+++++-+++++--++--++--++--+++++++++-+---+++-++--+-+++++-++++-+--+-++++++++--+----+--++---+++------++---+-+-
12,74,++++-+++++++---++-+-+-++-++-+-+---+++-+-++----+--++++-++-+-+++-++----+++-++++++-+--+--+++++-++++++++-+-++-+-++++++-+--+++++++------+-++--+------+--+++--+++-+-+++++-+++--+++++-+++++-+-++-+--+++-++++-+-+-+-----+++-+++--+-++-++++++++-++-+++++-++++++-+-+++-+-+-+++--++++++----++++-++-++--+---+-+--+-+-+++
13,72,+-+++-+++-++-++-+++++-++++---+++-++++++-++++++--+--++--+++-++++++++++-+-+-+-+++---++-+-+-++++--++++--+----+--++--+-++-+++++++-+-+---++-+++++++---++--++++--++-++++-+-++---++++++-+++-+------++-+++++--+-+--++-++--++++-+-+++---+-+------++--++++++-++++-+++--+-+++-+-+++++-++-+++++---++-+-+--++++---+-+-+-+
14,58,+-+-++-++++++++++++--+-++--++-+++-++----++++++--++++++----+-+-++-+++++-+++++++++-+-+++-++-+---+--+-+-+++--+-+---+-++--+-+-+---++++-+-----++++--++-+---++++++++++---+-++++-+++-+-++++--+++--+--+-++++----++++--++---+++-++--+++-++-+++-++-+--+-++-++--+++---++--++++-+-++---+---++-+++-+++-----+-++--+++-++++
15,56,+--++++----+---++----+++-+++++--++-+++-+----++++++-++-+++-+--+++++-++-++++++--++++-++--+++-+++-++-++-+++-+++-+++--++++--++----++-+-+-++-+++++++-----++++-+-+-+-+--+++-+-+--+++++---+-+---++-++-++++++++++--+--+-++-+-+--+-+++++++----+--+-+-+-++----+-++--++--+-++--++++++---++++-++++-++--++--++-+----+-+++
16,32,-++-+-++--+++-+-+---+----+-+--++---+-+-+--++---+-+-+-++---+-++-++++---++++-++-+-+--++--+-+++--+++++++-+-++-+----+++--++-++--+++++++--+---------++-+++-++-+---++----+++--+----++-+--++++++-+++--++-++++-+-++++++++--++++---+-++----++++++-+-++----+++++-+++----++-++-++-+++-+-++-+--+--++++---++++++--++--+++
17,54,-+-+++-+--+-+++-+-+-+++++++++++-+------+++++++-++-+-+++-+--+++-+--+++--++++++++--+++++--++----++++++-++--+-++-+-+-++++---+++------++++++---+-++-+++-+++-+++--+-+-++++-++++++-++--+-+++++-+++++-++-+--++-++--++---+-++++----++++--++--+++--++-+++-++-+---++----++---+++++++-+++--++++--+-+-+----+--++--------
18,72,++-+-+-++++-+++--+-++-+++--+--+--+++++++-+++++-++++-++++--+++++++++-+++--+-++-+---+++++++++-+----+++++----++--++-+--+-+--++---++++-+---+-++-+-++++-+-+-+++--+--+-+--++--++--++-++++--++++++-++-+++--+++++-+-++--++--+++--+-+-++++--+--+-+-++-+-++++--+++++---+++++--++++--+++--++-++-++++-+---++-++--++-++++
19,44,++-+-----++++---+----++++---+++++-+++---+-+-+++-+-++-++--+++--++--+-++-++--+-+++++++++-++-+-+-+++-++---+---+++-++-++-+-+-++-++-++++-++-+-+-++++++--++--+--+++--++---+++--++-++-+--+++-+++-++++-+-++++++----++++-----++-++++----+-+++++-+++-++--++++----++--+++-+-+-++-+-+-++++----++++----+----+--++-+-++--+
20,54,+----+--+-+++++---+++-++--+-+++-++++-+++++--+--+-+-+-+++-+++++++--++++-++-+-+-+--++++-+++---+++-+-----+--++-+++++-++-+++-++-+-+++---+-+----+++--+--+++---+++-++-++--++-++-++-+---+-++++-+--++++-+-++---++---+--+-++++-+++++-++-++++-+-++-++-+---+-+-+----++++---+-+++-++-+-+-++++-++-+-++-+++-++++++--+-+++-
