id,final_position,steps
0,204,++-++---+-++++++++-++++++++-++--+-+++-+++-+--++++++--++-+++++++++++--+--++++++++++-+-+++++++--+-+++---++++++--++++-+++-++++++-+++-+++-+++-+++++++++---++-+++++++++-+--+-+++-++-+-+-+++----+-++++++++++++-+++-+++-++++++++++++++-++++-+-++++++++-+++-++-+++++++-+++++-++++++++++++++-+++-+++++-+---+++++++++-++++--+++-++++++++++++-++-++++++--+++++-+-++-++----+++++++-+++++++--+++++++-+--++++--+++-++++-+-+-++
1,202,++++-++++-++-+++++++-++++++++-+-++++++++++++-++++-+++-+++++++-++-+-++++++++--+++++-+--+-+++++++-+-+--+++++---+++-++++-++++-++-+-+++-+-+-+++++++++++++++++++++-+++-+++--++++++++++-+-++++++-+++-+-++++++-+++++--+-+-++-+-+-+++++--+-+++++++++-++++++-+-++++++++++++++++++---++++--++++++-+++++--+++++++-++-+++++---+++-+-+-++-++--++-+++--+-++-++---+++++++-+---++++++++--+++-+++-+++++--+++++++++--+++++-+++-+--
2,220,-+++++-+---++-+++++++-+++-++++++++-++++-+-+++++-++-+++++-+++++++--++++++++-+--+-+--+++--+-++++++++++++++++++++--++++++++-++-++-+++++++-+++-+++++++++++--+-+++-+-++-++++++++--+++++-++++-+++++++-+++++-+++++--++++-++-+++++---++++--++++-+++++-+++++-+++++++++++-+-+++-++++-++++-+++++-+++++-+++-+++++++-+++++++-+++-+-+-+++++++++-++++++-+-++-+-++++++-++-++++++-+--+-+-+++-++-++-++-+++-+++++++++++++-+-+++-+-+
3,198,-++-++++-++++--+++-+-+--+-+++--++++++--+-+-++--++-+-++-+++-++++---++++++-++-++++++--+++++++++++++-+++-++++++++++++-----++-+---++--+++++-+++-++++--++-++++++-+--+++-+++-+++++-++-++++-++++-++++-++-+++++-++++++++++++++++-+++++++++-+-+---+-+---++++--+++++++-++++-+-+++-++++++-++++++++++-+-+-++--++++++++-+++++-++-++++-+-++-+++++++-+++-+++-+++++-++-++++--+++++++++++++++++++++++-+--++-+++++++++-++++++-+-++
4,234,+++++++--+++++++-+++++++++-+--++++++++++++++++++++++++-+++++++-++++++-+++++++-+++-++++++-+--+-+-++-+-++++++-+++++++++-++++-++++++++++++++++-++++-++-+-+++++++++-+++++++++---+++++++++++++++++++-++++++++++--++++++--++-++-+++--+-++++-+-+++-+++++++-++++-+++-++---+-+++++++-+++-+-++++++++++-+++++++-+-+-++++++-++-++++++++-+++-+++++++--++++++++-++--+++--+-+-+-++-+++-++-++++-++-+++---++-+++-++++++-+++-+-+++
5,212,+++++++++++++-++------++-+-++++-+-++--+-+++++-+++++++++-+++-+-++++++-+++-++-+++-+++-++-++++++-+-++++++++++-++++++-++++-+++-++++++++-++++++++++++++++++++++++--++-+-++++++-++++++++----++-+++--+++++--++++++++++-+++-++-+-+++++-+-+++++-++++--+-+--+-++++-+-+-+--++++++-++++++-++++--+++++--+++++-+++--+---+++++++-++++++-+++-+++++++-+--+++++-++++++++--++++-+-+-++++-+++++-++-++-+++++++++++++++-++++++++-+-+++
6,228,++++++++-++--++++++++-+--++++-+++-++++++-+--+++-+++++-+-++++--+++--+++++-++-++++++-++-++++-+++++-+--+++-++-++++++++++--++-+++-+++++-+-++++-+++++++++++-++--++++++-++++-++++++-++-+-++++-+++++++++++++++-++++++++++++++--+-++++++++++++++-++-++++++++++--++-+++-++++++++++++-++++++-++++--++-+-+++--+-+++--+++++++-++++++++--++++++-+-+-++-++++++++-+++++++-+++++++++-+-++-++-+++++-+-+--+++++--++-++++-+++++++++
7,188,++-+++++-++++++-++++--++++++++++++--+++-+-+++++--+++++-+++-++++++++--++-++++++-+++++++-+++++-++++++++++++++++-+--+++-+++-++-+++-+-----+++++-+-++++--+++++++++++++++-++++-+++--++--+-+--+++++++++++++-+-++++-+--+++++++++++++++++-+-+-++-+-+++-++++++++-+++++-++-+--+++++++++++--+++++++++-++--+-+++-+--+----+-++++++--++--+-++++-+++++++-+++-++++-++++++-+-++-+++++-+++-+++-++----++++---+++++-+++-+-++----+--+-
8,206,++++++-+-++-+++++-++++++-++-+-+++++--++++++++++-+++++++--+++++-+++-++-+-++++++--++++-++-+-++-+++++-++-++++-+++-+--+++++++++++-+++++++-+-+++++---+++-+++-+++-+++-++++++++++--++++-+----+++++++++++--++-++-+++-+--++--++++++++++++++++++-+++++++-++-++++-++-++-+-++-++++++-++----++--+++--++++--++-++--+++++--+++++-++++++-+++--++++++-+++++++-+--++++-+-+++++++++++++-++-+-++++--+++-+-+++++++++++++++++++-+++++-
9,214,+++++-+-+++++-+++-+++++++-+++---++-+---+++++++-+++++++-+++++--++-+++-++-++-+++-+-+++++++-++++++++++-+-++++++++-++++++++-+--+-++++++-+++--+-+-+++++++-+-++++++++++++++++-++-+++++++-++++-++--+--+-+-++++---+-++-+-++++--++++++++++++++++++++--++++++++++++--++++--+++++++--++-+++++--+++++++++++-+-+--+--++++++--+-++++++++++++++++++++--+-++++++++-++--++-+++-++--++++-+++++++-+-++++++++-+++-++++++++-+-+++-+++
10,210,+-++++-+++++++-+++++-++-+++-++++++++++++++++-++++++++++++++++++++++-+--++++----+---+-+-+-+--++++-++--+++++-++++-+--+-+++++++++++++----++---++++++-+-+++-++++++++-++---++-++++-++-++-++++++++-+-++--+++++++--++++-+++++-+++-++++---++++++++++-+--++++-++++-++++++-+++-+++--+-+++++++-+-+-+++--+-+++++++-++-+++++-++++++++-+++++++-+++--+-++++++++++++-+-+++--+++++-++++++++++-+++++++--++-+++-++++-++++++++++++++
11,184,+-++++++++++++-++++++-+-+-++++++-++++++-++-+++++++++---+++--+--+++++-+++++++-+++-+++-+++++-++-+-+-+-+++++++++++---+-++++++-++-++-+--+-++-+--+++-+--++-+-+--+++++++++++---+-+-+-+++++-++++++++--++--+++++++++++++-+++++++++-++--+++++++--+++++++-++++++++-++------+-++--+-+++-+++++--+-+++++++++++++--++-++-+---++++++-++-++++++++-+---++++++-+--++++++++++++++++++++++---+++-++-+++-+++++++-++-+--+-+-+++-++-++-
12,222,+++++++-+++-+++--+++++++-++-+++++-++++++++++++++-++++++-++++-+++-+++-++--+-++++++++++--+--++++--++++-++++++-++++++++-++++--+-+-+-++++-++++-+++++++++-++-++-+++-++--++-+-++-+++-++-++++++++-+++++-++++-++++++-+-+++++-+-+-+-++++++--+++++++++++++-+++++++-++++-+-+++-++++++++++-++++--+++++++-++-+-++-+-++++++++---+++-+++-++-++++++++++++++++++++--+++++--++++++++--+++++-+--++++++-++++++++-++++----+++++++-+-+
13,202,+-+++-++-+-++++-+++++-++++++++++-+-+-++++-+++++++--+++++--+++++-+++++-+++++-+-++++++++++++++-++-+-+--+++-++-+-++++++++-++-++++++++++-++--+-++++-++++++++--+++++-+++-++-++-+++-+++-+++++++++++++-+++-+--+-++-+++++++++++++-+--+--+++-++-+++++-+--++++-+--++++-++++++++++++++-+++++++++-+++++-+++++--+++--++++--+++-++++++++-++-+++-++++-+-+++++-++-++-+--++-+-+++++++-++-+++++--+--+-++++++++----+++-+--++++-+-++
14,212,+++++++++++++++++-+++++++++---+++--+++++++++--+---++-++++++++-+-+++++-++++++-++++-+++++-++-++++++--+++++--+-+-+-++++-+-+++-+-+++++++++++--+++-++++++-+-++++-++++++--++++++++-+-++-+--++++++++++++++-++++-++-+++++-+-+++-+++--++++++++-++-+-+-++-+--++--+-++++++++++++++++++++-+++-++++++++++-+-+++++++++++-++-+++-+++++-+++++++-++-++-++-++++++-+--+++++++-++-++-+-++-++-+++-++++++-++++++++++++---+++-----++--+
15,212,+++++-+++----+-++++++++++++++-++++-+++++++++++-++++++++-++--+++++-++++++++++--+++-+++++++-++++------+-+--+-+++++++++-+++--++--++-++++++++-+++-+++++-++-+++++++++++++---++++-+-+++---++++-++-+---+++-+++++-++++++--+-+++++-++-+++++---+-++-+-++++-+++++++-++-+++++-+-++++++++-+++--+++++-+++++++++++++-++++++++-++++++-++++++-+-+-+++-++--++++-+++++-+++--+++++++++++++-+++++++++---++-+++++++-+++++++++++---++++
16,200,-+++++++++++++-+++++++-+--+++-+-++++++-+++-+++++++-++++++++-++++++++++++++++-+++-++--+-+-+++-+++-++++++-++-+---++++++++++--+-+--++++-+--++++--++++-+-+++++--++-+-++-----++-++-++++-+++++-++-+-+--++-+++++++++++++-++++-++++-+++-+-+--+-+-++++++++++++++++++++-+++++++-+-++++-++++-++--++--++++++++++-+++---+---+++-++++++++-+++++-++--+++++++-++++++-+-+-++-++++++++++-+--++++--++-+--+-+++-++++++++++-+++++++++
17,192,+--+-+++++++++--++++-++-++++++++++++-+-++++-++-+++-++++++-+++++-++-++++++++-+-++++-++-+--+-++++---+++-++++++++++-+++++-++-+-++++++++---+-+++++++++--++--+-++++---+++++++++++-++++-++++---++++-+-+-++-++-++++-+++-+++-+++-+-+--+++++++++++-+++++--++++++++++++--++---+++-+-++-+++++++++--+++++-+-+--++++--++-++--++-+-++++-+++++++++++--++++++++++++++-++-+++++++-+-+++-++-+-+-+++-+-++-+++-+++++++++++--++-++---
18,202,+-+++--+-++++++++-+++-++++++++++++++-----+-++-+++-+--++++++++++-++-+++++++++-++++-+++-++-+++--+++-+++-++-+----+-+--+++++++++++++-+-++-+++++-+++-++-+++++++++++++-++-+-+++--+++---+++-+++++--+++-+++-++++++++--+++++-+--++++-+-++-+++-+++++++++++++-+++++++---+++++-++-++++++++-++-++-++-+-++++-+++++++-++++++-+++-+-++--+++++++-++-+++--++++++++-+-++-+++-++++-+---+++-+++++++-+-+++-+++++++-+++++++-++++-++++++
19,188,--++-++++++++-++++++++--++++--+++++-+---+++++-++--++-++++++-+-++-+++-++-++++---+++-+-+-++++++-++-+++++++-+-+-++-+-++++---++++-+++-+++-++-++---++++++++++--++++-+++++-++++++++-+++-++++++-++-+-+++-+++++++++++-+-++-+-+-+++++++++++++--+-+-+++-+++-+--+++++-++++++++-+--+++++++-+-----++++++-++-+-++-++-+-+-+++-+++-+++++++-+++++++++++++-+-+-++++++-++++-+-+++++-++--++++++-++++++-+++--++++++++++++-+--+--++-++
20,200,+++-+++++-+++++++++-++++++-+-+---+-++++-+++++++++--+++++++++++++-++-+++-++++++++-+++++++++-+++++++-++++-+++-+++++-++++++-++-++-++++++++++++-+--++-+--+++----+++-++-++++--++-+++-++++++++-+++++++++++-+++-+-+++-++---+-++----++++++-+-+++-+++-++++-+-++++++++++++++++-+++--+-++-++-+++++-++-+-+++++-++-++++--++-+++-+--+-++++++++-+-+++++++-++++-+-+-++++++--++++-+-++++++++++++-+--++++--+--+-+++++++---+-++-+++
21,202,+++++++++++++++++-+-++++++++-+--++++-++++++++++++--+++++--++++++++--++--++++++-++-+-+++++----++-+-++-+++++-++++++++-++++++-++++-++-++-+-+----++-+++++-++--++++++++-++--+++-+++++++-+++-++--+++++-+++++++-+--++-+++++++++++-+++++++-++++---+-+++-++++-+-++++-++++----+++++-++++++++-+++++++-+--+-+++--++++++-+++-+++-+-+++-++++-++-++++++++++++++++-+-++-+++-+-+-+++++++++-++-+-+-+-++++-+-++-+++-++++-+++-+++++-
