id,final_position,steps
0,132,-++-+-++++++++++++++--++++++-+++-+++-+++-+-++++----+--+--+-+-+++++--+++-+++-+++++--+-+-++++++-+++++++-+-+----++++++++-+++++----+-++++--+-++++++-++++++++++-++---++++--+++--+++++++-++-+-+-++---++++--+-+++++++--++-++-++++++++--+--++--++++++++-+-+-++++-+--++--+++-+++-+-++--+--++++--++-+++++++-++++++++-++++-++++-+++++---++---+--+-+-+-+++-++++-+---++++++---+------++-++++----+++-+++++++-+--+-+-+++++-+-+-
1,114,--+++++++-+++-+++-++-+---+-+++--+--++-++++--+++--++-++++-+++--+-++++++++++++-+--++++++-+--+++++++++++++---++---++-+-+-+---+--++++++++++++---++++--+++-++-++-++---+-+--+++++--+--+++-+-++++++++++-++-++++--++++++-++-+--++++---+--+++--+++---++-+-+++++----+-++-+++-+--++-++-+++++++-+--+-+-++-+--++-+-+++++++-+-++--+-+-----++-+-----+++-+++-+-+++++++++--++-+---+++++++--+++++++-+-+++-+++--+++-+-++-++-++--+++
2,144,+++++++++++-+++++++-+++++++++++++++++++++++--++++-+++-+-+-+++-++--+++--+++-++----+-++-+-++-+++-+++++++-++-+++-+++++-+-+-+-++++-+-+++--++++--+-++--+-++-++-++++--+++--+-++++-++++----+--+-++--++--++-+++++-+-++++-++--++++++-+++-++-+-+++-++++-++-+-+++----++++-+-+-++-+--+++-+++++-++-++++++--+++---++++-+-+++-+--+-+++++++-+--++-++-++++--++++-++-+++++-----+-+-++-+-+--+-+++++++-+++-++-+--+++++++--+++++-+--+
3,122,-+-+++---++-+-+++-+++--++++--++-+-++++-++++++++++----+-++-+--+++--++++++-+--+++-++++-++--++-+--+--+++-+-+++++++---+--++++++---++++--+++--++--+-+++++++-++++-++-+---+--+++++-+-+++++-+++-++--++++++---+-+++++++-++++---+++-+-+++--+--++-++--+-++++++-+++--+--++++++--+-+-+-+-+++---++-+-+-++-+-++---+++++-+-+++----++-+-+++++--+-+-+++++--++-+-+++-+++---+-++++++--++++++++-+++++-++++++++-++-+++++-++++++--++-++
4,108,-++++-+++++-++--+++-+-+-+++++-----+++-+-+-+-+-++--+++++-++-++-+++-+-++++-+---++-+--++-+-+-+----++----++++++--++++++++--++-++++---++-+-++--++---+---+-++++-+--++++--++++++--+-+--++-+-++++-++++-+++-+--+++++++++-+--++-+-+++++++++-+++++++-+--+--+---+++++++++++++++++-+--+++-+-+--++-++++++--+-++++++-++++-++-++--++++-+++++++-+++-++-+-+--++---+-++-+++---+-+-+--+++-+++++--++++-+----++++--+++-----+++-+++--++
5,112,++--++++---++-+--+-+-+-++++-+--++-+++++--+---++++-+-+++++++++++++++--++-++-+++++---+--++-++++--++++-+++++-+++-++-++---++++++++--++++--++++++-++-----++----++++-++-+-++-++-+++-+++++-+++++-+--++++++++-+++-+++-+++++-+-+-+-++++++-++++++-----+-+++-+--++-+-++-+++++-+-+-+-+-+-+-+-+--++++--++-++++++-+-+-+-+-+++--++-+-+++--+-++-++-+-++--+-++++++++-+-+-+-++-++----+++++-+++-+-++----++++--+--+-++-+--++-+-+++--
6,148,-+--+--+++-+++++++++++-++++++-+++++-+++-+++++++++++++++-+-+-+++-+-+-++++++++-+++-++-+-+--++--+-++-++-+++++-++-++-++--+-++--+++++++-++---+--++----+--++++++-+++--++++++-+++++--++++-+++-+-+--++++++-+-++-+++++-++-+--+-++++-+++++-++++++++--+++++-++-+++-++-++--+-+--++----++++-+++-++--+++-+++-+-++++++++++++---++++-++-+-+++--++++-+-+----+-++-+-++++++++++++--+-+--+++--++++++--+-++-+-+++---++++++-+---++++++
7,114,+-++--+--+-+-+++----++++++-+++-+++++-----++--+--++--+++-+++++-+--+++-+-++-+++---++++-+----+--+-+-+++--++++--++-+-+-+--+-++-+---+-+-+++++++-+--++--+-+++++++++++++---+---++-+-+----+++--++-++++++++++-+--+++----+++-+-++++---+++----++++-+-++-+++-+--++++++++++-+-+++++++++-++-+-+++++++-+-++-+-++--+-+-++++-++--+--+++++--+-+-++++++++++-+++---+-++++++-+++++++---+-++--+-++++++++++++-+-+++-+++++++-++-+-++++++
8,112,+++++-++++-++-+++-+++-++--+++++++--++++++-++++-++----++++-++-++++++-++-+++-+-++++++---+-+++++-+--+++--+++--+-++-+-----+--+---++++-++++---+++-++-++--++-+-+---++-+-+++-++++++---++-+-+++++---+-++-++++-+++++-++-+++-++++-++++--+-++++-+++--+++--+-+-+--+++-++-++++++++-++++++-+--++-+-+-++-+++-++++++++++-+-+-++--++++---+--++-+-+++-+-----++++-----+++-+-++-+-++++++++++++++--++-+--++-++-+-----+----+++-++-++-+
9,98,+++--+-+++-++--+-+++-++--++-+-+-+-+++-+++-+-+++----++-++-+-++--++-+++----+++-++++-++-+--++--+--++++++++--+-+-++++++++-++-++++-++-+---++---++++++---+++-++-++---+++++-+---+++--+---++-+--+++++++----+-+--++++++++-++++++-++-+--+++-++++++++--+++----++--+-++-+--++--+++--+++++++--++-+-+++-+-+++++-+++-+++++++++-++++-+-+++----+-------++++-++++++++++++++-+--+---++----+-++--++--+-+++++-+++++-+-+---+++--++-+++
10,142,-++-++---++-++--++-++-+-+++--++++++-++++++--+++++++++-++++++++++-++-+++++-------++-+-++++++-++++-++++++-+++--+-++++-++++-++-++-+---+++++++++-+++++++-++--+++-----++-+--++-++-++++-+++-+++++++++++-+-+--+-+++++--+---++--++--+---+-++-+++-++++--++++-+++++++-+++-++-++-+-++++++-++-++-+---+++--+++-+++--++++++++++-+-+++++++-+-+-+-+-+++-+-+-++++-++++-+++-++-++-++--++++--+-++++++-+++--+++-+-+--++-+-+++++----+
11,118,---++-+++++--+-++++--+-++++++--+++++-++-+-++++-++++-+++-+-+-+++++++-+++-+-+--+-+-++----+-++++++++-+++++++-+-++-++---+-+--+--++-+-+++-+++++++-++++--+++-+--++----++-++-++++++--+--+++-+-+-+--+-----+-+-+++++-----++---+++++++++--+-+-+--++++---++--++++-+---+++-+---+--++++++-+++-++++++-+--+++--+++++++++++-+-++-++-++++--++-++-+-+++-+++++++++++++--+++-+-++++++---++--+++-+--+--+++-+++++++++++-++--+++-++++-+
12,118,++-+++-+-+++---+-+-----++-+++--+++--+-+-++-+++++-+-+-++-++--+-+++-++-++-+++--+-++--++--++--+--+-+-+-++++-+---++---+---+++++++++++++---+--+++++++++-+-+++++++++-+++++++++-+--+++-+++++-++-+--++-+++-+++-++++-+++-+++---++-+++++-+-++++++++--+++-+--+--++++++-+-+++++++-++++++-+-+-++++-+++-+++++++++++++-++--+--+--++++--+-----+-+--++-+----+++++++-----++-++++--++--+-+++++-++++-++++++++-+--++++-++-+--++++-+--
13,102,+++-+++--+----+--++-+-+-++++++-+++++++++++-++-++--++-+--+++----++++++-+-+--+-+++-++--++++-+-+----++-++++++-+-+-+-+++-+--+++-++-++----++-++++--+-++-+-+++-++++---+-++++-+--+--+-+++++++++-++-+++-+++-+++++--++++-+++--++++-++-+-+-++-++-++-++++++++++++--+-+----+-+----+++-+++--++-++-+----+-++--++-+++++++-++--++-+-++++++-++--++--+--++--++-+-++-+++++--++--+++++++++--+--+++++++-+-+++++++-+-----+----++--++++
14,112,-+-++-+-+++++++--++--+--+++++++-++-++-++++-+-++++++++++++-++++++-++-+-+++-+---++++++-+++--++++-++++++-++++--++-+-+++-+++++--++-+++++++-+-+--+---+++++++++-++-+++++++--++++------++++++++-+++++-+--+-+++-++---++-+--+++++-++-+-++--+-++-+++-+----+++-+++-+++-++++--+----+-+++--+--+-+-+---+++-+--+---+++++-+-++--+++++++-++++++-+++----+++--+--+++-+-+-+++++-+-+-+-++-+-+++--+++----+-+--+-++++--+-+++-+-+-+-+-+-
15,134,+++--++++-+---+-++++--+++-+++++++--++++++++-+++--+++-++-++-+--+++---++++-+++-+-+++--+----+++++--+--+++++-++---++++++++++++-+++++-+++++-++++-+-+++-+-----+-+--+--+++---+-++-+-++-++-+-+--+-++--++-+++++++-+-+++--++++-+++-+-++++++++-++++-++---+-++-++++++-+-++-+++-++++-+--+-+-+--++++-++++-++--++++-+-+-++++++++++++----++-++++--++-+++++-+-+++-++++++-++++--+++++-++++-+++++--++-++++-+-++-+++---+-++++-+--++-
16,86,+-+++-++-+-++++-+-++++--+-+---++-++--+++-++++-++-++++++--++++---+-++-+---+-++--++-++++-+-++-+++-+-----+++--+---++-+++-++-+-+-++++---+++-++-----++-+-++++++-++-+++++---+++++++++--+++++--+++++++++++-+-++++-+++++--++++++--+-++--++-+-----+--+++++-+--+-----+++++++-++++-++++-++-+++-+++++-+--+-+--+-+-+-++----+++-+-+-+++-+++-+----++-+---+++-+-+-+++++-++---+-+-++--+-+-+++-+++---+-+-+-+-++++----+++-+-+-++++-
17,98,++-++-+-++++-+---++++++-++++--++--+-+---++--+-+--++--+++-+++++-+--+++++-+-+---+-+-+-++-+-++-++-++++--+-+++-++++-+---+++++-++-++-+--+--++++-+++-+-++-++-+++--++-+-++++--+-+-+-+-+--+-+++--++-+++-++-+-+++-++--+++-+-+--++-+++----++-++++++++-++++-+--+-+-+++++++++++--+++++---++-+++++--+---++++---+++-+++-++-+-++++-++-+--+---+-+++--+++-++++-++-+--+++-+-+--+-++++--+++++++++++++--+--+--++--++-++-+++++-++---+
18,154,++-+-++-++--++++-+-+++++++++-+++--++++++-+++-+-+++++---+--++++--+++++++++++--++++-+-+++++++-++--+--++--++-+++++-+-++-+++++++++++-+-++++----+--+-++-+--+++++++-+-++-++-+-+---+--++-+++++++++-+--+++--++-+-++++++++---++++++++-+++-+---+-+++++++++--+++-+++++-+--+---+++--++--+-+-++-+-+-++++++-+++++-+++--+++--+++++++++--+++++++++++--++-+---+-+-++++++-++-+++--++++++-++++++-+++--++++--++++-+++++++-+--+-+++++
19,118,++++++-++-+++-+++++--++++-+-++++++----+++++-++++-++-++--++-++++--++-+------+--+---+++-+++++++-+++-----+-++++-++-+---+-++++--+-+++++++-++++++++-++++++++-++-++++-+-+-++++-++++-+-+--++++---+++++++--+---+++---+-++----++---+-++++--+++-+++--+++-+--++++--+-+-+-+++++++-++++++++++-++--++++-+-+--+--+----+-++++-++++-+--++-++-+-+--++-+---++--++++++-++-+++++-++-+-+++-+-+++++++-++++++++++++-++++---+-+--++-+++--
20,150,+-++++-+++++++++++++++-++++++++++-++-+++++++++++--++++++-+++---+++++-+---++-+++-+-+-+++--+-+++++-+-+--+++-+++++-++----+-++-++-+-++-+++++++++--+-+-+-++++++-+--++-+-++-+-++++----++++++++-+-+-+++-+-+--++-++-+++++-----++-+-+++-+++--+-------++-++-++-++-++-+-+++++-++++++-+++++++-++++++---++++-+++++-+++++++-++++-++++++-+++-++++-+--++-----+++-+-+-++++++-++-+-++++++++++-+++-+-++-++++---++-+---+++-++-++-+++
21,170,++++-++++++++--+-+-++++-+-+++--+--+++-+-+-+-+-+-+-+-+-+-+++++++-+++++---++-+++++-++--+++++++-+---+++-++++-+++-+-+++++++-++++++++--++++-++-++--+++++++-+++---+++++++-++-++++++-+++++++---++++-+++++++--+-++-++-+-+++++++++-++-++++++++-+++-------++-+-+++-+++++--+-+++++++++++++-++---++++++-+-+++-++++-++++++++++--+++-++-+++-++-+++-++--++++-++--+-++-+-++++++-++--+-++++-++--++-+++++++++-+++-++++++-+--++-+-+
22,138,-++++-++-+-++++++-++++--++++++---++++-+++-++-+++--+++-+++++++++---+++-+-+++-+++-++--+---+++-+-++++-++++--+-+-+++-+++-++++--++-++-+++-++++++-+-+--+++++----++++-+-+++-+++-+-+--+---++-++-+++-++++++++++++++++--++-+-++-+-+--++--+++-+-++++-++++-++-++----+++++-+++++++-+-+-++-++--+--+--+-++++---++++++++--+-+--+-++++++++--++++-++++++-++++++-++++-+++++++++-++-++++++-+++-----+-+-++-++++-++----+++-+-+--+--+++
23,112,++-+++-----++++++-++-+++-+-++++-++++++-+++-++-++++++-++-++-++------+-----+-++++-+++++++++--+--+-+---++-+-+--+++--++---+----++++++++-+--+++----++----+-+++----++++---++-+-++---+++--+-+--++-++++-++++++-++++-+++--++--+++-++++-++-+++-+++++--++-+++-++-++++++---++++++-+-+-+--++++-++-+++++-+----++++-+++++--+-+---++----+-+++++++++++-++++-+++-++++++++-+--+++--++++++--++-+++++++-++++-+++++++--++--++++++---++
24,134,++++-+-+++-++++++++-+-+-++++++-++++--++++-+++----+-++-++++--++-+++++++-++--++--+--+-++++-++++++-+++-+++-++++-++++++++-+-++--+++++++-+++-++-+-+++-+--+++--+++-+++-+--++-+++-++-+++++++-+--++-++++++---+++--+-+--+-----+-++--++--+--+++--+++++-++-++---+--+-+++---+--++-++-++++-++++-++++++-++++-++--+++++-++-+--+-++++-++-+++++++++++--++++++--+++-++++++-++--+-+-++-+++-++--++-+-+++-++++----+-++++-++-+++-+++--
25,100,+++-+++-+++--+--+++--++++++++-+--+-+-+-+-+-+++++++--+-+-++++-+-++++--+-++-+-+--++---+--+-+-++--++++-+++-++--+---+-+-+-+--+-+++---++++++++--+++---+++--++-+-+-+-++--+-++-++++++-+++++--+++--+---++++++++++-++-++-++-++-++++-+--++++++-+-+-++-+-++-+++++-+----++-++--+-+-++--++--+--+++-+-++---++++-+++++-+-++-++-+-+-++-+---++-+++++++++---++-+---+++-+++----+++++++++++-++-++++--+-+++-+-+--++++-+++++++-+--++-+
26,122,+++-+--+-++-++++-++-++---+++-+-+-+-++-+---++++-++++-+-++++++-++-+-+++++---+++--++++--+---++--++++++++-++-+++-+++++++--+-+-+--+-++-++-+++--++++-+-++-+++-+-+-+-+++-++++++++-++-+++++-++-+++---++++----++-+-+++++--++++++++--++-+++-+++-++-+-++-+++-+-+++-+++++-+-+++++-+-++---++-+++-+--++-+--+++++-+++-+-+-++-+++-+-++-++--++--+-+---++++++++++-+-+-+--+-++++-++-+--+-+--++-+---++++++-+++++++-+---+++--+++++-++
27,98,-++-+++-+++-++++++++-+-+-+-+-+--++++--++-+++++--+++-++++-+--+-+-++-++++---++++-+-+-++-++++++++++-++-+-+-+-++-+--++--++-++-+++-+-+-++++-+-++---++-++-++-+++---++++-++----+++++++---++-+---++++++--+++++++---+-+-+--+---+-+-++----++-+++-+-+-++---++++++++-+-+--++--+-++++++-+++---+--++++---+--+++--++-+--+++-++-+++++-+++-----+-+++++---++++-+++--+++++++----+++++++-++++++++-++-++---+++--++++--+-+-++++--+-++-
28,148,+--+-+-++++-+++++++++++-+++-+++++++++----++-+++++--+-+++++++++++-+-++-+--+-+++--+++++++++--+-+---++-+-+-++---+++-+++++-+----+++++-+---+++++++-++++---++++-++--++-+-++---++++++++++++-+++-+++-++---+-++-+--++-++++++-++-+++++++-++++-++++--+++-+--+++++--++++++++++---+++-++++-++++++---+++++-+-+-----+-+++-++--++++-+-++-++++----+-+-+-++-+-+-++++++++++++++++++++-+++--+--++--++++++-+++++++++-++--+-++-+--++++
29,112,+-++++++-+++--+++-+++++-----+++-+++++-+++-++++++-+---++-++-+++++-+++--++-+-+-++-+---+-----+++--+++--+++++++-++++++--++++-+--+++-++++-+-++-+-+-+--++++++-+-+-+-+-+++++++++++----++-++----+++++++-+--+++++--+-+++++++----+-+++++-+++++--+++++-++---++-+++-++--++-++++-++-+++--+++-+-+--+++-+-+++-+--+++++-++-+++--+-++-++---+--++++++++++-++-+--+--+-++-+--+--+---+-+--++++--+++++++---+--+++++--++++++-+--+++-+++
30,126,-+++++-+-----++--+++++++-++---+-+-++-+++++-++-+-+--+-++++-++++++-++-+--+++++++-++---++-++++++-++-++-+++--++-++++-+-+++++-+--++-+-++++-+-+-++++++--++++++-++--+-+-+++++-+++-++++++-++---+--++++++-+++-++++-+--+++++++--+++++--++-----+++++-+--+-++-+++---++++-+++---+-+++++++-+-++++-++-+++++--++-++-++++++++-++++-----+--++++++-+-+--++--+---++-++----+-+++--+-+-+++--+++--++-+++++-++++-++++--+++--+++-++++++++
31,106,---+---+-+----+++--+---++--++-++-+--++-+-++++--+-++++-+-+-+++-+--+++++++-+-++--++--++--++-----++-+++-++-+-+++++-+-++-+-++++++++--++++-+++++++++-+-+-+++-+-++-+----++---++++++++-+++-+++-+-+--+-+-+++-++-++++--+-+++-+-+++++++---+-+++++-+++++++-+-+-+---+++++--++-+-+++-++++--++-+-++--+++++++---+--+++-+-+++++-+-+++-+++++++++-+---++++++----+-+--+++++++-++--++-+++--+++--+-++++++-+++-++-+++-++-+---+++++-++-
32,128,+++--+-+++-++-+-+-+-++++-+++-+-++--++++++-+++++++-+-++++--+-++++++++-+++++-++++++-+---+-+-+-+++-+++-+-++--+++-+-++----+++++++--+++--++++-+-+--++++++--+-+++--+++++-+++--++-++++--+-+++--+-+-+++++++++-+++--++++-++-++-+++---+-++++-+-+-+++-++-++--+-+++-+++++-++++-++++-+++++++++-+------+++++--++++++-+++-+---+++++--+++-+-++-+++-+++---+-+---++-+-+-+--++-++-+++-+---++++++++++-++-++---++---+++-+++--++++++--
33,122,++++-+++--++-+++++++-+++--+++--+---++++++-+-+++-+-+---++-+++++-+++--+--+++-+++----+-+-+-+-++-+-+++--+++-+-+--+++++--++-+-+++++-+++-+--++++-+-+++-++++++--++++++-+--++-+++---++-+--++-+++++-+-++++++-++-++++-+----++-+++-+++---+-+++-++++++--+-++++-+--++--+++++++---+++++-+--++-++++++++++---+++--+++++++-+++++--+--+++-+-++--+-++--++-++++++-++-++-+++++++++--+++++--++--++-+++-++---+++-+-+-+-+++-+-+++---+++-
