id,final_position,steps
0,294,-+-++++-+++++-++-++++-++-+-++-+++++-+++-++++++++++++++++++--+-++++-++-++++++++--+++++-+-+++++-+++++-+-+++-++-+++++++--+++++++-+++++-+-+-+++++-++-++++++++++++++++++++++++++++++---++++-++++-+++++-+++--+++++-+++++-+-++++++++++++++--++++-+++-++-+-++-+++++++++-++++++-+++++-++++-++++++++++++-+---+++-++++++-+-+--+-++-+++++++-++++++++++++-+-++++++-+++++-+++-++++-++++++++++-+++++-+++++-+++++-+++++++--+-+++-+++++-+++++++-+++---+++-+--+++++-+-+++++++++-+-++++++++++++-+++----+-+++-++-++-+++++++++++++-++++++
1,322,-++++++++-+-+-++-++++++--++++-++-++++++++++++++++++++--+++++++++-+-++--+-++-+---++++++-+++++++++++++-++++++-+++++++++-++++++++++++++++++++-+++--++++-++-++++++-+++++++-+-++++++-+++++-+-+++++++--+++-++++++-+++-++++++++++++++--++++++++++--++++-+-++-+++-+++++++--++++++++++++++++++-++++++-++-++++++-++++-++++-++++++-++++-++++++++++++-++++++--+++++-++++--++++++++++--+++++++++-+--+++++++-+++++++++++++++-+--+++-+--++-++++-++++++--+++++++++++-++++++++++--+++++--+++--+++++++-++++++++++++++++++++++++++++++-
2,282,+++++++-++-++-+++--+-++-+++-++++--++++++++++++++++++++-+-++++++++-+++++++-+++-++--++++-+++--+-++++++++++++++++++-+-+++-++++-++++-+++-++++-+-++++++-++++++-++++++-+++++++++++++-+-++-++++++++++-+++++++++++++-++++-+--+-+++-+++++++-++++-+-+-++++-++-+++++-+++++--++++-+--+++-+++-++-+-+++-+++++++-+++--+-++++++++++++++++++++--++++++++-++++++-+-++-+++++--+-+++++-++++++++++-++-++---+++++++++-++-++++-++-++++-+++++-+-++++--+--+++++-+-+++++++++-+-++++++++-++-++++--++-++-+-+++-++-++-+-++++++++-+++-++++-++--+++
3,322,+++-+++-+++++++++-+++-++++++++-+++-++++++++++++--++++---++-+++++-+++++-+-+-++-+++++-++++++++++-+-+++++++++++-++++++++++-++-++++++++-+++++-+++++-++++++++++++++-+++-+++-+-+++++++++++++-+-+++--+++++++-+++-+++++++++++++++++++++-++++++-++++-+++++++++-+++++++++-+++-++++++++++++++++-+++--++-+++++++-++++++-++++++++-+++++++++-++++++--+++++++-++++++++-++++++++++++++++-++++++++++--+++++-+-+----+++-++++++++-+-++++++-++-+-++++-+--+++++-+-+++++++++++++-+-++++-++++++-+++++-++-++-+-+-++++++----+++++++++++--++++
4,286,+++++++-+-+++++-+-+-++++++++++++-++-++++++-+++++++++-+--+++++-+-++++-+-+++-++++++--++++++-+++--+++-+++++-++--++-+++++++++++--+++++++++++-++--+++-+--+++++++++++-+-+++++++++-++-++++-+++-+++-++-+++++-+-++++-++-+++-++-+--+-++-+-+++++++++++-+-+++++-++---+++++++++++++++++++-+++++-+++++-+++++++--++++-++++++++-+++++++++++++++-++--++-++++++++-++++++++-+++--++++++-++-+++++--+++++++++++++++++++-++++++++-+-++-+++++-++-++--+--+++++++++-++-+++++++--+++++-++-++++--+++++-++-+++--++++++++++--++++++++++-+-++-++--
5,314,-+-+++--++++++++++-+++--+++-++-+++++++-++++++-++++++++++++++++-++++-++-+++++--+++-+++++--++++++++++-+-+++-+++-+-+++++++++++-+++-++++++++++++++++++++++++-+++++++++++-+-++++--+-++-++-+-+-++++++-++++-++++-+++++-+++++++++-++++-+++++-+++++++--+++++++-++++-++-++++--+++-++-++-+++-++-++++-++++-+++++++-+++++-+-+-++++-++++-++-+-++++++-++-+--+++++++++-++++++++-++++++-+++++++++++-++--+++---++--+++++-+++++++-++++++++++++++++++++++++-+++++++++++++-+++++++-+++++-++++++-++++-+++++++++++++--++++++-+-+++++-++++++
6,320,+++++-++++++-+++++++++++++++-++++-++++++++++-++++-++++++++-+++-+-++-+++++++-++++++++++++++++++++++-+++++++++++++-++--++++-++++++++--+++++++++-+-+++++++-+-+-++++++++-+++++++-++++++++-+++-++++-+++++-++++++++++++-++++-+-+++++++++-+++--++-+-+++++++-++++-++-++++++++-++++++-+++++++++++++++++++--++++++++-++++++++-+++++++-++++-+-++++++++-+-++++---++-+++-++++++-++++--+-++-++++-+++++++-+-+++-++++++++--+++-+-++-++++++++-+++++-+++-+++-+--++-++-++++++-+++++-+++-++++-++++++-+++-+++++-++-++++--+++-++++++-+++++
7,298,++++++++-++--++++++-++-+-+-++++++++++++++++++-+-+++++++++++-++++++-++-+-+--++++++-++-++-++-++-++-++++++++++++++++++++-++-++-++++++++++-+++++++++-+++-++-++++++-++++++++++++-++++--++-+++-++-+-+++++++-+-++-+++++++-+--+++++++-+-+-++++++-+-+++-++-+++++++-++++++++-+-+++-++--+++++++-+-+++++++++++++-++++++++++-+++++++++-+++++-++++-+-++-++++-+++++-++++++++-+-+++-++++++++++++-+++--++-+-++-++++++-+++-+-+-++++++++++++-++++-+++++--++-+--++--+-++-++++-+-+++++++++++++-+++++++--+++-+++++++++++++++-++-++--++++-+
8,276,+-+-+-++-++-++-+++++++--++++++-+++-+-++-++-++++++++++-+++++--+++++-++-++++++-++-++++++-++-++++++++++++++-++++++-++++++++-+-++++-++-++++-+-+-+-+-+-+++++++++++-++-+-+++--++++++++++-+++++--++--++++++-+--+----++++++++++++--++++++-+-++--+++-++++++-++++++++-+++++-+++-+--++++++-++++-+++--++++++-++++-++---++++++++++++-+-+++--++++++++++++++-+++--+-+-++++-+++++-++++++++-+-++-++-++-+++++++++++-+++++++++++-+++++++++++--+--+++++++++-++++-+++++--+-+-+++++-+-+-+++++-++++++-++++-+-++++--++++-++++-++++++++++++++
9,324,+-++++++++++++++++++++++++-+++-+++++++++++-++++-+++++--+++++++++++++++++++++++++++++--++-++++++++++++++++-++++++-++++++-++++++--+--+++++++++-++-++-++++--+++++-++++-+++++-+-+++++-+-+++-+++---+++-+++-++++++++++-++++++++-++-++++++++++-+-+++++++-+++++++-++++++++++++-++++++++-++++++++++--+++++++--+++--+++-++++++++-++---++++++++++++-++-+++++-+-++++++++++++-++++-+++-++-++++++++++++++-++-+++++--++-+++++++-+++++-++++-+++++++++-+--+-++++++-++++-++++-+--+-++++-++--++-++++++++++++++-+++++++++++++++-++++-+-+
10,292,++++++++-++++-++-++++++++--+++++-+++-+++++-+-+++++++++-+++++-++--++--++++++++++--+--+--+++-+++++-+++++++++++++++++++++++--++-++-++++-++++++-+++++++++-+-++--+++++++++++++-++++-++++--++++++++--++-++---+++++++-+++-+++++--+-+++++++++++-++++++++-++++-+++-+++++-+-+-+++++++++-++++++-+++--++-+++++++++-++++-++++++-+++++++---++++--++++--+++-++++++-+++++-+---+++++-++++++++++++++++-+++++++++++---++-++-+++++++-+-+-+++-++-+++-+++-+++++-++++-+++++-+-+++++++++++-+++++-+++++++-+++-++++--+--++++-+++++++-+++++++++
11,294,+-+-+-+++++-++-+++++-+-+-+--++++++++++++++++++++++++++-++++++++++-++-++++-++++++++++++++++-+-+-++--+++++++++-+++-+++-++++++-++-+++-+++++++++++++++--++-++--++-+-++++-++++++++--+-+++++-+++--+++++--+-+++++++++++-++++++-+++++++++-+++++++++-+++++++-++++++-+++--+++-++-+-++-+--++--+++-++++++++-++--++++++++++++++-+++++-++-+--+++-+++-++++++--+++-+++++-++-++-++++-++-++++--+--+++--+--++-+++++++++-++--+++++++++++++-+--++++++++++++++--++++-++++--+++++++++++++++++++++++-+++++++++++-+++++--++++++++++++-++++-++
12,324,++++++++--+++-+++++-++++++-+++-+++++--+-++++++++++-+++++--+-+++++++-+-+++++-+-++-+-+++-+++++++++-++++++++++++++++++++-+++++++++++++++++---++++++-+++++-++++++-+++-++++--++++++++++++++++-++++++-++--++++-+++++++++++-++++-++++++-++-+++++++++-+++++++-++++++++++++++++++++++-+++++++-++++++++++++++++-++--++++++++-++--++++-+++-+++++-++-++++++++-++++++++-+++++-+++++++-+++--++++--+++-+++-+-+++++-+++++-++-+-+-++++++++++++++-+-++-+++++++++++++++-++----++++++++-+++--+++++++++-++-+++++++++--+-++++++-++++++-+++
13,298,++++-++++++++++++++++++++-++++++++++++-+++-+++++++++++++-+++++-+--++-++++-+-+-+++--+-++++++++++-+-+--++--++-+-++++++++--+++-+-++++++++++++++-+++++-++++--+++++-+++++++++++++-++-++++++++-+-++-+++++++++++++-+-+-+--+-+++-+-+++-++++-+++-+++++-+++++++-++-+++++++++-++++-+-++++++--++-+++++-+++++++--+++++-+++++-++-+++-+--+-+++++-+++++-++++++++---++--+++--++++++++++++++++++++++++++++++++++---+++-+--+++++++++-++-+-++-+++--++--+-+++++++++++++-+++-+++++++++--++-++++++++++-++++-++++++-++-++-++++++++++++++++++
14,284,+-+-+++-+--+-++++++++++-+++-++--++++++++++++++-++-++++-+--+++++-+++++-++-+++-++-+++-++-+++-++++++-++++++++++-+++--++--+++--+++++-+++-++++-+-+-+---+++++++++++++++-++++++++++++-+-++-+--++++++++-+++++++++-+++++++-+++++++++++++++++-++++++++++-+-+-+-+-+-+++++-+++++-++-++++-+++--+++++-++--++++-+++++++--+-+++++++-+++++----++-+-++-++++-+++++++-+++-+++++++---++-++-++++++++-++-++-+++-++++++++++++++++++++-+-++++--++++++---++++++++++++++++-++++-++-+++-+-++++-+++++++-+-+-+++++++++++++++-++++++++-+-+++++-++++
15,290,+-++++++-+--++++++++--++--+++++++++++-+---+-++++-++-+++++++++-+++++++++++++++++-+-++++++-+--++-+-++++-+-++++++++-+-++++++++++++++++++++++++++--++-++++-++++-+++++++-+--+++-+++++++++++++++++++++-++--++++++++++++++-+++-++++++++-++++++++-+-+++-++++++-+++++----+++-++-++-+++++++-+++-++++++-++++++++++++++-+++++-+++-++-++-++-+++-+++-++++++++++++-++++-+++-+++++--+++++++---+++++++-++++++++++---+-++-++++-+-+++++++-+-+-+-++++--+--++++++++++++-+-+++--+++++++-++-+-++--+++-+++++-+++++-++++-++-+++++-+++++-++++-
16,282,+++-++++++++--+-+++--+-++-++-+---+++++-++++-++-++-++++-++++++++++++++++++-+-++++-+++-++++++++++-+++-+++++-+++++-+++--+++-++++-+-+++++++++-+++--++++++++-+-+-++-+---+++-++-+-+-+++--++-++-++-++++++++-+++++++++-++-+++++++++++++++-++-++-+++++++++++++++++-+++++++++-+-++--++-+-++-++-+-++++--+++++-+-+-+++++++++++++++-++++-++--+-++++++++-+++++-+++-++-+-++++++++++++++++++++-++-+-+-+-++++++++-++-+++++++++++++++++++-++++-+++--++++-+++++++++++-++-+++++++++-+-++++++-+-+++-++++---+++++++++-++++-+--++++++---+++
17,316,++++--++-+++++-+++++---++++++++++-+++-+-+-++++++-++++-+-+++-+-++-+++++++++-+-+++++++++-+++--+-+++++++++++-+++-++-++--+-++-++++++++-++-+++++++++-+-++++-+-+-+++-+++++++++-+++++-+-+-+++-+++++++++-++++-+++-+++++-+-+++++++++++-++-++++++++++++++++++-++++++++++++++++--+++++-++++-++++-++++++++++++-++++++++-+---+-+++++-+++++-++++++-+++++-++++++++-++++++-+++++++++++++++-+-+++++++++-+++++++-++-+++-++++++-++++-++++-+-+-+++--+++-+++++++++++++++++++-+++++++--+++-+++-++++++++++-++-++++++++++++++-+++++++++++-+-
