id,final_position,steps
0,34,--+++------+++----+-+++-+-++++++++-----+-+-+---+--++-+--+----++-+-+--+-+--+--++++--++--+-+--+--++-+-+-+++-++++-+-++-++--++-++-+--+++++-++--+---++---+++++-+-+-----++-+++++-+-++-++-++++-+-++++-+-+-+-+-+-++-+-+---++-+--++--++++-+-+-+++++--++--+---++++++--+++++--+-++-+++++-++-++-+++---++-+---++-+++-++-+
1,14,-++-++--+---+++-+----+----+++--+++-+---+--++-++--+++----+---+-+++--+-+++-+---++++---++--+--+++-++++++---+-+-++++-+++-+---+--+--++-+-+-++-----+++++----++-+-+--++-+++--++--++--+++++++++++---+-+++--+-+-++-+---+++-+++-+---++++-+--+--+++--+-+-++--+-+-+-++-+--+---+--+-++----+++-+-+--+-+++++--++++--++++---
2,-14,-++-++++++++----+-+-++--++++-+-++--+--++----+-+++-+++---+-+++---++------++---++--+++++-+--+--++---++---+-+-+----+-----+---++-+-+-+++--+---++-++-++---+-++--++--+---++--+-+--+--+-+++--+++---+++-+-++++---+-+--++-+++-++-----+---+-+++-+-++--++-----+-+++--++++-+-+-+---+--+-++-+++--+---+--+--++------+-+++-
3,28,++--+-+-+-++-+-++++---+-+++-+-+-+---+++++++-+++-++++-+++-+++-+--+--++++-+-+++-------+-+-+++-++-++-+++--+-++--+++------+-+++-+++-+-+--+-+-+-+-++++---+---++-++--+-+++++++-----+--++--+-+--+--+++++-+-+-+-++--+++--++-++--++--+-+-+-++++-+-+-++-++---+--+++++-+-+-+--++--+++---++--+-++++-----+--+--++---++++-
4,6,-++---+--+++----+++-+++--+-++++-----++-+--+-+++-+----+-+--+----+--+++-+--+++-++-----+--++++-+-++++---+--++++--+---+-+----+---+---+---+++++--+++-++++-+-+--+++++-++++--++-++++-+---++--+-++++-++----+--++--+++-+++++-+-+-++++-+++--------++---+--+-+--+++++-+--++-++++--+++-++-++++------+--+-+--++--++---++-
5,-4,+--++-----+-+---+--+-+-++--+-++----++++-++++-++++-+--+-++-++----+--++---+-++---+++----++--++-++++-----+---+++---+-+-++++++-++--+--+--+-+---+++--++--++-+-+--------+--+++-+++--++++++++-++-+--+-----+--+---++-++-+-+---++-+++-+++++-+--+-+-++--+--++--++----+--++-++-+--++---+--+-+-+-++--++-++++-++-++-+-+--
6,-22,--+--+++---+---++--+++--+---+------++--+++-+-+---++---+-+---+++--+++--++-++-+-++-+--+-+---+++-++++++-+++-+----+++-+-----++++-+++--+---++----+-+---++-+---+-------++--+--+-++-----++++++-++---++++++++++++++----++---+----+----+++-+++++--+-++---+----+------++----+--++++++---++-----++----++-----+-++-+++-+
7,-4,-+--------+---++-+---++--+-++-------+-+++-++-----+++++-++-+++-+-+++++--++-+++-+++++++-+-+-+----++-----++-+------+++---++--+---++-+++++-+-+++++----+-+---++++++--+-----+------+-++--+---+++-+--++---+-+--+--++----+-+-+--+++-++---+++++--++------+-+++++-+---++---+++--++++-+++-+++-++-+++-++++++----++++----
8,22,+-++++-+++-+-+-++---+-+++--+-+-+-+++++-+-+--+-++--+-+---+-+--++-+-++-----+-+-++--++-+-++-+-+---++---+++-++-++-----++-+--++---++-+--++++-+----+++++++++++-+++-+++--+-+++--+++-+----++---+++-+++--++++---+-++---+--++++-+-++--++++-+-+--++++-+-+++----+-++--+--+-+----++-++-++++-+--+-++--+++--+-+-+---+--+-++
9,-24,---+---+-+---+----++----++++--++-+-++---+++--+++-+-++--+-+++++-----++---++----+-+-+-+--++--++++-+------+-++------++++--++-++-+++----++--+--++----+++--+++++-+---++-+--+--+--+--++++--+++-++-+-----+-+-++++--++--+-+---+----+--++++---+-+-++-+-++++--++------++-+--+--++---+-+-++-++----++---+-++---+-+--++-+
