id,final_position,steps
0,62,+-+++++++--++++++-+++-++-++++++-+++--++++-++++++++++++-+-++++--++++++++-+++-+++++-++++++++++--++++++
1,52,+++-+++--++-+++++++++++++-++-+--+++-+++++++++--++++-+++--++++++-++++--+-+--++-++++-++-+++-++++++++++
2,62,+++++++++-++++++-++++--++-+++-++++++++++++++++--+++++-+-+++++++++++++++-+---+++-++-+-++++-++-+++++++
3,60,+++-+++-++--+-+++++-++-+++++-+++++++-+++++++++-+-++++++++++-+++-++++++++++-++++++++-+++++++----+++-+
4,34,-+-+-+++++-+++++++--++++-++++++++++-+-++----+++-+--+---++-+---+-++++-++--+++++-+++++++++--++--++++-+
5,48,++-+++-+++-+++-++--++++-++-+-+-++-++++++++++++++++-+++++++++--+--+++-++++-++++++++-+---+-++++-++-+-+
6,38,+-++-+-++-+++-+----+++++++++++-+--+--++-+++++++-++++++++++++-+++---++++-++---+++-++--++++++-++-+++--
7,42,+++-++++++-++++-+-+++++++--++-++--++++----++++-+++-+++-++++++-++++++-+-++-++++-+-+--+-++++--++--++++
8,58,++++--++-+++++-+++++++++-++-+++++--+-+++++++-++-++++-+++++++-+++++++-++-++++-++-+++++-+-+++-+++++-++
9,58,++-+++++-++-+++--+-+++++-+-+++-+++++-++++++++--++++-+++++-+++-++++++-+++++++++++++++--++++--++++-+++
10,46,+++--+-+---+-+++++++--+++++++++++++-+++-+++++++++++-+--+--+---++++-+++--+++-++-+++++++++++++++-++--+
11,52,+++++-++++++++-+---++++++-+++++++-++--+-+--+-++--+++-++++++++++-++++++-+++++++++-+++--+-+-+++++++-++
12,72,++++++--++++++-+++++-++++-+-++++++++++++++++++-++++++++-+++-++++++++-+--++++++++++++++++++-++++++-++
13,52,+++-+++-++++-+++++-+++-+++++-+++--+++-++++--+++-++-+++--+-+-++++-++-+++++-++++++++++-++++-+--+++++++
14,48,-++-++-+-++-++++---+-+--++++++-+++++++--+++++-+++-+-+++++++-+-+++++++++-+-++++-++++++++++-+-+++-+-++
15,54,+++++++-+++++-++--+++++++-++++++++++++++--+++++-+-++-++-++++++++--+++++++--+++-+++-+-++--++-+-+-++++
16,52,-++-++++++++++--+-++++++++--++-++++++++++-+-++-++--+++-+++--+-+-++-++-++++++-++++++++++++++++--+-+++
17,54,+++++++++++-++++-++++++++-+--+-++--++-+++-+++++--++++-++++++++++--++++++-++-+++-+-++++++-++-+-+++-++
18,34,--+--+---++-++++-++-+-+++-++++++--+-+++-+++-++++++++-+--++++++++-++++++++++++-----+-+----+++++-+++-+
19,52,++++--+++-+++++++-+++++-+-+++++++-++-+-+++-+++--+++++-++-++++-+++-+-+++++++-+++---++++++++++++-++--+
20,78,+++++++++-+++++++++-++++++++-++-++++++++++-+++++-+++++-+++-++++++++++++++++-++++++++++++++-++-++++++
21,58,+-++-+++++-++-++-+++++++++-+++-+++++++++-++++++++++-++++++++-++++-+--+--+++-++-+++++++-++-++--++++++
22,54,+-+++-++++-++-+-+++-+++++++++++-++++-++++++++++-+++-+++-++---+-+++++-+-++--+++++++++-+++-++++++--+++
23,40,-++-+++-+-+-+-++-+-+-+++-+++--++-+-++++-++-++++++-+++++-+--++++++++-+-++++++-+++-+-+++--+++-++++++--
24,58,+-+-+---+++-++++++++++-+-+-+++++-+++++-++++++++++++++-++++-++---+++--+++-++++++-+++++++++++++++-++++
25,52,+---++-+++++++++++++-+++++++-++-++-+-+-++++++++-++++--+++++++++++++--++++-+++++++++++++-+++---+-+---
26,46,+-+++++-+-++-+++++++-+++++++++-+-++-+++--+++++-+-++-----+++-+++-++++-++++-+-+-+++-++++++--+++++-++++
27,56,++-+++++-++++-+-++++-+++++-++-+++++-++++++++----++-+++++-+--+-+++-++++-++-+++++++++-+++++++-++++++++
28,56,++++++++++++-+-+++++++++++-+--+++-++++++-++-++-+++-+-+-++--+++++++++++--+++++++++++-++++++--+-+++--+
29,52,+-+++-++++-++--++++++--++++-++-+-++++++++++++-+++-++-+++++-+--+++++-++-++++-++-++-+++++++-+++++-++-+
30,52,+++++++++++-+++-++++-+-++--+++++-+++-++++-++-++++++-+++++---++++-+++++++-++-++-++++++++--+-++++---++
31,56,+++++++-++-++-++++++--++-++++++++++-+-++----++-+++++++-+-+-++++-++++-++++++++++++++-+-++++++++-++-++
32,46,+-+++-+-++++++++-++-+++++-++++++-++++++--+--++++++++--++++++++++-++-+++++--+++--+-+-+---++-++-++-+++
