id,final_position,steps
0,240,--+++++-+++++-+++++++++++++++-+-++-+--+++++++++++-++-+++++-++++++-+++++-+++-+-+-+-+-+++++-++++++-++++++++-+++++-+++---+-+++++++-++++++--+++++++-++-+++++++-+++++++++-++-++-++++++-+++++++-++++++-+-+--+++++++++-+++++++++-+++++++++++++++++-+++-+++-++-++++++++--+-+++++++-+--+++++++-+-+++--+++++++++-+++++++++++++-+-++++++++--+-+++++-+++-+-++-+-+++++--+-++++++-++++++++++++-+++++---+++-++++++++++-+++++-++
1,236,+-++++++-+++-++-+-++-+-++++++++-+++++++++++++-++++++++++++-++-+++++-++++-++--++-++++++-++++++-++++++++-++++++-++-+++-+-++++++++-++++++++++++++-+++++-+++-+-++++-+-+++-+++--+++-++-++++-++-+++++++-++--++++++++++-++++-+++++-+++--+++-++++++--++++++++-+-+-+++++-+--+++-+-+-+++-+-+++-+++++++++++-+++---+-++++++-+++++-++-+++++++++++-++++++-+++++++-++++++-++++++-+-++-++++++++-+++++-+++++++-+-+++-++++-+++-+++
2,216,+++++++--+++++++++++++-+++++--++++-+++++++-+++++-+++++++++++++-++++++-+--+++++-+-+-+++++-++-++---+++++++++++-+-+++++++--+++++-++-++++-+++-++-++-++-++++-++++---+++-+++-+++++++++--++++-++++++-+++-+++--+-----++++++-++++-++++++--+++-+++++++++++++++-+++++++-++-++++++++++--+-++-+-+++-++-++++-+++++-+++++++++-++++-+--+++-++-+++++++--+++++++++++-++-++++++++++-+++-++++--+++-++----++++-+++--++++-+++++-+++--+
3,238,+-++++++++++++++++++++--+++++++++++-++++-++-++--++++++-+++++-++-+++-+-+++--++++++++--+++-++--+-+++++++-++++++++-+++++++++-+-+++-----+-++++++++--++++++++++-++++-++++++-+++-+++-+++++--++++++++++++++++++++++--+-+++-+++-+++++++++++++-++++++++-+--++-+-++++--++----+-++++-++++-++++++++++++++-+++++++++-+++++-++++-++-+++--++-+++++++++++++-+-++---+++++-++++++++++++++-+++++++-+++-+++++--++++++++++-+++++++-++
4,228,++-+-+-++-+++++++---+++++++-++++--++++++++++++++---+-+++++--++--+++-+++++-+++++-+-+++++++--+-+-+++++++-+++++++-+++--++-++++++++++---++++--+++-++-+++++-++++-+++++-++-+++++-+++++++++++++++++-++++++-++---++++++++++-+++-++--+--+-+-++++++++-++-+++-++++++++++++++++-+++++++++---++-++++++---++-++++++++++++-+++--++++-+++++++++++++-++-++++++++--++++++++-++-+++++++++++++++--+++-++++++-+++-++++-++++++-++-++++
5,226,+-+++-+-++--+-++-++++-+-++++++++--+-++++++-++--++-+--++-+++++++++-++-++++++++++++++++++++-++++++-++++++--++++-+++++++++++++++--+++++-+-++-++++--++++++-++--++-+++++--++++++++-+++++++++++--+-+++--++++++++++--+++++-+-+-+++++-++++++-+++++++-++-++-++++++++++-++++++-+++-+++++++++-+-+++++++++-+-+-+-++++-+++-++++----+++++----+-+++++++--+++++++++-++++++++--+++--+-+++++++++++++++++++++++--+++-++++++++-+++++
6,250,+-+-++++++--+++++--+-+-++++-+-+++++++++++++++++-++++--+++++++++-++++++-++++++++++-+++++++++-++++-+++-++++++++-+++-+-+++++++++++--++++++-++-++++++++-++-++--++-++++++-+++++++++++++-+++++++++++++++++++++++++-++++-+++++++--++-++++-++++++++++++-++++++++++--+++-+-++++++-++++++-++++++++++++++++++--++++-++++++-+-++--++++++++++++++--+++-+++++++-+-+++-++-++++++++++---+-++++-++-+++++--+--+++--+++++++-+++--++
7,262,+++++++++-+-+++-++-+++++++++++-+-+++++++++++++++-+--++++-+++++++-+++++++++++++++++++-++++++++++-++---++-+++++++-+++-+--+-++++-+++++++++++++++-++++++++++++++++++-+++++-++++--++-++-+++--+++-++++++++++--+-++++++-+-++++-+-+++++-+---+++++++++++++++++++-++-+++++++++++-+++++-+++++-++++-+++++++++-++++++++++++-+-+++++++++++-++-++++++++++++++++--+++++-+--+++-+++++++++-++-+-+-++++++-+++-+-++++-++++++++++++++
8,238,++++++++++++++-++++-++++++++-+++++++-+++--+++-++++++-++-++-++-++++-+++++-+-+++++++++-+++++++--+++++++++-++-+++--++-+-+-+++-++++++++++++++-++++--+-+++++++---+++++++++++++++++++++++-+++++++--++-++++-+++++-+++++-++++++++++++-+-+-+++-++++--++++++++-++-++++-+-++-++--++++---++-+++++--+++++++++-++++++-+++++++-+++++---++++++++++--+-++++++++-++++++-+++++++-+++---++-+++++++++--+-++++++++++-++++++++++-+-+-++
9,248,+++++++-++++++++++++-+++++--++-+++++++++-+-++++--+++---+++++---+++++++++-+++++-++++++++++++++-+-+--++++++++--++-+++++++--+++++++++++++++++++-+-++--+++-+++++-++++++++++++-++++++++-+++--+++++++++++--+-++-+++++++++-+++-+-+++++++++++++--++-+++-+-+++++++++-+++-+-+-+++++-++++++-+++++++++--++-+++-++-++++++---++++++++-+++++-+++++-+++++-+--+++++--++-+++++-+++++++++++++++++-+-+++++++++++-+++++++-+++++++++++
