id,final_position,steps
0,356,++-++++++++++++++++++++++++++++++++++++++++++++++-++++++++++++-+++++++++++++++++++++++++++++-++-+++++++++++++++++++++++++++++++++++++++-++++++++++++-++++++++++++++++++++++++++++++++++++++++-+++-+++++++++++++-++++++++++++++++-+++++++++-++++-++++++++++--+++++++++++++++++++++++++++++++++++++++++++++++-++++++++++++++++++++++++++++++++++++++++++++-+++++++++-+++++++++++--+++++++++++++++++++++++++++--+++
1,362,+++++++++++++++++++++++++++++++++++++++++++++-+++-++++++++++++++++++++++++++++++++++++++++++++-+++-++--+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++--++++++++++++++++++++++++++++-++++++++-+++++++++++-+++++++++++++++++++++++++++++++++-+++-++++++++++++++-++++++++++++++++++++++++++++++++++++++++++++-++++++++-+++++++++++++++++++++++++-++++++-+++++++++++++++++++-++++++++++++++++++++++
2,368,+++++++++++-+++++++++++++++++++++++++++++++++++++++-++++++++++++++++++++++++++++++-++-+++++++++++-+++++++++++++++++++++++-++++++++++++++-++++++-++++++++++++++++++++++++-+++++++++++++++++++++++++++++++++++++++++++++++++-+-++++++++++-++++++++++++++++++++++-+++++++-++++++-+++++++++++++++++++++++++++++++++++++++++++++++++++-++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
3,368,+++++-+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-++++++++-++++++++++++++++++++++++++++++++++-+-+++++++++++++++++-+++++++++++++++++++-++++++-+++++++++++++-+++++++++++++-+++++--++++++++++++++-++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-+++++++++++++++++++-+++++++++++++++++++++++++-++++++++++++++++++++++++
4,360,+++++++++++++++++-++++++++++++++++++++++++++++++++++-++++++-++++-+++-+-+-+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-+++++-+++++++++++++++++++++++++++++++++++++++++++++++-++++++++++++++++++-+++++++++++-++-++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-++++++++++++++++++++++++++++-+-++++++++++++++++++++++++-+++++++-++++++-+++++++++-+++++++++++++++++++
5,346,+++++++-++++++++-++++++++-+++++++++++++++-+++++++++++++++-++-+++++++++++++++++++++++++++++++++++++++++++-++++++++++++++-++-++++++++++-++++++++++-+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-++++++++++++++++-++++-++++++++++++++++++++++--++++++-+++++++++-++++++++++++++++++-+++++++-++++-++++-++++++++++++++++++++++++++++++++-+++++++++++++++++--+++++++++++++-+++++-+++++++++++
6,356,++++++++++++-+++++++++++-+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-+++++++++++++++++++++++++++++++++++-+++++++-++++-++++-+-+-++++++++++++-++++++++++++++++++++++++++++++++++-+++++-++++++-++++++++++++++++++++++++++++++++++++-++++++++++++++++++-+-++++++++-++++++-++++++-++++++++++++++++++-+++++++++++++++++++++++++-+++-++++++++++++++
7,350,+++++++++++++++++-+++++++-+++++++++++++++-+++++++++++++++-+++-+++++++++++++++++++++++++++++++++++++-++++++++++++++-++++++++++++++-+++++++-+++++++++++++++++++++++++++++++++++-++++-+++++-+++++++++++++++++++++++++++++++++++-+++++++++++++++++++++++++-++++++-++-+++++++++++-++++++++-++++++++++++++-+-++++++++++++-+-++++-++++++++++++++++++++-+++++++++++++++++++++++-++++++++++++++++++++++++++++++++++++++++
8,364,+++-+++++++++++++++++++++++-+++-+++++++++++++++++++++-+++++++++++-+++++++++++++++++++++++++++++++++++++++++++++++++++++-+++++++++++++++++-+++++++++++++++++++++++-++++++++++++++++++++++++++++++++++++++++++++++-+++++++++++++++++-++++++-+++++++++++++++++-+++-+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-+-+++-++++++++-+++++-+++++++++++++++++
9,370,++++++++-++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-+++++++++++++++++++++++++++++++++++++++++++++-++++++++++++++++++++++++++++++++++++++++++-+++-+++++++++++++-+++++++++++++++++++++++++++++++++++++++-++++++++++++++++--+++++++++++++++++++-++++++++++++++-+++++++++++++++++++++++++++++++++++++++-++++++++++++-+++++++++++++++++++++++++++++++++++++++++++++++++-+++++++++++-+++++++++++++++++
