id,final_position,steps
0,22,+++++--+-+---++++-+-++------+--++--+-+-+-------++++---++++++-+++++---++++-+++-+---++-++++++++--+---++----++++----++++--++-++-++++---+-++-------++-+-++-+++-++++-++++--------+++++++++--++-++-++-++++---+
1,-28,---+---+++++-+-++++-+-++-+-+-----+--++------+-+--++------++--++---+-+++--++---+-+-+++++--++-+---++----+-+----------+-+-+-+-++--+++-+-+++---+++---+-------+-+-+-+----+++-+-+++------++-+-+-+-+--+--+++-+-
2,38,+++-----+++-++-+--+-+---++++-++++++--++++-++-++--+++-++-+-++-++++----+--+-+-+-++----+-+++-+++-+-+--+++++-+++++++--++++-+-++-+++++++++--++-+++++-++-+---+----+-+----+----++-++++-+-++-++-++++--+--+++++--
3,14,++-------++--+++++--++---+-+-++++-+--++-+--+--+--+++--+++++++++-+---+++--+-+-+-++---++---++++--+-++-+---++-+-+-+-+-++++-+-+-+-+++-++-+-+---+--+--+---+--+---+-++++++++-++--+++++-+-+--+++--++++-++-+----
4,38,--+++-+++-++++--+---+++--+-+-++++++-++--+-+++-+-++--+++++---++-+-+++++++-++-++--+--+----++-+++-+-+++++-+-+--+-++++--+++++---++++-+--+-+----+++-+++---+-+--+---+++++-+++-+-++--+++++++--+--+++--+-+++++--
5,20,+++---+---+----+-----++--+++-++-++++++-+-+--++++++--++++-+-+++++--++----+++-+++--++++--+--+-+-++-+-++--++-+-+++-+---+++++-+-+-+---+++-+---++--+++++--+--++++--+-++-+-++-++++-+++--+----++----+-++--+-++-
6,46,---++---+-++--++++++++---+++--++-+++-+-+-+---+-++--+---+++--++-+-++-+++-++++--+---++-+++-++++++++++-+++-++-++++--+-++-+-+-++++--+--+-+--+++-+-+----++-+++++-++-+++-+++-++++-+++-+++++++----++++++++--+--
7,30,--++-++-+++-++++-+-+---+++++-+---+-+++++-++---+-+-++-+--++++++---+-+++-+--+--++-+++++-+-++--+++-+++-+++--+-++-++-++-++++--+--+++++-+--+++-+++-+--+--+-----+-+++-++-+-++-+-+-++++-++---+---++----+--++-++
8,12,+-++-+--+--+-++-+-+++--+-+-+-+-+---+---++--+++-++-+-+-----+--+++++++++---++++---+--+++-++++----+--+--+-++---+-+++++++++--++-++-+++--+-+-+++-++++-+++--------+++-+-+--+-++++--+--+--+---+-+--+-+--++-++++
9,20,+-+--+++++-+++++--+-++-++++-------+-+-+--+++--++++-++--++---++-++-+--+--++-+-++-+--++--+-++-+--++++++-+++-----+--+-+----++-+-++++-+++++--+-+-++++-+-+-------+++++++++--++++-++---++------++++-+--+-++++-
10,24,+-++-+---+--+-+-++-++++--+++-+-+++----++---++-++-++--+++---+-+-+-++++++-+-+++-+-++-+-----+++++-+++++----+--+-+-+-+++-++-++-++++--+++-+-+++-++++-----+-+-+++++--++---+++---+-+-++----++++-++-+-++-+-+-+--
11,4,---+++---+--+--+--+--+++---++--+--++++++-++---+++++++-+--+-++++--+--++-+++++++-++++-+-+--+-+++++--+-+--+-+---+-+-++++++----++--+---+-+--+---++--+--++--+-+++-++---+---+-+-+-+--+--+-+----+--+-+++++--++-
12,12,--++-+++++++----++-+-+--++++++-+----+-++++++-+-+-++++++--+-+---+++++--++-+-+--+--+-+-+---++++++++-++-++-++-++-+++--+-++-++------+-+--++++-----+--+-+-+++++-------+--+-++---+-++++-+----+--+-+-+++-++----
13,38,++++-+-+-++++-++++--+++-++++-++-+--+++-+++++++++-----+--++++--++++--+-++++++--++-----+++--+---+++++-+++-+--+-++++++-----++++---+++-+-+-+-++---++-++---++++++---+-+--+--+---+++-++++-++-+++---++-++-+++--
14,0,--+++-++-+-+-+++--+-+--++-+-++-----+--+++++---++--+-++-+-++---++---+++++-+++---++-++----+-+--+--+--+---+-++-++-+------++++++--+--++--+-+--++++++----+++-++----+--++--+++-+---++-+-+++--+-+--++-+-+-+--++
15,24,+++-++++-++--+--++----++-++++--+--++++--++-+-+-+-++-------+++---++-+++-+++++-+++---+-+-+--++++++-+-+-+++++-+++-+---+++-+--+---+--++--+++-+++-+---++---+-+++--+-+++--+-+++++-++--++--+++-++-++--+++--+---
16,54,+--+++--+++++++-+++--+-++-++--+--+++++++-+++-+-----+-++-+++++++++++++-+----+++------+++++-++++-+++--+-++---+++++++-+-+-++++-++---+--+++--+++-+-++++--++-++++++++-+-+-------+++-++-+++-+++--+-++++-++++++
17,18,+++-+-++++-+++--++--++---+++-++++--+++-----+++-+-++-----+----+---++++---+-+--+--+++--+--+--+--+-+++++--+-+--+--+++-+--+--+++---+++++---+----+-+--+-+++-++-++-++++++---+-+-++--+-+++++++-+++-++++-+++--++
18,30,+-+--++-+-+++-+++++-+++-+--+-+++++-+++++--+++++-------+-+++-++-+-++----++++++++-+-++-+-----++-+++---++++-+-++++++++-+----+-++-+-+-++++++-++++--+-+++-----+++-+++-----+++---+-++-----+-+++-+---++++---+-+
19,32,++--+++++++++++--+++++--++----+++-++-+--+-+++-++--+---+--+-++--++----+-+-+-+++-+-+---+-+--++++++++-++++-++-++-+-+---++-+--++-++---+-++--+-+++++++--+--+++++-+-++-+++++++----+-+++--+++-+--+-+-+-+-+++---
20,32,-++++++++++-+--++++-+--+--+-++---++++--+--++-+-++-++-++--+-+++-+-+-+-+--++++-++++-+----++--+---++-+++++-++++----+--+++-+-++++++-++-+----++---++-+++-++++-+---+-+-+-+++++++--+++-+--+---++--+-+-++--++++-
21,12,+++--+--+--+-++-+-+++--+++++++++-+-++++-+++------++--+--+---+-++-++-++--+--+----+++++-+-+-+--+-+-+++--+-++-+++---++-+-+++-----+++++-++-++++--+------+++-+------++---+-----++-++-+++--+++-+-++-++-+++-++-
22,18,++-+---++-+--++--+-+++-+++++----+-++++-+---+--+-++++++++-+--+-+-+---+--+-+--++--+++----+++-++-+---++--++++--++++++++-++++-+--+----+-++-+++-++++--++-++-+-+++++--+-----++-++-+++--++------+++--+-+-+-+-+-
23,16,--+--++--+-++-++++----+-+-+--+-+-+++++---++++++++++-+--+---++-+-+-+--+-+------++++-+++++-+++--+--++---++++-+-++-+-++++--+-+-+--+-+++--+-+-+++-++-+-+--++-+-+-+---+--+++---+-------++-+++-+++++--++++--++
24,32,+--+---++-++-+++-++++--+---+--+++++-+++-++++-+-+++--+-+++-+---+--+++-++++-+++--+---+-++-++-+++-+-+++---+++-++-+----++--+---++--++---+++-+--+++++++++++++-+--++-++++++-----+--++-+++-+-++---+-+-++++--++-
25,12,++---++-+++++-+-+-++----+-+---+-+--++++---++++-+-----++++++-----+-+-++-++++-+----+---------+--+-++++++-+-+++----+-+++-+-+++++-+----+-+-+-++-+--+-+-++++++---+++++-++-+-+++---++-+-+++--+-++--++---+++++-
26,18,+-++----++-++++++--+--+++-+-++++---+++---+--+-+++--++-+++-+--+++-+----+-++-++---+-++--+--+--++--+-+++++-+-+---+-+++--+++-+--+-++---+++-+++++++-----++-++++++--+--+-+++++----++-++-+--+-+-++-+-+---++-+-+
27,14,-++-++-+-++++++------++---++-++----++--+--+-+++--+--++++++-++-++++-++++-----++-+++--+-++----+++-+---+-++++++++-+++-+-++++--+++------+-++---+++--+-+--+-+--++-+-+--+++-----+-++-++-++-++---+++++-+----++-
28,32,------++++--+--+-+-----+--++-++-+--+++-++++-++++++-+-+++---+--+-+--+---+++----++----++++---++++-++--++--+++-+++--++-+-+++++++-+-+-++++-++++-+---+++-+++++---++-+-++-+-++++----+-++++++-+++++-++--++++-++
