id,final_position,steps
0,164,--+-+-++--++++-++++++++-+++-++++++++-++++-+++--++++++++++++++++++-+-++--+++--++++++++++-++-+-+++++++--++++-+++++++-++-+--++-+-+++++-++-+++-+++++++++++++++++++-----++++++++-+-+++-+-+-+++++++-+-+--+++++-+-+--+-++++++++++++--++++++++++-+-++++-++--+-+-+++-++++++-++++++++++++-++++-+++++++++-++++++++-++++
1,138,+-++--+-+++++++++++-+++++++++-++++++---++---+-++++++++++--++++++++++-++++-+++++-+++++++-++-+-+-+++++++++++-+-+-+-++-++++-+++--+-++++-+++-++++++-+-+---++++++---+--+++-++-++-++++++-+-+-+-+++++-+++++-+-+-+++-+-+-+-----++-+++-+-+++++++++++-++++++--++++--+++++--+++++-+++++++-+--+-+++-++-+++++-++++-++++++
2,106,-+-+-+-++++-----+++++-+-+++----+++-+--+++++-++++++++++-++++-++++++-+-++++++++++--+++++++++++---++-++-+--+++++++--++++++-+++++++++--++-+--+--++++++--+++---+-+++++++++--+-+--++++-----+++-+---+++++-+--++-+++++-++--++--+++++-+++--++++-+++++-++-+++-++-++--++-+++-++++++++-++---++-++++++-++-+--+-+-++++--+-
3,116,-++++++-++--++-+-++---++--+-+--++-++-+-+++++-++++--+--+-++++---+++++-+++-+++++++++-++++-++---+++--+++++++++++-++++-++++++--++-++++-+-+-++-++-+++++--++++++--++++--++-++-++++-++++++++-+-++--++-+++--+++++++++++-+-++++---++++--++-+++++-+-+++-++--+++++-++--+-+-+++++++++++-+-++++-++--+++-+++-+-++++-+----+
4,88,++--+++-++-+-+-++++++-++-+++++-++++---+++-++++--+-++++++--+--+-+++++-+-+++++----+-+++-+-++++-++-+-+--+++----+-+-++++++-+-+--++++-++----+++-++-+++-++-+-+++--++-+-++++-++-++--+-++-++--++-++-+++++++++++++--+++-+--++-+-++++++-+-++--+-+-+--++-+-++++-++-+-+++-+++-+-+--+--++++++-++-----+++--++++++-+++++++-
5,100,-+-+++-+++++--+-+-+++-+-++-++++-++--++-+++++--++++++-++++++++--+--++++--++++-++++++-++-+-+++++-+++++--++--+++-+--+-++-++--+--+-++++--+-++-+++++-+---+----++++++-+-++++-+++-++++-++++-++++-++-++-++-+--+++-+++-+--+++-++++++---++--+++++++-++++-+-+++++++++++++-+---+--++--+++++-+++--++----+++++++-++----++-
6,138,++-+-+-+++---+++++++++-+++-+++++++++++++-++++++-++--+-++-+++---+++++++----+++-+++-+++++++-+--+-++++-+++++-++++---+++++++++++-++-+++-+-+++-+++-+++-+++-+-++-+++-++--++++++++++++++---++++-+-+++++++--+-+++-++++-+++++++--+-++++-+-+-+++-+++++++-+-+--+-+++-+-+++++++--++-+++---+++-+++++---++++++++++++-++-++
7,120,+---+++++-++++++++++-+-++++-+-+++++--+--++++--++++--+-+++++++++--+-+++-++-++++++++++++++--+++-+--++++++++++++++-+-+++++++---++---+--++-++-+++-+++++++-+-++++++-+--+++-+--+-++--++++--+--++--+-+-+--++-++-++-+++-+--+---++++++-+++--++++++--+-+-+++-++-++-+++-+--+++++++-++++++++-++++++++-++++++-++++-++--++
8,148,++++-++++++++--++-+++-+-+++-+-++++++--++++++++-+-++++++++-+-++++++-+++-+-++--+-++-++-+-++++--+---+++++++-++++++++--++++-++-+++++--+++--+-++-+--++-+++-+--+++++++-+++++-+-+-++++++++++++++-+--+++--++++-++-+++-+++++++++++-+++++++++-+++++++++++++--+++++++++-++++++++++++-+-++++++++-+-+-+++-++---+---+++--+
9,110,--++++++++--+-++-+++--++-++-+++-+-++++-++++++----++-+-++-++--++++-+++++-++++-+-++-+-+++-++-+++++++++-++-++-+++++-+++-++-+-+++++--++++--+--++-+++--++++++++-+++++++++-++++--++++++----+-+-+-+-++++++---++-++---++-+++++++---++++++--+-++++++-++---++-+++-+-++-++-++--+++++++++-+-----+---+++++++++-++++--++++
10,124,++++---+-++++-+++++++-+-++-++-+++--++++++-++-+++++--+-++--+++---+-++-+++++++--+-++++++++++-+++++--+++-+++++-+++-++-++++++++++-+++++++---++++++---+-+-+++++++++-++++++-++++-++++-++++---++++-+++----++---+++-+++--+++++-+---++++-+-+++-++-++-+++++++-+++++++---++-++-++++-++++++-++--++-+-++++++++------++++-
11,116,-++--++++-+-+++-++++++-++++--++--+++-+++-++--+++++-+++-+-+++--+-+-+++-+++++-+-++++-++--+--+-+-++++++++++++--+-++-++-+++-++-++++++++-+--++-+++++----++-++---++-+-+++++++++-++-+-++++++-+++++++++-++++---++++-++-+++++--++-++-++++-+--+-+-++-+-+-+++--+++--++++++++++++---++++++--+++-+++++++-++-++++-+-++-+--
12,128,-+-++++++++++--+++---+--++-++++-++---+-+-++-+++---++-+--+++-++--+-+--+++++++++----+++--+-+-+++-+++++++-++-++++-++++++-+++++-+-++-+++-+++--++-++++++++++-+-++-+++--++++++--+++-+-+++-+++++++++-++++++-+++-+-+++++-++++++-++++-++-++-+++++++-++-++-++++-+-++--+++-++++-+-++-++---++++-++++-++++++-++++++++++-+
13,128,+--+++++--++-++++-++++++++-++++--+-+--++++-+++++++++--++--+-+-+++++++++++----+++-+--+-++-++--+++++++++-++-+++++---++++++++-+-+++++++++++-++-+++-+--++---+++--+++-+-+++++--++++++-+++++++++---+--++++++++++--++-+++--++-+++++++-++-+++++-++-+++++--+++-+-+-+-++-++++-++++-+++++++++++++-++-++++--++++-----+-+
14,122,++-++++++++--+-+++-++-++++++--++-+-+++--+-+---+-+++-+-+++-+-++++++++-++++++++-+-+-++++++-++++-+++++++---++++++-+-++++++-+-+-++++-++++--+++++--++++-+-+++-+--++++-+-+++++++----++-+++---++-+-+-+---+-+++++-+++++--+--+-++++++++++++--+--++++++--+++++++++++++-+--+++-+++-+++-++---++++++++++-+++++--+++--+++-
15,98,+++--+++-+-+--+-+++--++++-+++++++++-+-++-+----+++-++---++++++++++--++++++-++++-+--+-+++++--++++-+-+-+++++-++-+++-+-++-+++++-+++++++--+--+++---+-++-+++-+-++++---++++-+++++++----+-+----+-++++++-++-+-+++-+---+--+++-+++-+++--+-+++++++++---++-+++-+--++++++-++++---+--+--+++++++-+--+++++++++++--++++++--++-
16,110,+-+---++++++++++-+-----+-+++-+++++-+-++-+-+-+++-+-+-+-+-++-++++--+++++++-+-++++++--+--+++-+++-+++++++++++--+-++++++++++--++++++++++-+--++-+++-+--+-++-+-++--++++-+-+--+++-+-+-+---+-++-+--++-++-++--++---+++-++--+++---+++-++++++++++--+-+++++-++-+++++++--+-++-++++++++--++++++-++++++++++++-+-+++++-+-+-++
17,118,+-+-++-++-++-+--+-+-+++++--+++++-++-+--++-++++-++-+-+++++++-++++++-+---++++++++-+++----++---++----+++++--++++-++++++---+++++++-+++-+++--+-+++++++++-+++-+--+--+++++++++++-----+++++++++--++++--++--++++++-+-++-++++-+--+-+++-+-++--++-++++++-++-+--+++++++++++-++++-++-+++-+-+++++-+++--++++-+++++-++-++++++
18,96,+++--++++-++-+-++++-++++-+++-+++++-++++-++-+--++++-+++--+-++++++-++++-++++--++--++-+++++-+++++----+-+-++++++-++++-+++++-+-+++-+-+++-+-+-+-+++-+-++-++---+---+-+----++-+-+--+--+--+++-++---++-++++++--++++++++---+---++++++++-++++---+++++++-++++++--++++-++-++++++-+--+-++++----+-++-++-++++-+--++++++++---+
19,112,+++++--+-+-++---+-++--+-+--+-++++-+++-++++++-++-++++++-++++++-+++-++---+--++-+-+-+++-++-++++++++-++--++++-+++-+--++++-++++-++-+++++----+-++--++--++++++++--++++++-++++++-+-++-++-++-++-++++-----++++-++++++++--++-+++-+-++++++---+-+++-++-++++++++++++++++-+----+-+-+++++--+-++++++++++++-++-+-+++-++-+++---
20,132,-+++++++-+-+++--+++-++--++++-+++++++++--+-+++-+++++----++++--+-+++-++--+-++++++++-+++++--++--++-+-++----+++++++++++-+++-++--++-++++++-++++------+++-++++++++++-++-+-----+++++++-++++-++++++++-+++++-+-++---+++++++++++-++++-+++-++-++-++++++-+++-+++++-++++---++++--+-++-+++++++-+++-++++++++++++-+-+-+++-++
21,116,-+++-++++-++++++++--+--++++-++--+-++++-+++++----+-+-++-+++-+++++++++--+++++-++++++++++++-++++-++++-+++-+--++-+++-+++-++++++++++--+-+-+++++-+-++--+--+-+-+++++++--+++--+--++-+-++++-+-+-+++++++---++-++++++-++-+--+-+++-++++-+++-+-++++-+++++++--+--++++-++-++--+-++--+-+++-++++++--++-++++-++++++-+++---+--+
