id,final_position,steps
0,86,--+-+-+++-++++++--++++++++-+++++-+++-+-+++++-+-+-+-++--++++----++++-+++--+--++-+++-+++-+-++++++++-+-+-+-++-++-++---+-++-+-+++-+++-++----++-+++++-+--++--++++----++++-+--++++--+-+++-+++++++-+---+---++--++-+--+--+++++--++++--++++++-+++--+++++++-++-+--+-++--++-++++--++-++--++++-++++-+-++++-++++-+--+-+++
1,84,+-+------++++++-+--+--++--+++++++---+--+-++--+-+++-+--++-+++--++++++---+++-++-++--+-+--+++++--+++++----++--++++++-++--++++----+++--++--+-+--+++++++-+++-++++--+--+++++--+--+++-+++--+++-+-++++-+++-+++-+-++++++-++++++-+++++--+-+-+++++-+-++-+++++-+-++++++++----+-+++--+-+++++-++-++-++--++-+++++++++++--+-
2,116,+-+++-+-+++--++-+-+-++-++++++++--+-+--++++-++-++-++-+++++++---+++--+-++---++++++++-+++++++-+++--+++--+--+-+-++++++-++++++-++-+++-+++++-++++++++++-+++++++-+++++--+--+-+++--+-+--++-++++++-+-++++--+++-++-++-++--+++++-+++-++--++--+++---+-+++++++-+-+++-+-++++++-++++++++++--+-++-+-+-+++++-++--++--++--++++
3,74,++++++-+-++---+++++++++-+-+-++-+--+-++--++--++++++-++-+++-+++---+-++-+-++++++++---+-+-+-+++--+--+--+-+--++-+-+-+++++-+++-+--++++-+--+----++++--++-+++--+++-++-+++++-+-+++--+--+--++-++-+-+---+++-++-+-++++-++-++++++++++-+-+-+-+++-+-+++-+-+-----+++-++++---++-+++--++-++-+-+++++---+-++-+++-++++-++-++--+++
4,108,++-++-++++-+----++++++--++--+++-+++++-++-+-+-+-++--+--++-++++--+-+-+++++++-++++--+-++-++-+-++++--+++-++++-+++++-+++++-+-++++++++--+++++++++-+--++-++++-+-+++-++++++++-+-+-+-++-+++-+-+++++++-++-++-+-+-+--++++-+-++-+-++++--+-+--+++++++-++-+---++-++-++++-++-++++-+-+++-+-+--+++-+++++--+++---+++++++--+-++
5,86,-++++----++---+-++-++--++-+++--+++--++--+--++--+-+++---+++++--+++---+++--+-+---++--+++++++-+-++-+-+++++-+++++++++-++++--+-+-+-+--+-+-+++++++--+-++--++++-+++++++++-++++--++-+++-+--++++-+++-+++++++++-++-+++++++++---+-++--+++++-++++--+++-++--+++-+--+++--++++++-+++-++++++-++-++-+--+-++-+--+-++-+-+++----
6,72,+++-++----++-+---++-+---+--+--+-+++--++++-++-+-+-+++-+-+++++++--+++-++++-++-+++----+++-+-+---+++++-++-+--++-++++-++++-+++++-++++++++-+-++-++++++-+++-++++++--++++--++++-+-+--++++--+--++--++-++-++++-+++++++-+-+++--+-+--++-++-----+++++-+--+-+-+-+-+++----+++++--++--+-+++---+-+++++-+-+-+-+-+---+++-+-++-+
7,84,++++-++++-+-+++++++++-+++-+++++-+++--++++++-++--+++-++-++-+++-+-+++-++-+++++++----+--+-+-+----+-+++-++--++++--++--+-+-+++++--++++++++-+-+++-++++-+++-+-+++-+++----+-+--+++++++++++---+++++-----+-++--++++-+++++-+---++++--+++++-+--+++-+++-++-++++++---+++---++-+-+-+--++++-+-+++++++--+-++-+-----+-+--++---
8,98,+-++++-++++++++++++-+++++-+-+++-+++++-+++-+++++++++--+++--++-++-++--+-+++---++-+++++--++-+++++-++++++---+--+++-+++-+++++++++--+--+--++++--++---+++++++--+++-++++----++-++++++++++++++-++++-+-+--++++++-+++++-+----+----+-++-++-+++-+++---+--+-++-++++++-++-+-++-+-++-----+--+++---+++-++--+-+++++-++--+-+++-
9,122,+++++-+++-++-++++++-++-++++++--+++-+++-++++++++-+++-++--++-++++--+-+-++-+++++--++++-+-++-+-+-----+++++++---+-++---+++-+++++++--++++-++-++-++++++++-++++++-+-+++++-++++-++++-+-++---++-++-++--++++-+++++-+++---++++++++++++-++++--++++-+-+++++-++++-+++-+-+-++++--+-++-++++---+--++--+++++++++---+++-++++--++
10,76,-+-+-++--+++++++++-+++++-+--+-+++-+++-+--+-++++++++-+-+++--+-+-++-+-++-+-+++++--++-++-++---+-++++-++-++++++-+++++---++-++++++-++++-++-+++---++-+--+++---+-+--+++--+-+++++++--+-+-++-+-+-++++++-+-++-+++-++-++-+-+---++-+-+-+----+++++++++-+-+-+-+-++-++---+-++-++-+----+-+++++-+--++++--+----+-+++-++++-+++-
11,136,+--++-+---++-++--+-++++--+--++++-+-+++++-++-++++++-++-+-+-+++++-+++++-++-++++-+++++++++++++-++++++++--++-+++++--+---+++++-+-+-+++++-++-+--+++-++++--+-++++-+++--++++-++++++++++++++++++++---++++-+-++--+++-+-++++-++++-+--++++++++-+++--+++++++++++++++++-+--+-++++-++-+++-+++++++-++++++++-+++++++-----+-+-
12,78,-++++----+-+++++--+--++-++-++---+--+++++++----++++++++-++++++-++++-+-+-+++-+--+++++----+++--++++-+-++-+--++--+-++-++++++-+-+-++-+++++-++++++-+-+++++-+--+-+---++-+-++--++++++++--++-++-++---++--++-++++++++---+-+-----++--+++--+--+++-++---++++++-++-+++++--+++++-+--+-++-++++-++--+++--+++++-++++--++--+++-
