id,final_position,steps
0,164,++++-+++++-+++++++++-+-++++++++++++++++-++++++++++++++++++++-++++++++-++++++++++++++++-+++-+++++++++++++++++-+++++++++++++++++++++++++++++++++-++-++-+++++++++-+++++-++++++++++++-++++++++-+++++++++++-+
1,160,+-+++-+++++++-+++++-++-+++++++++++++++-+++++++++-+++++++++++-+-+++++++++++++++++++++++++-++-+++++++++++-+++++++++++++++++++-+++++++-++++++++-++++++++-+-++-++++++++++++-++++++++++++++++++++++++++++-+++
2,160,++++++++++-+-+++++++++++++++++++++++++++++++++--++++++++++++++++-++++-++-+++++++++++++++++++++++++++++-+--+-++++-++++++++++++++++++++++++++-++++++++++++-++++++++++++++-+++-+++++++--+++-++++++++++-++++
3,156,++-+++-+++++++-+++++++++++++++-++++++++++++++++++++++++++++++++++++++++++++++++++++--+++++-+++++++-+-++++++--++++-++++-++++++++++-+++-++++-+++++++++++++++++++++++++++-+++++-+-+-+++++-++++++++++++++++-
4,160,+++++++++++++++++++-+--+-++++++++++++++++++++++++++++++++--++++++++++++-++++++-+++++-++-+++++++++++-++-+++++++++-+++++++++++++++++++++++++++++++++-++-++++++++++++++++++++++++++++++++++++--+-++++++-+-+
5,156,++++++++++++++-++++++-+-+++-+++++++++++-++-+-+-++++++++---++++++++++++++++-++++-+++++-++++++--++++++++++++++-++++++++++++++++++-++++++-+++++-+++++++++++++++++-++++++++++++++++++-++++++++++++++++++++++
6,154,+++++++-+++++-+++-+++++++++++++++++++-++++++++++-+++++-++++++++++++++++++++-+-+++++++-+++++++++++++-+-++++++--+++++-++++++++++++++-+-+-++-++++++++++++++++++++++-++++++++-++++-++-+-++++++++++++++++++++
7,166,++++++++++++-++++++++++++++++++++++++++++++++++++++--+++-+-++++-+++++++++++++-+++++++++++++++++++++++-++++++-+++++++++++++++++-+++++++-+++-+++++++-+++++++++++++++++++-+++++++-+-+++++++++++++++-+++++++
8,164,++++++++++-+++++++--++++++++++++++++++++++++++++++++-++++++-++++-++++++++++-++++++-++++++++++++++++++-+++++-+++++++++-+++++++-+++++++++++-++++++++-+++++-++++++++++++++++++-+++-+++++++++++++++++++++-++
9,160,++++++-++++++++++++-++++++++-++++++-++++++-+++++++++++++++++-++++-+++++-++-++-++++++++++++++++++++-++++++++-+++++++-++++++++++++-++++-++++++-+++++++++++++++++++++++++++++++++++-+++++++++++-++++--+++++
10,170,++++-+++++++-+++++++++-+++++++++++++++-+++++++++++-+++++++++++++++++++++++++++++++++++++++++++-++++++++++++++++-+++++++++++++++++++++-++++++-++++-+++++++++++++++++++++++--+++++-++++++++++++-+++++++-++
11,168,++--++-++++++++++-++++++++-+++++++++++++++--++++++++++++++++++++++++-+-++++++++++++++++++++++++++++++++++++++-+++++++++-++-++++++++++++++++++++++++-++++++++++++-++++++++++++++++-+++++++++++++++-++++++
12,150,++-+++++++++++++++-+-++++++-++++-++++++++++-+++++++++++++++++++++-++++++++-+++-++-+++++++++-+-++++++++-+++++++++++++-+++-+++++++++-++-+++-+++++++-+-+++++-+++-++++++++++++++--+++++++++++-++++++++++++++
13,162,++-+++++++++++-+-+++++++++-+++-+++++++++++-++++++++++++++++++-++++++++++++++++++++++++++-+++++-+++++--+++++++++++++++++++-++++++++++++++-+++++++-+++++++-++++++-++++-+++++++++++++++++++--++++++++++++++
14,150,-+++-++++++++++++++++++++++-++++++++++++++--+++++++++++++++-+++++++-+++++++++++++++-+++-++++++++++-++++-++-+++++++++++++-++++++++++++-++++++-+++++++++-++++++-++++-++++++++-++++-+-++-+++++++++-+-+-++++
