id,final_position,steps
0,442,-++++++++++++++++++++-++++++-+++++++++-+++++++++++++++-++++++++++-+++-+-+++++++++++++++++++++-++++++++++++++++++++++++++++++++++++++++++++++++-++++++++++++++++++++++++++-+++++-++++-++++++++++-++++++++++-+++++++++++++++++++++++++++-+++++++++++++++++++++-++++++++++-++++++++++++++++++++++++++++++++++++++++++++++++-++++++++-+++++-+++++--++++++++-+++++++++++++++++++++++++++-++-++++++++++++++++++++++++++++++-+++++++++++++++++++++-+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-++++++
1,446,++++++++-++++++++-++++++-+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-+++++++++++++++++++++++++++-++++++++++++++++++++-++++++++++++++++++++-++++++++++++++++++++++-++++-+++++++-++++++++++++++++++++++++++++++++-++++++++++++-+++++++++++++++++++++++++-++++++++++++++++++-+++++++++++-+++++++++++++++++++++++++++++++++++++++-++++++++++++++++++++-++++++-+--+++++++++-++++++++++++++++++-++++++++++-+++++++++++++++++-+++++++++++++++++++++++++++++-+++++++++-++++++++-++++++++++++++
2,430,+++++++++++++++-++++++++++++++++++++++++++++++++-++-++++++++++++++++++++++-++++++++++++++++++++++++++++-+-++++++++++++++-+++++++++-+++++++++++++++++++++++++++++-++++++++++++++++++-+--+++++++++++++++++++++++++++++++++++++++++++-+++++++++++++++++-++-+++++++++++++++++++++++++++++++++++++++-+++++++++++++++++-+++++++-++++++-+++++-+++++++++++++++++++++++++++++++++++++++++--+-+++-+++++++++++++++++++++++++++++-+++++++-++++++++++++++-++++-++++++-++++-++-+++-++++-+++++++++++-+++++++++++++-++++++++++++++++
3,444,++++++++++++++++++++++++++++++++++++++++++++++++++++++++-+++-++++++++++++++++++-++++++++++++++++-++++++-+++++++++--+++++++++++++++++++++++++++-++++++++++++++++++++++++++++++++++-++++++++-+++++++++++++++++++++++++++++++++++++-+++++++++++++++++++++++++++++-++++-++-+++++++++++++++++++++++++++++++++++++++++++-++++++++++++-+++++++++++++++++++++++++++++-+++-++++++++++++++++++--+++++++++-+++++++++++-++++-++++++++++++++++++++++++++++++++-++++++++++++++++++++++++++++-+++++++++++-++++++-++++++++++++++++-+
4,448,++++++++++++-+++++++++++++++-+++-++++++++-+++++-++++++++++++++++++++++++++++++++-++-+++++++++-+++++++-+-+++++++++++++++++++++++++++++++++++++++++++++++++++-+++++++++-++++++++++-+++-+++++++++++++++++++++++++++-+++++++++++++++-+--++++++++++++++++++++++++-++++++++++++++++++++++++++++++++-+++++++++++++-+++++-++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-++++++-++++++-+++++++++++-+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
5,462,++++++++++++-+++++++++++++-++++++++++++++++++++++++++++++-+++++++++++++++++++++++++++++++++++++-+++++-+++++++-+++-++++++++++++++++++++++++++++++++++++++++++++-+++++++++++++++++++-++++++++++++++++++++++++-+++-+-++++++++++++++++++++++++++-++++++++++++-++++++++++++++++++++++++++++++++++++++++-++++++++++++++++++++++++++++++++++++++++++++-++++++++++++++++++++++++++++++-++++++++++++++++++++++++++++++++++++++++++++-++++++++++++++++++-+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
6,448,++++++++++++++++-++++++-+++++++++++++++++++++++++++++++++++++++-+++++++-++++++++++++-+++++++++++++++++++++++++++++++++++++++++++++-+++++++++-+++++++++++++++++-++++++++++++++++++++++-+++++++++++++++++++++++-++++-+++++++++++++++++++++++++++++++++++++++++++++++++++++++--+++++++++++++-+-+-++++++++++++++-++++++-+++++-+++++++++++++++++++++++++++-+++++++++++++++++++++++++++-+++++++++++++++++++++++-++++++-++++++-++++++++++++-+++++++++-+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
7,452,++++-++++++++++++++++++++++-+++++++++++++++++++++++++++++++-++++-+++++++++++++++++++++++++++++++++++++++++-++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-+-+++++++++++-+++-+++++++++++++++++++++++++-++++++++++++++++++++++++++++++-+++++++++++++++++++++++++++++++++++++++++++++++-++++++-++++++++-+++++++++++-++++++++-+++++++++++++++++++++++++++++++++++++++++++++++++++++++++-++++++++++++++++++++++++-++++-++++++++-+++++-++++++-++++++++++++++++++++++++++-++++++++++++++-++++++++++++++++++++
8,438,++++++++++++++++--+++++++++++++++++++++++++++++++-++++--+++++++++++++++++++++++++++++++++++++++++-+++++++++-+++++++++++++++-+-++++++++++++++++++++++++++++++++++++-+++++++++++++++++++++++++++-++-++++++++++++++-++++++++++++++++++++++++++++++++++-++++++++++++-++++++++++++++++++++++++++++-+++-+++++++++-+++++++++++++-++++++++++-+++++++++++++-+++-+++++++-++++++++++++++++++++++++--+++++++++++++++++++++++++++-+-+++++++++++++-+++++++++++++++++++++++-++++++++++++++++++++++++++++++++++++++++-+++++-++++++++
9,462,++++++-++++++++++++++++++++++++-+++++++++--++++++++++++++++++++++++++++++++++++++-+++++++++++++++++++++++++++++++-++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-+++++++++++++++++++++++++++++++++-++++++++++++++++++++++++++++++++-++-+++-+++++++++++++++++-++-++++++-+++++++++++++++++++++++++-++++++++++++++++++++++++++++++-+++++++++++++-+++++++-+++++++++++++++++++++++++++-++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
