id,final_position,steps
0,102,++++++++---+-+-+--++++++++-++++--++++++++++++++++-+++++++-+-+++++++-++-+++-++-+++++++++++++++-+++++++-+++++---++++--++++-+--+-++++-++--++-+++-++-+-+-+-+++++++++--+++++-+-+++++++-+-++-++-++-++--++-++++
1,134,+-++--+++++-++-++-+-++++++-+++++++++-++++++--++-++++-+--+++++-+++++++--++-+++++--+++-+-++++++++++-+++-++++++++++++-+++++-++++-+++++++++++++++-++++++++++++++--++++++++++++++++-+++++++++++++++++-+++++++
2,114,++-++++++-+-+++-++++-+-+++++-++++-+-+++--++++++-++-++++++--++++++---+++++++-++++++-+++++++++++-++++++++++++-++--+-+--+++++++++-++-+++-++-+-+++++++--+++++++++-+++++++++++--+++-++++++-++-++-++++-++++-++
3,110,-+++++-+++++++++++++-++-++-++++-+--++-+++++--+++++-++++-+-+++--+++-++-++++++-++++++++++-++++-++++++++-++-+-+-+++-++++++++++++++++-+++-++-+-+++---+-++++--++++++++++++++-+++++-+-++++--++-++++++--+-+++++
4,138,--+--++++++++++++++++++++++++++++++-++-+++++++++++-++-++++--+-+-+++-+++++++++-+++++++++++-+++-+-++-+-+++++++++++-+++++++++--+++-+++++++-+++-+-++++++++++++++--+++++++++++++++++++++-+++-++++-+++++++++++
5,114,-++++++++++-+++---+-++--++++++++-++----++++++-++++++-++++-+-++++++++++++++--++++++++++-+++-++-+++-+++++-+++++-++++-+++-+++++++++-++++++--+++-++++-+++-+++-++++++++++++--++++++++++-++-+++++++-++-++--+-+
6,134,+-+-+++++++++++++-++-+++++++-++++++++-++-++++++++-++++++-++-++++++-++++-++-+-+-+++-++-+++++++++++++++++++++++++++-++-+++++++-++++-+++++++-+-++++-+++++++-++++-++++++-+++-+++++++-+++++++--++++++++++-+-+
7,126,++-++++--+++++-++++++++++++-+++++++++--++++++-+++++++-+---++++++-+++++++++++++++++-+--+++++++++++-++++++++++++-+++++++-+++++++++++--+++++--+++++++-++++++++-+++++++++-+-+++-+-+-+++-++++-+--+-+++-++++-+
8,118,++--+++++++-+-+++-+--+++-+++++++++++--++++++-++-+++-++++++++++++++++-++++--++++-++-+++++++++++--+++-+-+-+++++-++-+++++++-+-+-++++++-+++++++++++-+-+++++-++++-++-++++-++++++-++++++++-+++--++-++-++++++++
9,112,-+--++--++++++-+++++++-+++++++++++++-+++-+-++++-+-+-+++-++-+-++-++++--+++-+--++++-+-+++++++-+++-++-+++++-+++-+++++-++++++++--++-+++++++++++--++++--++++++++++-+++++-++-++-++++-+++++++-+-+++++++++++++++
10,132,+-+++++-+-+++-+++++++-++++++++++++-++-++++++++-++++--+++-++-++-+++++++++++++-++++++++-+++-++-++-++++++++-+++++++++++++-++-+-+++++++-++++++++++++-+++++-+++++-++-+++--+-++-+-++-+++++-+++++++++++++++++++
