id,final_position,steps
0,26,-+++-+++---++-++--++-+-++-+++--++---++--+++--+-++------++--+-+-----+++-----++-+-+++++-+++--+-+-++-++---++++----+-+-++++-++-+++-+-----+-++-++++---++---+-++++-+--+-+--+---++--++-+--++-++---++++------++++-++--++--+-++-++----+++-+++++++--++-+++++--++-++++-+-+-++---++++--+---++-+-+--+---+-++--++++-+-+-+-+++-+--++-+++-+--+-+-+----+++-+++++-+-+--+-+---++-+-++-+-+-+++-+-+-+-------++--++--+-+++---+++++++-+
1,-14,---+++++-++--+-+-++-+++--++-++++--+-+-+----+--++++++-+++--++-+--++++-+++--++---+---+--+-+++----------+++---+--------++--+--+----++---+--+-++-++---++-++------+-+-+--+--+-++-----+-+---++-+-+----+-+++--++-++---++++-+-+--+++++-+++-+++--+-----+-++---+---+--++++---+---++-+-+++---++-+++--+--++++--++-+--+--++++++------++++-++++--+++++--+---+-++----+--+++--+-++++--+-+-----++-+++++-+++-++-+--+++---+------++
2,26,+---+-++-+---+++-+-+++-++--+++-+++---+---++--+++++--++-+-+--++-+++-+--+-+----+--+------+-+-++-+++-+-+++-++++-+--++++++++++++-+-+--+-+---+-+++-+-+--+---+++++--+++---+-+--+++++--++++++---+-++++-+--+---+-++-+++-++-+++--++-+-+----+++-+--+-+--+--++++--+-+++++-----+-++-+----+-++--+-++------+--+-+-++++----+++-++--++-++-+--+---+++-+---++--+----+-++--++--++++--++--+--++--+--++-+--+++++-+++---+++-++-+-+++++
3,6,------++--+++-+-+--+---++-++-+---++++-+-+---+-+-+-++--+++--+++++-++-+-++++--++++-+-++-+--++-+--+-----+--+---+---+-+-++-++++--+++--+++-+-+----++++-++-+--++-+----+--+--++-+-+++---+++--++----++++++-+-++--+-+-+-+-+-+-+++-+--++---+++--+-+---++-+++++--+-++------+++-++--+--+-++++++++-----+++-+++-----++++++-+--++--++--++--++-++-+-+--+++-------+-+--+-+++--+--++-+-+-+++-+---+-+++-++-+-+------+++++--++----+-
4,24,+++-+-+++---++++-+-+---+++-+-+-++++--+-+++--++-++++-++-+-+++-+--++++++--+++-++++-+---++-----+++-++---+--+-+++-++++-+-+--+---++++--+--+++++-+-+-+-+++---++++-+---+-+--++-++++---++++---+++++-----+-+-+++-++-+-+++---++-+++--++++-+--+++++--+-+-+-++++-----+--+-+-+-+++--++++++-++++---+-++-+---+--+-+-+++-----++++----+-+-+-------+++-----++--+-++-+---++++++-+-+-+++-----+---+---+-++++-----+-+-+----++---++---+
5,-16,-+++--+++++----+--+++--+-------++---+++---+-----+-++++---++++--+++--++-+---+---++----+-++++----++++-----+--+-----++++-+--++++----++--++-++-++--++-++++++-+++++---+--+-+------+----++-++++-+++++++-++-++---+-+--++---++++--+++----+--+---+--+++-++--+---+-+-----++-+----++--++-++++-+-+-+---++--+-++++--+--++-+-++--+---+--++--++----+-+--+++--+-++-+++-+-++---+-+-+--+--++--+-++++--+-++++----+++-+---++-----++-
6,-4,-+---+-----+--++-++--+--+---+---+-+----++-++-+++-+-+--++--++---+-+-+--++---+----+--++-+++--+-++---++-+-+++--+-+++++-+++-+--++--+---++--+----+---+++----+++-++-+++-++++-++-+++---+-+++---++----++-++++-+++--+--+---+-+++--+--++++-+-++-+-+---+-+++----+-++----+----++++-+--++-++++-+--+++--+---++--+++-+---+-+--+++---++-++---+-+-+--+--+---++----++--+++-+++--++-+---+-+-++-++-++++--++--++-+++-++--+--+++-+++-+
7,26,-++++++-++--+-+-+++---++-+-+---+-+---+++-+-+-+--+++++-+++++-++---+-+-+-++----+-+-+--+----+-++-++-+++-+++-++++--++-++++++++-----+--+++--+-+-+++-++-+-++-+-+-++++--++-++++++-+-+-+---+-++++-+-+--+-+---++---++---+--++---++-+-++-++--+--++-+++-+---+-+-+++---++----++--+--++-+-++--++----++-++---++-+-++---++++-+---------+++--+++-++++--+++++---++---+++-+----+-+-+-++++-+++-+-+---++-+++--+++--++-+--+---++--+++
8,36,+-+++-+--++-++-+--+--+---++++---++-+-+-+--+--++-----+-++-++++--+---+--++-+++-++--+----+-++-+++-++++--+++-+-++++++-++--++++-+--+---+----++-++---+++---+++--+-+-+++++++--+-+++++---+----+--++-++-+++-++-+++++++------++-++-++++--+++++++++----+-++++-+----+++--++--++-+++--+-+--++--++-+++-++++++----+-+--+++---+++-+++---++--------+--++++++-++-+--++++++-++-++--+---+++----++--++++-+---++-----++-+-+-+-+++++-+-
9,12,+-++--+--+-++--+-+--+-++--+-+--------+-+-+--++---------++--+----+-+++-++-+-+----++-+---+-+-++---+-+-++--+-++-----++--++-+-++++-++-+--+++--+++-++-++-+--++-+-+++-+-++-++-++++--+-+++-++-+-+-+-+++-+-++++--+-+++-+---+-+----+++--+++++-+++-+-+--+++-+++--+-++--+--+---+--+++++-----+----++--+--++--+++--+-++++++----+----+-+-++-++-+++-+-+++-+-+++-++--+-+-+--+++++--++-+++--+---++-+++++-+++-++-----++-+-++--+++-
