id,final_position,steps
0,98,-++---++-----+--++-+++-++---++++---++++--+++--+--+++++-++-++-+-++--+-+++-+-+------+---+++++++++-++++++++---++-+-++----++-+-++-++--++++-+--+-++++-+++++-+---+-+++--+++++-+++-+--+--++++++++++++-++-++--+++----++----+--++++-+-+++++-++-++++-+-++--+++-++++-++++-+--+--++---++-+--+-+++-++++++--+++++---+--+++++-+-+++++-++++--+++++--+--+++-+++-+++-+-+++++-+++++++-++++-++++++-+---++----++-+-+-++++-++-++++-++-
1,126,+++++-++++++-++++++-+---+-++-++-+-++++++-++++---++++---+-+-+-++--++++++-++-+++--+-+-+++-+-+++-+++--++-++--+++-++--+-+++++---+++---++++-+++++---++++++++++---+-++--++-+-++--++++--+++--+++--++-++-++-++++++-++-+++++++-+-++-++-+-+++-++----++++-+-+++++++-++--++++-+++-++-+-+-----++++--+++++-+-++--++++-++++--+-++-+---++++--+++--+--++++-+++-+++++++--++-++++++-+-++-+-++-++--++++++-+--+-+++---++-++-+++-+++++
2,74,---++--+++-+++-+--+-+++--++++++-+-+++++++--++-++-++--+++++++-+++-----++---+++-+++++++-+++---++-+--++++-+-+-+++++++++--++--+-+-+-++++-+--+-+-++--+-+-+-++--+-+-+-+-+-+++-+-+--+-+-------+--+-+++++++++-++-++++-++-++-+++---+--+++-+-++-+-+++-+++--++--+---++-+-+++--+-+-++++++-+--++--++-+-+++-++-+--+-+-+-+-++-------+++++----++--+++++--++-+++++-+---++-+-+-++++---+-++----+-++++--+++-+++++++++-++--+++-++++--
3,42,-++--++++++-+--+--+--+-+++++++--++++----+-+----+--+-++++-+++++--++-+++-++-++-++-+++++++--+-+++-++--+--++++++++-++-+++--++-+++----+---++-+++--+---++-+--+++-+-+---+---+++++----++-+++++--+--++-+++--++-+---++++-+-+++-++++++++---+--+----++-+---++---+-+----++-++--+-++-+--+++---+-+-+-++++-+++-++-++-+-+-++--+----+--+++-----++-+-+--+-+-++++--+-+++++-+--++-+--+-+++-+++----+-+-++--+-+-++-+--++--+++++++----+-
4,96,--+-+--+--+++-+-+++++++++++-+--++++++-+++-+++-++--++++--++++++++++++-----++++-+++--+-+-+-++++-+----+-++++--+++--++++++-++--++++--+---++++++-++++-++---------++-+--++--++-+++-++-++-+----+++---+--+-++--+++-+-+++++++-+----+-+-+-++++++++-+++----++--++---+++-++-++-++++-+++--++++-++++-++++-+-++-+----+---+++++++++-+-+-++-+-+++-++++++++--+-+--+--+-++-+++---+++++--++++++---+--+++++---++++-+-++++++++-+---+++
5,92,++-++++--++++-+-+-+++-++-+-+++++++++---+-++---++-+-+++-+--++-+++---+++-++--+-+++--+-+++-++-++-++-+---+---+++-+-+-++-+--+-------++-++-+----+++++++-+-+++++-+++++-+++++++++--++++-++--++++---++--++-++-++++++--+----+-+-++-+-+++--++-++-+-++++-++++--+++-+++++--+-----++++-++-+++-+-++++--+--+++-+-+-+++++-+-++++--+-++-+-++-++++--+-+++--+--++++++--++--+-++--+-+++-++++++++--+++-+--+-+-+--+-+--++--++-++++-++++
6,88,+-++++--++-+-++-+++--++--+---++---+++++-++-+-+-++----+---+--+-+--+-++-+++-++--++-+-+-++---+-++++++-++++-+++-+-++-+++-++++++-+++++--++-+--++---++-++-++++++++--++-++--++-++--++--++++++++--+++++-+---+-+++-++--++--+-+-+-++++-+++++++--+-++--++++--++----+++++++-++-++--+++-++-++--+-++-++++++-++-++++++--+++--+-++-----+---++--+++++++----+-+-+++++---+-+++--+++++-+++---++++--+-+++-+++-+---++++--++-++--++--++
7,76,-++----+-+-++-+-++++++-++++--+-++++--++++++--+-+--+-++-++--+--+++-++-+--++++++-++---+-+---+-+++++-++++---+++------+--+++++-+-++-+++---++-++++-+--+-++++-++++-+-+-+++-+++++--+-+--++--++++++++++-+-+++-++---+++-+++-++--+-+-+++---+++--++--++--+++++-+-+++--++-+-+----+++-+++-++++-+++++++++++-+++-+--+++-++---+++-+-++++-++--+---+++-+--+++--+----+--+---+-+---+---+++-+++-++++-+++-+++--++-++++--+++----+----++
8,70,---+--+-+-+++++++--++++++---+++-+++-++++++++++-+++++---++-++--+++++-+--+--++-+-++-+----+-+-+++---++-++-+---++++-+-+++---++++-++-+--++++-++-----+++--+--+-+--++++++-++--+-++-+-+--+-++-++---+-+--+----++--+-----++++-+-+-++++++--++++++++-+--+-+--++-----+-+-----++++---+-+++-+---+++-+-++-+++++++-+-++++-+-+-+++++-++++++-+-++-+-++++--+--++-++++++-++++-+++-+--+--+--++++++-+-+-++--+-+++--+--++++-++-++---+++-
9,102,++++---++-+++-+++-+++++--++---+++++--+-++++++++-+++-++-+++++++-+-+-++-+++--+-+--++--++++++-+---+-++--+-++-+--+-+-+-++--++++-+++-+++-+-+-+--+++++-++-++++++++++-++++++--+++-+++--++---+++++--++---++--+++++---++++-+-+++-+---++++++--++--+++++-+-++-+-++-+-+++++-+-+--+++--++-+---++-++++-+++++-+++-+++--++-+-+++---+++-+++-+---++++-++--+-++-+--+++-++-++-++++--+++-+++--++-+-----+----+-++-+-+++-+-+-++-+-+-+-+
10,118,++-+++++-+++-++--+-+---+++-++-+-++--+-+++++++-+++-++-++-+++-+++--+++++++-+++-++--++-++-----+++--+-++--+++-++-+-+++-+-++++-+-++++---+++++++-+--++++-+++-+++++-++-+-+++++++++++++-+--++---++-----++++++-+-++-+++++++-+-++-+++++-++++-----+-+++--++++-+++-+++---+-+++++++-----++-++++++-+++--++-++++++++++++++-+-+---+-+-++----+-+-++-++-+-+++++--++++--++-++-+--+++++-++-++-+--+++-+-++-+++-+-+-++-+--++++-----++-
11,112,--+-+-+++----+-+-+---++--+++++++--+--+++-++-+++++++-+++-+++-+++++-+-++++---++-++++++++-+-+++-+++++---++-----+++++--++++-+-++++-+--++-+-+++++++++-++++++-+++-+++---+-+-+----+-+++++++++--+++++++-++-+--+--+++-+-+-+-++-+++++-+-+-+++-+++--++++--+++-+--+-++++--+----+-+++++++---+++++--+-++--++++--+--++++-++-----+-+-+++++++--++++++-+-+-++-+++-+-+++-+++++-+-++---+++++++-+-++++++-++++---++++---+-++-++++--+--
12,66,-+++--+++-+++++-++-----+--++++-+++-++++--++-+--+++-+++++++--+++++--+--++---++-+++++--+-+++++--+++--+----+--+-+-----+--+-++++--+-+-+-+++++--+--+---+++++++-++-+++-+-++-+++-++-++++++--+--+-+-++++++--+--++--+-+--++++-++--+-+-+--+-------++-+-++-++-+--+---++--++---+++--+--++++-++-+-+-+--++++--+-++++-+++++++-+-+-++++++-++-+++--+-++--+++-++--++-++-+-+--+-+++-++-++++---++-+++---++-+-+++-+--++--+++-+-+++-+-
13,82,-+-+--++--+-++-+-++-++--+-+++-+-----+-+++++-++-++---++++-+-----+-++-++++++++--+++++-+------+--+-+-+---+--+++-++++++++++-++----++++-+--+-++-++-+++++--+-+++++--+++++++++++-++++++++++-+-++-++++--++--+--++++++++--+-++++---+++-++---++-+-+-++++++++--+-+++------+-----+++-+-+--++---+---+----+-+-++++--+++++-++++-++++-+-++-+-++++++---+++-+--+-++-+++-++----++---+-+-++-+++-++++-++++-+-++++++-+++-+-++-++---+++
14,114,++-++++-++-++++-+++++-+-++++++++-++++--+++-++++-+----+--++-+-++++-++---++++-+++--+-+++--++++-++-+-+-+++--+++-+---++-+++++--+-+--+++++++-+-+-+-+++--+-+++++----+-+-++--+++-++++-+++++++++-+-++++++++----+-++-++++-+-++-++-++++++--+-+--++++-++-+-+---+---++--+++--+-+++-+-+-+-++++-++-+--+--+--+++--++-+-+-++--+-++-++-+-++-+-++-++++++-++++++-+++-++--+--++++-+++---++++++--++-++++--++++-+++++-++-++-+-++---+++
